Transect,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_diam_mm,Photo date,Notes,,
8,HR_152,G1,-,5,42R,,,,,
8,HR_027,G1,-,4,43L,23.729,2023-04-20,,,
8,HR_146,G2,X,4,43R,,,,,
8,HR_085,G2,X,4,44L,22.94,2023-04-20,,,
8,HR_083,G1,-,1,44R,,,,,
8,HR_033,G1,-,1,45L,,,,,
8,HR_028,G1,-,2,45R,25.888,2023-04-20,,,
9,HR_190,G1,-,2,1L,22.458,2023-04-05,,,
9,HR_020,G1,-,3,1R,22.938,2023-04-20,,,
9,HR_020,G1,-,4,1R,18.282,2023-04-05,non fitness,,
9,HR_001,G1,-,3,2L,24.239,2023-04-05,,,
9,HR_196,G2,X,2,2R,20.919,2023-04-05,,,
9,HR_019,G1,-,2,3R,25.405,2023-04-05,,,
9,HR_148,G2,X,5,4L,22.709,2023-04-05,,,
9,HR_086,G2,X,1,4R,22.422,2023-04-05,,,
9,HR_035,G2,X,3,5L,,,,,
9,HR_035,G2,X,2,5L,24.845,2023-04-05,non fitness,,
9,HR_039,G1,-,4,5R,23.923,2023-04-05,,,
9,HR_034,G2,X,5,6L,25.132,2023-04-05,,,
9,HR_025,G1,-,3,7L,27.237,2023-04-05,,,
9,HR_080,G2,X,2,7R,,,,,
9,HR_021,G2,X,1,8L,20.055,2023-04-05,,,
9,HR_118,G1,-,3,8R,19.537,2023-04-05,,,
9,HR_118,G1,-,5,8R,18.504,2023-03-23,NF,,
9,HR_032,G1,-,5,9L,22.913,2023-04-05,,,
9,HR_009,G1,-,4,9R,,,,,
9,HR_009,G1,-,5,9R,23.169,2023-03-23,NF,,
9,HR_015,G2,X,5,10L,19.869,2023-04-05,,,
9,HR_137,G2,X,1,10R,,,,,
9,HR_137,G2,X,4,10R,26.502,2023-04-05,non fitness,,
9,HR_064,G1,-,4,11L,25.485,2023-04-05,,,
9,HR_105,G2,X,5,11R,23.946,2023-04-05,,,
9,HR_114,G2,X,2,12L,20.805,2023-04-05,,,
9,HR_053,G2,X,1,13L,26.751,2023-04-05,,,
9,HR_053,G2,X,4,13L,19.587,2023-03-23,non fitness,,
9,HR_139,G1,-,3,13R,20.977,2023-04-05,,,
9,HR_161,G1,-,1,14L,27.68,2023-04-05,,,
9,HR_159,G2,X,4,14R,27.661,2023-04-05,,,
9,HR_115,G2,X,5,15L,21.796,2023-04-05,,,
9,HR_092,G2,X,4,15R,24.919,2023-04-05,,,
9,HR_174,G2,X,4,16L,22.244,2023-04-05,,,
9,HR_116,G2,X,2,16R,24.162,2023-04-05,,,
9,HR_133,G1,-,4,17L,17.747,2023-04-05,,,
9,HR_038,G2,X,1,17R,22.62,2023-04-20,,,
9,HR_038,G2,X,4,17R,22.279,2023-04-05,non fitness,,
9,HR_103,G2,X,3,18L,,,,,
9,HR_103,G2,X,4,18L,23.811,2023-04-05,,,
9,HR_121,G1,-,1,18R,21.285,2023-04-05,,,
9,HR_023,G1,-,3,19L,,,,,
9,HR_023,G1,-,5,19L,22.583,2023-04-05,non fitness,,
9,HR_021,G1,-,3,19R,,,,,
9,HR_021,G1,-,5,19R,25.361,2023-04-05,non fitness,,
9,HR_016,G1,-,3,20L,20.558,2023-04-05,,,
9,HR_141,G2,X,4,20R,17.194,2023-04-05,,,
9,HR_027,G1,-,1,21L,23.265,2023-04-05,,,
9,HR_086,G1,-,2,21R,20.588,2023-04-05,,,
9,HR_126,G1,-,3,22L,20.115,2023-04-05,,,
9,HR_009,G2,X,4,22R,21.774,2023-04-05,,,
9,HR_054,G1,-,1,23L,22.905,2023-04-20,,,
9,HR_054,G1,-,2,23L,21.572,2023-04-05,non fitness,,
9,HR_127,G1,-,4,23R,19.308,2023-04-20,,,
9,HR_127,G1,-,2,23R,18.145,2023-04-05,,,
9,HR_131,G1,-,1,24L,,,,,
9,HR_176,G2,X,4,24R,,,,,
9,HR_176,G2,X,1,24R,20.611,2023-04-05,non fitness,,
9,HR_112,G2,X,2,25L,19.381,2023-04-20,,,
9,HR_136,G2,X,1,25R,24.132,2023-04-20,non-fitness,,
9,HR_136,G2,X,5,25R,,,,,
9,HR_141,G2,X,2,26L,,,,,
9,HR_150,G1,-,3,26R,25.191,2023-04-20,,,
9,HR_050,G1,-,5,27L,,,,,
9,HR_050,G1,-,1,27L,17.212,2023-04-05,non fitness,,
9,HR_057,G1,-,4,27R,20.983,2023-04-20,,,
9,HR_148,G1,-,3,28L,,,,,
9,HR_148,G1,-,2,28L,17.185,2023-04-05,non fitness,,
9,HR_148,G2,X,5,28R,,,,,
9,HR_162,G2,X,2,29L,22.341,2023-04-05,,,
9,HR_046,G2,X,3,29R,21.22,2023-04-05,non fitness,,
9,HR_046,G2,X,1,29R,25.234,2023-04-05,non fitness,,
9,HR_147,G2,X,1,30L,,,,,
9,HR_141,G2,X,5,30R,24.342,2023-04-05,,,
9,HR_136,G1,-,5,31L,20.991,2023-04-20,,,
9,HR_043,G1,-,5,31R,30.471,2023-04-20,,,
9,HR_037,G2,X,3,32L,18.507,2023-04-05,,,
9,HR_020,G2,X,5,32R,,,,,
9,HR_061,G2,X,4,33L,,,,,
9,HR_050,G2,X,1,33R,24.184,2023-04-20,,,
9,HR_169,G2,X,2,34L,23.741,2023-04-20,,,
9,HR_155,G2,X,5,34R,25.621,2023-04-05,,,
9,HR_201,G1,-,5,35L,27.765,2023-04-20,,,
9,HR_012,G1,-,4,35R,24.347,2023-04-20,,,
9,HR_085,G1,-,2,36R,26.661,2023-04-20,,,
9,HR_064,G1,-,4,37L,20.368,2023-04-05,,,
9,HR_180,G2,X,1,38L,20.333,2023-04-20,,,
9,HR_051,G2,X,3,38R,,,,,
9,HR_092,G2,X,3,39L,26.196,2023-04-20,,,
9,HR_131,G2,X,2,39R,21.29,2023-04-20,,,`
9,HR_041,G1,-,4,40L,25.581,2023-04-20,,,
9,HR_105,G2,X,4,40R,24.502,2023-04-20,,,
9,HR_201,G2,X,3,41L,,,,,
9,HR_109,G1,-,1,41R,,,,,
9,HR_152,G1,-,1,42R,17.78,2023-04-20,,,
9,HR_058,G1,-,3,43L,,,,,
9,HR_092,G2,X,1,43R,,,,,
9,HR_092,G2,X,3,43R,25.265,2023-04-20,non-fitness plant,,
9,HR_043,G2,X,2,44L,20.397,2023-04-05,,,
9,HR_043,G2,X,5,44L,29.091,2023-04-20,non-fitness,,
9,HR_113,G2,X,3,44R,,,,,
9,HR_166,G2,X,5,45L,,,,,
9,HR_177,G1,-,2,45R,,,,,
9,HR_038,G1,-,3,46R,,,,,
