Transect,Recipient,Plant_ID,F?,10-Mar,16-Mar,24-Mar,31-Mar,7-Apr,14-Apr,20-Apr,26-Apr,4-May,11-May,20-May,24-May,SLA,flr_P,Sterile,Recipient,Plant_ID,F?,10-Mar,16-Mar,24-Mar,31-Mar,7-Apr,14-Apr,20-Apr,26-Apr,4-May,11-May,20-May,24-May,SLA,flr_P,Sterile
6,HR_159,3,,,,,,,,,,G,,,,,,,HR_159,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-18,,
6,HR_159,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_159,8,,,,,,,,,,,,,,,,
6,HR_195,1,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,1,HR_195,5,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
6,HR_195,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_195,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_195,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_195,7,,,,,2022-03-31,2022-04-07,,2022-04-20,,,,,,2022-05-18,2022-03-31,1
6,HR_195,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,1,HR_195,8,,,,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,2022-03-24,
6,HR_148,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,,HR_148,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_148,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,,HR_148,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_148,3,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_148,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,G,,,,,
6,HR_148,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_148,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,G,,,,,
6,HR_79,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_79,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_79,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,,HR_79,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_79,3,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_79,7,,,,,,,,,,,,,,,,
6,HR_79,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_79,8,,,,,,,,,,,,,,,,
6,HR_101,1,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,,HR_101,5,,,,,,,,,,G,,,,,,
6,HR_101,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-18,2022-03-24,,HR_101,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,
6,HR_101,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-18,,,HR_101,7,,,,,,,,,,G,,,,,,
6,HR_101,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-24,,HR_101,8,,,,,,,,,,G,,,,,,
6,HR_37,1,,,,,,,,,,,,G,,,,,HR_37,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,G,,2022-05-19,,
6,HR_37,2,,,,,,,,,,,,G,,,,,HR_37,6,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,G,,,2022-03-31,
6,HR_37,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,G,,,,,HR_37,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,G,,,,
6,HR_37,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,G,,,,,HR_37,8,,,,,,,,,,G,,G,,,,
6,HR_182,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,2022-03-24,,HR_182,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_182,2,,,,,,,,,,,,,,,,,HR_182,6,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,
6,HR_182,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,2022-05-11,,,,,,HR_182,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_182,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_182,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_121,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_121,5,,,,,,,,,,,,,,,,
6,HR_121,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,2022-03-24,,HR_121,6,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_121,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,,,,,HR_121,7,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
6,HR_121,4,,,,,,,,,,,,,,,,,HR_121,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
6,HR_115,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_115,5,,,,,,,,,,,,,,,,
6,HR_115,2,,,,,,,,,,,,,,,,,HR_115,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-24,
6,HR_115,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,,HR_115,7,,,,,,,,,,,,,,,,
6,HR_115,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,,HR_115,8,,,,,,,,,,,,,,,,
6,HR_14,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,G,,,,,,HR_14,5,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_14,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,G,,,,,,HR_14,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
6,HR_14,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,G,,,2022-05-19,,,HR_14,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,,,,
6,HR_14,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-24,,HR_14,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
6,HR_95,1,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_95,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_95,2,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,,HR_95,6,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-31,
6,HR_95,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_95,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_95,4,,,,,2022-03-31,2022-04-07,,2022-04-20,,,,,,2022-05-19,,,HR_95,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_190,1,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_190,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_190,2,,,,,,,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_190,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_190,3,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_190,7,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,
6,HR_190,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_190,8,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_26,1,,,,,2022-03-31,2022-04-07,,,,,,,,2022-05-19,,,HR_26,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_26,2,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,,HR_26,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,2022-05-19,,
6,HR_26,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_26,7,,,,,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_26,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_26,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,
6,HR_59,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_59,5,,,,,,,,,,,,,,,,
6,HR_59,2,,,,,,,,,,,,,,,,,HR_59,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,
6,HR_59,3,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_59,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,
6,HR_59,4,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,,HR_59,8,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,2022-03-24,
6,HR_114,1,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_114,5,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
6,HR_114,2,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_114,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_114,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_114,7,F,,,,2022-03-31,2022-04-07,,,,,,,,,2022-03-31,
6,HR_114,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,2022-03-24,,HR_114,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_179,1,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,,HR_179,5,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_179,2,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_179,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,,,,,2022-03-24,
6,HR_179,3,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_179,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_179,4,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_179,8,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,
6,HR_135,1,,,,,,,,,,,,,,,,,HR_135,5,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,
6,HR_135,2,,,,,,,,,,,,,,,,,HR_135,6,,,,,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,2022-05-05,,,,,,
6,HR_135,3,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_135,7,,,,,,,,,,,,,,,,
6,HR_135,4,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_135,8,,,,2022-03-24,2022-03-31,2022-04-07,,,,,2022-05-11,,,,2022-03-24,
6,HR_16,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_16,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
6,HR_16,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_16,6,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_16,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_16,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_16,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_16,8,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,
6,HR_104,1,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_104,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_104,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,,HR_104,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
6,HR_104,3,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_104,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_104,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_104,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_161,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_161,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_161,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_161,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_161,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,,HR_161,7,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,
6,HR_161,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_161,8,,,,,,2022-04-07,,,,,,,,,,
6,HR_113,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_113,5,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_113,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_113,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
6,HR_113,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_113,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,
6,HR_113,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_113,8,,,,,,,,,,,,,,,,
6,HR_38,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_38,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_38,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_38,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,
6,HR_38,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_38,7,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,2022-03-24,
6,HR_38,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,,HR_38,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
6,HR_155,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_155,5,,,,2022-03-24,2022-03-31,2022-04-07,G,,,,,,,,,
6,HR_155,2,,,,,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_155,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,G,,,,,,,,2022-03-16,
6,HR_155,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_155,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
6,HR_155,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-24,,HR_155,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
6,HR_88,1,,,,,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_88,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_88,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,2022-03-24,,HR_88,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_88,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,,HR_88,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
6,HR_88,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_88,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_105,1,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,,HR_105,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_105,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,,HR_105,6,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_105,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,2022-05-11,,,,,,HR_105,7,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_105,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,,HR_105,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_51,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_51,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,
6,HR_51,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_51,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
6,HR_51,3,,,,,,,,,,,,,,2022-05-19,,,HR_51,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
6,HR_51,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_51,8,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
6,HR_15,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_15,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_15,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,2022-03-24,,HR_15,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,
6,HR_15,3,,,,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,,,,,,,,HR_15,7,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
6,HR_15,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_15,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,2022-05-19,,
6,HR_178,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_178,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,
6,HR_178,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,,HR_178,6,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
6,HR_178,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_178,7,,,,,2022-03-31,2022-04-07,,,,,,,,,,
6,HR_178,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_178,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
6,HR_174,1,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_174,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,,2022-05-20,2022-05-24,,,
6,HR_174,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,,HR_174,6,,,,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,
6,HR_174,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_174,7,F,,,2022-03-24,2022-03-31,2022-04-07,,,,2022-05-05,,,,,2022-03-24,
6,HR_174,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_174,8,,,,,,,2022-04-14,2022-04-20,2022-04-27,G,,,,,,
6,HR_41,1,,,,,2022-03-31,G,,,,,,,,,,,HR_41,5,F,,,2022-03-24,2022-03-31,G,,,,,,,,,2022-03-24,
6,HR_41,2,,,,2022-03-24,2022-03-31,G,,,,,,,,,,,HR_41,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-04-07,
6,HR_41,3,,,2022-03-16,2022-03-24,2022-03-31,G,,,,,,,,,2022-03-16,,HR_41,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_41,4,,,,2022-03-24,2022-03-31,G,,,,,,,,,,,HR_41,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
6,HR_25,1,,,,,,,,,,,,,,,,,HR_25,5,,,,,,,,,,,,,,,,
6,HR_25,2,,,,,,,,,,,,,,,,,HR_25,6,,,,,,,,,,,,,,,,
6,HR_25,3,F,,,,2022-03-31,2022-04-07,,2022-04-20,2022-04-27,,2022-05-11,2022-05-20,,,2022-03-31,,HR_25,7,,,,,2022-03-31,2022-04-07,,,,,,,,,,
6,HR_25,4,,,,,,,,,,,,,,,,,HR_25,8,,,,,,2022-04-07,2022-04-14,,,,,,,2022-05-19,,
6,HR_116,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,2022-05-19,,,HR_116,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,
6,HR_116,2,,,,,2022-03-31,2022-04-07,2022-04-14,,,,2022-05-11,,,,,,HR_116,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
6,HR_116,3,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,2022-05-24,,2022-03-24,,HR_116,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
6,HR_116,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,,,,,HR_116,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,2022-03-16,
6,HR_137,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_137,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
6,HR_137,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_137,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-16,
6,HR_137,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-19,,,HR_137,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,G,,,,,,
6,HR_137,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_137,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_32,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_32,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_32,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,,HR_32,6,,,,,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_32,3,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-16,,HR_32,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
6,HR_32,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_32,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-16,
6,HR_18,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_18,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,2022-03-16,
6,HR_18,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,,HR_18,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
6,HR_18,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_18,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
