Transect,Recipient,Plant_ID,F?,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-25,2022-06-08,,,,LEAF,flr_P,Recipient,Plant_ID,F?,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-25,2022-06-08,2022-06-22,,,LEAF,flr_P
3,AC_187,1,,,,,,,,,,,,,AC_187,6,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_187,2,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_187,7,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_187,3,,,,,,,,,,,,,AC_187,8,,,,,2022-05-13,,,,,,,
3,AC_187,4,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_187,9,,,2022-04-22,2022-05-03,,,,,,,2022-06-08,
3,AC_187,5,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_187,10,,,,,,,,,,,,
3,AC_188,1,,,,2022-05-03,,,,,,,,,AC_188,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_188,2,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_188,7,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_188,3,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_188,8,,,,,,,,,,,,
3,AC_188,4,F,,2022-04-22,2022-05-03,,,,,,,,,AC_188,9,,,,,,,,,,,,
3,AC_188,5,,,,,,,,,,,,,AC_188,10,,,,,,,,,,,,
3,AC_147,1,,,,,,,,,,,,,AC_147,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_147,2,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_147,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_147,3,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_147,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_147,4,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_147,9,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_147,5,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_147,10,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_201,1,,,2022-04-22,2022-05-03,,,,,,,,,AC_201,6,,,2022-04-22,,,,,,,,,
3,AC_201,2,,,,,,,,,,,,,AC_201,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_201,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_201,8,F,,2022-04-22,2022-05-03,,,,,,,,2022-04-22
3,AC_201,4,,,,,,,,,,,,,AC_201,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_201,5,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_201,10,,,,2022-05-03,,,,,,,,
3,AC_216,1,F,,2022-04-22,2022-05-03,,,,,,,,2022-04-22,AC_216,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_216,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_216,7,,,,2022-05-03,,,,,,,,
3,AC_216,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_216,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_216,4,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_216,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_216,5,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_216,10,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_40,1,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_40,6,,2022-04-09,2022-04-22,2022-05-03,,,,,,,2022-06-08,
3,AC_40,2,F,,2022-04-22,2022-05-03,,,,,,,,2022-04-22,AC_40,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_40,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_40,8,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09
3,AC_40,4,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_40,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_40,5,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_40,10,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_81,1,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_81,6,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,2022-04-22
3,AC_81,2,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_81,7,,,,,,,,,,,,
3,AC_81,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_81,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_81,4,,,,,,,,,,,,,AC_81,9,,,,2022-05-03,,,,,,,,
3,AC_81,5,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_81,10,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_95,1,,,,,,,,,,,,,AC_95,6,,,2022-04-22,2022-05-03,,,,,,,,
3,AC_95,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_95,7,,,2022-04-22,2022-05-03,,,,,,,,
3,AC_95,3,,,2022-04-22,2022-05-03,,,,,,,,,AC_95,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_95,4,,,,,,,,,,,,,AC_95,9,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_95,5,,,2022-04-22,,,,,,,,,,AC_95,10,F,2022-04-09,2022-04-22,2022-05-03,,,,,,,,2022-04-22
3,AC_122,1,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_122,6,,,,,,,,,,,,
3,AC_122,2,F,,2022-04-22,2022-05-03,,,,,,,,2022-04-22,AC_122,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_122,3,,,2022-04-22,2022-05-03,,,2022-06-08,,,,2022-06-08,,AC_122,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_122,4,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_122,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_122,5,,,,,,,,,,,,,AC_122,10,,,2022-04-22,2022-05-03,,,,,,,,
3,AC_154,1,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_154,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09
3,AC_154,2,,,,,,,,,,,,,AC_154,7,,,,,,,,,,,,
3,AC_154,3,F,2022-04-09,2022-04-22,2022-05-03,,,,,,,,2022-04-22,AC_154,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_154,4,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_154,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_154,5,,,,,,,,,,,,,AC_154,10,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_90,1,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_90,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_90,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_90,7,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_90,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_90,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_90,4,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_90,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_90,5,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_90,10,,,,,,,,,,,,
3,AC_133,1,,,,,,,,,,,,,AC_133,6,,,,,,,,,,,,
3,AC_133,2,,,,,,,,,,,,,AC_133,7,,,,,,,,,,,,
3,AC_133,3,,,,,,,,,,,2022-06-08,,AC_133,8,,,2022-04-22,,,,,,,,,
3,AC_133,4,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_133,9,,2022-04-09,2022-04-22,,,,,,,,,2022-04-09
3,AC_133,5,,,,,,,,,,,,,AC_133,10,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_155,1,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_155,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_155,2,,,,,,,,,,,,,AC_155,7,,,2022-04-22,,2022-05-13,,,,,,,
3,AC_155,3,,,,,,,,,,,,,AC_155,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_155,4,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_155,9,,2022-04-09,2022-04-22,,,,2022-06-08,,,,,
3,AC_155,5,,2022-04-09,,2022-05-03,,,,,,,,,AC_155,10,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,2022-04-09
3,AC_217,1,,2022-04-09,2022-04-22,,,,,,,,,,AC_217,6,F,,2022-04-22,,,,,,,,,2022-04-22
3,AC_217,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_217,7,,,,,,,,,,,,
3,AC_217,3,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_217,8,,2022-04-09,,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_217,4,,,,,,,,,,,,,AC_217,9,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,
3,AC_217,5,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_217,10,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_64,1,,,2022-04-22,2022-05-03,,,,,,,,,AC_64,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_64,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_64,7,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_64,3,,,,,,,,,,,,,AC_64,8,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09
3,AC_64,4,,2022-04-09,2022-04-22,,,,,,,,,2022-04-09,AC_64,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_64,5,,,2022-04-22,,,,,,,,,,AC_64,10,,,2022-04-22,2022-05-03,,,,,,,,
3,AC_119,1,,,2022-04-22,2022-05-03,,,,,,,,,AC_119,6,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_119,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_119,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_119,3,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_119,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_119,4,,,,,,,,,,,,,AC_119,9,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_119,5,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_119,10,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_115,1,,,,,,,,,,,,,AC_115,6,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,2022-06-07,,,,,2022-04-22
3,AC_115,2,,,2022-04-22,2022-05-03,,,,,,,2022-06-08,,AC_115,7,,,,,,,,,,,,
3,AC_115,3,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,,AC_115,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_115,4,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_115,9,,,,,,,,,,,,
3,AC_115,5,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_115,10,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,
3,AC_192,1,,,,,,,,,,,,,AC_192,6,,,,,,,,,,,,
3,AC_192,2,,,,,,,,,,,,,AC_192,7,,,,,,,,,,,,
3,AC_192,3,,,,,,,,,,,,,AC_192,8,,,,,,,,,,,,
3,AC_192,4,,,,,,,,,,,,,AC_192,9,,,,,,,,,,,,
3,AC_192,5,,,,,,,,,,,,,AC_192,10,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_99,1,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_99,6,,,,,,,,,,,,
3,AC_99,2,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_99,7,,2022-04-09,2022-04-22,,,,,,,,,
3,AC_99,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_99,8,F,2022-04-09,2022-04-22,2022-05-03,,,,,,,,2022-04-09
3,AC_99,4,,,2022-04-22,2022-05-03,,,,,,,,,AC_99,9,F,2022-04-09,2022-04-22,,,,,,,,,2022-04-09
3,AC_99,5,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_99,10,,,,,,,,,,,,
3,AC_5,1,F,2022-04-09,2022-04-22,,2022-05-13,,,,,,,2022-04-22,AC_5,6,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,
3,AC_5,2,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,2022-04-09,AC_5,7,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_5,3,,,,,,,,,,,,,AC_5,8,,2022-04-09,,2022-05-03,,,,,,,,
3,AC_5,4,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_5,9,,,,,,,,,,,,
3,AC_5,5,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,,AC_5,10,,2022-04-09,2022-04-22,,2022-05-13,,,,,,,
3,AC_160,1,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,,AC_160,6,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_160,2,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_160,7,,,,,,,,,,,,
3,AC_160,3,,,,,,,,,,,,,AC_160,8,,,,,,,,,,,,
3,AC_160,4,,,,,,,,,,,,,AC_160,9,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,
3,AC_160,5,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_160,10,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_111,1,,2022-04-09,2022-04-22,,,,,,,,,,AC_111,6,,2022-04-09,2022-04-22,,,,,,,,,
3,AC_111,2,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,2022-04-09,AC_111,7,,,,,,,,,,,,
3,AC_111,3,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,,AC_111,8,,,2022-04-22,,,,,,,,2022-06-08,
3,AC_111,4,F,2022-04-09,2022-04-22,,2022-05-13,,,,,,,2022-04-09,AC_111,9,,,2022-04-22,,,,,,,,,
3,AC_111,5,,2022-04-09,2022-04-22,,,,,,,,,,AC_111,10,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_212,1,,,,,,,,,,,,,AC_212,6,,,2022-04-22,,,,,,,,,
3,AC_212,2,,2022-04-09,2022-04-22,,,,,,,,,2022-04-09,AC_212,7,,,,,,,,,,,,
3,AC_212,3,,,,,,,,,,,,,AC_212,8,F,2022-04-09,2022-04-22,2022-05-03,,,,,,,,2022-04-22
3,AC_212,4,,,,,,,,,,,,,AC_212,9,,,,,,,,,,,,
3,AC_212,5,,,2022-04-22,,,,,,,,,,AC_212,10,,,,,,,,,,,,
3,AC_51,1,,,,,,,,,,,,,AC_51,6,F,2022-04-09,2022-04-22,,,,,,,,,2022-04-09
3,AC_51,2,,,,,,,,,,,,,AC_51,7,,2022-04-09,2022-04-22,,,,,,,,,
3,AC_51,3,,2022-04-09,,,,,,,,,,,AC_51,8,,2022-04-09,2022-04-22,,,,,,,,,2022-04-09
3,AC_51,4,,,,,,,,,,,,,AC_51,9,,2022-04-09,2022-04-22,,,,,,,,,
3,AC_51,5,,,,,,,,,,,,,AC_51,10,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_119,1,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_119,6,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_119,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_119,7,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_119,3,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_119,8,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_119,4,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_119,9,,,,2022-05-03,2022-05-13,2022-05-24,2022-06-08,,,,,
4,AC_119,5,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_119,10,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_32,1,,,,,,,,,,,,,AC_32,6,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,
4,AC_32,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_32,7,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_32,3,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_32,8,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_32,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_32,9,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_32,5,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_32,10,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_206,1,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_206,6,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_206,2,F,,,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-05-03,AC_206,7,,,,,2022-05-13,,,,,,,
4,AC_206,3,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_206,8,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_206,4,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_206,9,,,,,,,,,,,,
4,AC_206,5,,,,,2022-05-13,,,,,,2022-05-13,,AC_206,10,,,,2022-05-03,,,,,,,,
4,AC_10,1,,,,2022-05-03,,,,,,,,,AC_10,6,,,,,,,,,,,,
4,AC_10,2,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_10,7,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-13
4,AC_10,3,,,,,2022-05-13,2022-05-24,,,,,,,AC_10,8,,,,,2022-05-13,,,,,,,
4,AC_10,4,,,,,2022-05-13,2022-05-24,,,,,,,AC_10,9,,,,,2022-05-13,,,,,,,
4,AC_10,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_10,10,,,,,2022-05-13,,,,,,,
4,AC_185,1,,,,,2022-05-13,2022-05-24,,,,,,,AC_185,6,,,,,2022-05-13,,,,,,2022-05-13,
4,AC_185,2,,,,,,,,,,,,,AC_185,7,,,,,,,,,,,,
4,AC_185,3,,,,,,2022-05-24,,,,,,,AC_185,8,,,,,,,,,,,,
4,AC_185,4,F,,,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-05-03,AC_185,9,,,,2022-05-03,,,,,,,,
4,AC_185,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_185,10,,,,2022-05-03,,,,,,,,
4,AC_55,1,F,2022-04-22,,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-04-22,AC_55,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_55,2,F,2022-04-22,,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_55,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_55,3,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_55,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_55,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_55,9,,,,,,,,,,,,
4,AC_55,5,,2022-04-22,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_55,10,,,,,,,,,,,,
4,AC_16,1,,,,,,,,,,,,,AC_16,6,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,
4,AC_16,2,F,2022-04-22,,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-05-03,AC_16,7,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_16,3,,,,,,,,,,,,,AC_16,8,,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-04-22
4,AC_16,4,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_16,9,,,,,2022-05-13,,,,,,,
4,AC_16,5,,,,,2022-05-13,,,,,,,,AC_16,10,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_182,1,,,,,2022-05-13,,,,,,2022-05-13,,AC_182,6,,,,,2022-05-13,,,,,,,
4,AC_182,2,,,,,2022-05-13,2022-05-24,,,,,,,AC_182,7,,,,,,,,,,,,
4,AC_182,3,,,,2022-05-03,,,,,,,,2022-05-03,AC_182,8,,,,,,,,,,,,
4,AC_182,4,F,,,,2022-05-13,,,,,,,,AC_182,9,,,,,,,,,,,,
4,AC_182,5,,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_182,10,,,,,,,,,,,,
4,AC_40,1,,2022-04-22,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_40,6,,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_40,2,F,,,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-05-03,AC_40,7,F,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-04-22
4,AC_40,3,,2022-04-22,,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_40,8,F,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,2022-04-22
4,AC_40,4,,2022-04-22,,2022-05-03,2022-05-13,,,,,,,,AC_40,9,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_40,5,,2022-04-22,,2022-05-03,2022-05-13,2022-05-24,,,,,2022-05-13,,AC_40,10,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_144,1,,2022-04-22,,2022-05-03,,,,,,,,,AC_144,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
4,AC_144,2,,2022-04-22,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_144,7,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_144,3,,,,,,,,,,,,,AC_144,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_144,4,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_144,9,,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_144,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_144,10,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_88,1,,2022-04-22,,2022-05-03,2022-05-13,,,,,,,,AC_88,6,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
4,AC_88,2,,2022-04-22,,2022-05-03,2022-05-13,,,,,,,,AC_88,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_88,3,,2022-04-22,,2022-05-03,2022-05-13,,,,,,,,AC_88,8,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_88,4,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_88,9,,,,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_88,5,,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,,AC_88,10,,,2022-04-22,2022-05-03,2022-05-13,2022-05-24,,,,,,
4,AC_92,1,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_92,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_92,2,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_92,7,,,,2022-05-03,2022-05-13,,,,,,,
4,AC_92,3,,,,,,,,,,,,,AC_92,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_92,4,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_92,9,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_92,5,,,,,,,,,,,,,AC_92,10,,,2022-04-22,2022-05-03,,,,,,,,
4,AC_204,1,,,,,2022-05-13,,,,,,,,AC_204,6,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
4,AC_204,2,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_204,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_204,3,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_204,8,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_204,4,,,,,,,,,,,,,AC_204,9,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_204,5,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_204,10,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_118,1,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_118,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-05-13,
4,AC_118,2,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_118,7,,2022-04-09,2022-04-22,2022-05-03,,,,,,,,
4,AC_118,3,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_118,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_118,4,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_118,9,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_118,5,,,2022-04-22,,2022-05-13,,,,,,,,AC_118,10,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_130,1,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_130,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
4,AC_130,2,,,,,,,,,,,,,AC_130,7,,,,,,,,,,,,
4,AC_130,3,,,2022-04-22,,,,,,,,,,AC_130,8,,,,,,,,,,,,
4,AC_130,4,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_130,9,,,,,,,,,,,,2022-04-09
4,AC_130,5,F,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_130,10,,,,,,,,,,,,
