Block,Location,Recipient,Plant_ID,F?,25-Feb,3-Mar,11-Mar,17-Mar,25-Mar,1-Apr,9-Apr,22-Apr,28-Apr,4-May,12-May,19-May,25-May,SLA,flr_P,Recipient,Plant_ID,F?,25-Feb,3-Mar,11-Mar,17-Mar,25-Mar,1-Apr,9-Apr,22-Apr,28-Apr,4-May,12-May,19-May,25-May,SLA,flr_P
1,35,BB_2,4,,,,,,,2022-04-02,2022-04-08,,,,,,,,,BB_2,8,,,,,,,,,,,,,,,,
1,35,BB_183,1,,,,,,,,,,,,,,,,,BB_183,5,,,,,,,,,,,,,,,,
1,35,BB_183,2,,,,,,,,,,,,,,,,,BB_183,6,,,,,,,,,,,,,,,,
1,35,BB_183,3,,,,,,,,,,,,,,,,,BB_183,7,,,,,,,,,,,,,,,,
1,35,BB_183,4,,,,,,,,,,,,,,,,,BB_183,8,,,,,,,,,,,,,,,,
1,36,BB_151,1,,,,,,,,,,,,,,,,,BB_151,5,,,,,2022-03-17,,,,,,,,,,,2022-03-17
1,36,BB_151,2,F,,,,,,,2022-04-08,,,,,,,,,BB_151,6,,,,,,,,,,,,,,,,
1,36,BB_151,3,,,,,,2022-03-26,,2022-04-08,,,,,,,,,BB_151,7,,,,,,,,,,,,,,,,
1,36,BB_151,4,,,,,,,2022-04-02,,,,,,,,,,BB_151,8,,,,,,,,,,,,,,,,
1,36,BB_204,1,,,,,,,,,,,,,,,,,BB_204,5,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-17
1,36,BB_204,2,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_204,6,,,,,,,,,,,,,,,,
1,36,BB_204,3,,,,,,,,,,,,,,,2022-04-28,,BB_204,7,,,,,,,,,,,,,,,,
1,36,BB_204,4,,,,,,,,,,,,,,,,,BB_204,8,F,,,,2022-03-17,,,,,,,,,,,
1,36,BB_72,1,,,,,,,,,,,,,,,,,BB_72,5,,,,,,,,,,,,,,,,
1,36,BB_72,2,,,,,,,,,,,,,,,,,BB_72,6,,,,,,,,,,,,,,,,
1,36,BB_72,3,,,,,,,,,,,,,,,,,BB_72,7,,,,,,,,,,,,,,,,
1,36,BB_72,4,F,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-04-02,BB_72,8,,,,,,,,,,,,,,,,
1,37,BB_121,1,,,,,,,,,,,,,,,,,BB_121,5,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-26
1,37,BB_121,2,,,,,,,,,,,,,,,,,BB_121,6,,,,,,,,2022-04-08,,,,,,,,
1,37,BB_121,3,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_121,7,F,,,,,,,2022-04-08,2022-04-22,2022-04-28,,,,,,2022-04-08
1,37,BB_121,4,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_121,8,,,,,,,,2022-04-08,,,,,,,,
1,37,BB_132,1,,,,,,,,,,,,,,,,,BB_132,5,,,,,2022-03-17,,2022-04-02,2022-04-08,,,,,,,,2022-03-17
1,37,BB_132,2,,,2022-03-03,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_132,6,F,,,,2022-03-17,,2022-04-02,,,,,,,,,2022-03-17
1,37,BB_132,3,,,,,,,,,,,,5/12??,,,,,BB_132,7,,,,,,,,,,,,,,,,
1,37,BB_132,4,,,,,,,,,,,,,,,2022-04-28,,BB_132,8,,,,,,,,,,,,,,,,
1,37,BB_50,1,,,,,,,,,,,,,,,,,BB_50,5,,,,,,,,,,,,,,,,
1,37,BB_50,2,F,,,,,,,,2022-04-22,,,,,,,,BB_50,6,,,,,,,,,,,,,,,,
1,37,BB_50,3,,,,,,,,,,,,,,,,,BB_50,7,,,,,,,,,,,,,,,,
1,37,BB_50,4,,,,,,,,,,,,,,,,,BB_50,8,,,,,,,,,,,,,,,,
1,38,BB_89,1,,,,,,,,,,,,,,,,,BB_89,5,,,,,,,,,,,,,,,,
1,38,BB_89,2,,,,,,,,,,,,,,,,,BB_89,6,,,,,,,,,,,,,,,,
1,38,BB_89,3,,,,,,,,,,,,,,,,,BB_89,7,,,,,,,,,,,,,,,,
1,38,BB_89,4,F,,,2022-03-11,2022-03-17,,2022-04-02,,2022-04-22,2022-04-28,,,,,,2022-03-11,BB_89,8,,,,,,,,,,,,,,,,
1,38,BB_126,1,,,,,,,,,,,,,,,,,BB_126,5,,,,,,,,,,,,,,,,
1,38,BB_126,2,,,,,,,,,,,,,,,,,BB_126,6,,,,,,,,,,,,,,,,
1,38,BB_126,3,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_126,7,,,,,,,,,,,,,,,,
1,38,BB_126,4,,,,,,,,,,,,,,,,,BB_126,8,,,,,,,,,,,,,,,,
1,38,BB_63,1,,,,,,,,,,,,,,,,,BB_63,5,,,,,,,,,,,,,,,,
1,38,BB_63,2,,,,,,,,,,,,,,,,,BB_63,6,,,,,,,,,,,,,,,,
1,38,BB_63,3,,,,,,,,,,,,,,,,,BB_63,7,,,,,,,,,,,,,,,,
1,38,BB_63,4,,,,,,,,,,,,,,,,,BB_63,8,,,,,,,,,,,,,,,,
1,38,BB_139,1,,,,,,,,,,,,,,,,,BB_139,5,,,,,,,,,,,,,,,,
1,38,BB_139,2,,,,,,,,,,,,,,,,,BB_139,6,,,,,,,,,,,,,,,,
1,38,BB_139,3,,,,,,,,,,,,,,,,,BB_139,7,F,,,,,,,,,2022-04-28,,,,,,
1,38,BB_139,4,,,,,,,,,,,,,,,,,BB_139,8,,,,,,,,,,,,,,,,
1,39,BB_145,1,,,,,,,,,,,,,,,,,BB_145,5,,,,,,,,,,,,,,,,
1,39,BB_145,2,,,,,,2022-03-26,2022-04-02,,,,,,,,2022-04-28,,BB_145,6,,,,,,,,,,,,,,,,
1,39,BB_145,3,,,,,,,,,,,,,,,,,BB_145,7,,,,,,,,,,,,,,,,
1,39,BB_145,4,F,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-17,BB_145,8,,,,,2022-03-17,,,,,,,,,,,2022-03-17
1,39,BB_105,1,,,,,,,,,,,,,,,,,BB_105,5,,,,,,,,,,,,,,,,
1,39,BB_105,2,F,,,,,,,,,,,,,,,,BB_105,6,,,,,,2022-03-26,2022-04-02,,,,,,,,2022-04-28,
1,39,BB_105,3,F,,,,,,2022-04-02,2022-04-08,,,,,,,,,BB_105,7,,,,,,,,,,,,,,,,
1,39,BB_105,4,F,,,,,2022-03-26,2022-04-02,,,,,,,,2022-05-04,2022-04-02,BB_105,8,,,,,,,,,,,,,,,,
1,39,BB_39,1,,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-03-26,BB_39,5,F,,,,,,,,,2022-04-28,,,,,,
1,39,BB_39,2,,,,,,,,,,,,,,,,,BB_39,6,,,,,,,,,,,,,,,,
1,39,BB_39,3,,,,,,,2022-04-02,2022-04-08,,,,,,,,,BB_39,7,,,,,,,,,,,,,,,,
1,39,BB_39,4,,,,,,,2022-04-02,2022-04-08,,,,,,,2022-04-28,,BB_39,8,,,,,,2022-03-26,,,,,,,,,,
W1,40,BB_187,1,,,,,,,,,,,,,,,,,BB_187,5,,,,,,,,,,2022-04-28,,,,,,
W1,40,BB_187,2,,,,,,,,,,,,,,,,,BB_187,6,F,,,,2022-03-17,2022-03-26,,,,,,,,,,2022-03-17
W1,40,BB_187,3,F,,,,,2022-03-26,2022-04-02,,,,,,,,2022-05-04,,BB_187,7,,,,,,,,,,,,,,,,
W1,40,BB_187,4,F,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-03-26,BB_187,8,,,,,,,,,,,,,,,,
W1,40,BB_118,1,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-26,BB_118,5,,,,,,,,,,,,,,,,
W1,40,BB_118,2,,,,,,,,,,,,,,,,,BB_118,6,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-26
W1,40,BB_118,3,,,,,,,,,,,,,,,,,BB_118,7,,,,,,,,,,,,,,,,
W1,40,BB_118,4,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-04-08,BB_118,8,,,,,,,,,,,,,,,,
W1,40,BB_77,1,,,,,,,,,,,,,,,,,BB_77,5,,,,,,,,,,,,,,,,
W1,40,BB_77,2,,,,,,,,,,,,,,,,,BB_77,6,,,,,,,,,,,,,,,,
W1,40,BB_77,3,,,,,,,,,,,,,,,,,BB_77,7,F,,,,,,,,,,,2022-05-12,,,,
W1,40,BB_77,4,,,,,,,,,,,,,,,,,BB_77,8,,,,,,,,,,,,,,,,
1,41,BB_77,1,,,,,,,,,,,,,,,,,BB_77,5,,,,,,,,,,,,,,,,
1,41,BB_77,2,,,,,,,,,,,,,,,,,BB_77,6,,,,,,,,,,,,,,,,
1,41,BB_77,3,,,,,,,,,,,,,,,,,BB_77,7,,,,,,,,,,,,,,,,
1,41,BB_77,4,,,,,,,,,,,,,,,,,BB_77,8,,,,,,,,,,,,,,,,
1,41,BB_37,1,,,,,,,,2022-04-08,,,,,,,,,BB_37,5,,,,,,,,,,,,,,,,
1,41,BB_37,2,F,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-04-02,BB_37,6,,,,,,,,,,,,,,,,
1,41,BB_37,3,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,,BB_37,7,,,,,,,,,,,,,,,,
1,41,BB_37,4,,,,,,,,,,,,,,,,,BB_37,8,,,,,,,,,,,,,,,,
1,41,BB_190,1,,,,,,,,,,,,,,,,,BB_190,5,,,,,,,,,,,,,,,,
1,41,BB_190,2,F,,,,,2022-03-26,2022-04-02,2022-04-08,2022-04-22,,,,,,,2022-04-02,BB_190,6,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,
1,41,BB_190,3,,,,,,,,,,,,,,,,,BB_190,7,,,,,,,,,,,,,,,,
1,41,BB_190,4,,,,2022-03-11,,2022-03-26,,,,,,,,,,2022-03-11,BB_190,8,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,
1,42,BB_111,1,,,,,,,,,,,,,,,,,BB_111,5,,,,,,,,,,,,,,,,
1,42,BB_111,2,,,,,,,,,,,,,,,,,BB_111,6,F,,,,,2022-03-26,2022-04-02,2022-04-08,2022-04-22,,,,,,,
1,42,BB_111,3,,,,,,,,,,,,,,,,,BB_111,7,,,,,,,,,,,,,,,,
1,42,BB_111,4,,,,,,,,,,,,,,,,,BB_111,8,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,2022-04-28,2022-03-17
1,42,BB_138,1,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_138,5,,,,,,,,,,,,,,,,
1,42,BB_138,2,,,,,,,,,,,,,,,,,BB_138,6,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-11
1,42,BB_138,3,,,,,,,,,,,,,,,,,BB_138,7,,,,,,,,,,,,,,,,
1,42,BB_138,4,,,,,,,,,,,,,,,,,BB_138,8,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,
1,43,BB_35,1,,,,,,,,,,,,,,,,,BB_35,5,,,,,,,2022-04-02,,,,,,,,2022-04-28,
1,43,BB_35,2,F,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-11,BB_35,6,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,
1,43,BB_35,3,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-17,BB_35,7,,,,,,,,,,,,,,,,
1,43,BB_35,4,,,,,,,,,,,,,,,,,BB_35,8,,,,,,,,,,,,,,,,
1,43,BB_54,1,,,,,,,,,,,,,,,2022-04-28,,BB_54,5,,,,,,,,,,,,,,,,
1,43,BB_54,2,,,,,,,,,,,,,,,,,BB_54,6,F,,,,,,,2022-04-08,2022-04-22,,,,2022-05-19,,,2022-04-08
1,43,BB_54,3,,,,,,,,,,,,,,,,,BB_54,7,,,,,,,,,,,,,,,,
1,43,BB_54,4,,,,,,,,,,,,,,,,,BB_54,8,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-17
1,43,BB_87,1,,,,,,,,,,,,,,,,,BB_87,5,,,,,,,,,,,,,,,,
1,43,BB_87,2,,,,,,,,,,,,,,,,,BB_87,6,,,,2022-03-11,2022-03-17,,2022-04-02,2022-04-08,,,,,,,2022-04-28,2022-03-11
1,43,BB_87,3,,,,,,,,,,,,,,,,,BB_87,7,F,,,,,,2022-04-02,2022-04-08,2022-04-22,2022-04-28,,,,,,2022-04-22
1,43,BB_87,4,,,,,,,,,,,,,,,,,BB_87,8,,,,,,,,,,,,,,,,
1,44,BB_152,1,,,,,,,,,,,,,,,,,BB_152,5,,,,,,,,,,,,,,,,
1,44,BB_152,2,F,,,,,,2022-04-02,2022-04-08,,,,,,,,2022-04-02,BB_152,6,,,,,,,,,,,,,,,,
1,44,BB_152,3,,,,,,,,,,,,,,,,,BB_152,7,,,,,,,,,,,,,,,,
1,44,BB_152,4,,,,,,,,,,,,,,,,,BB_152,8,,,,,,,,,,,,,,,,
1,44,BB_208,1,,,,,,,,,,,,,,,,,BB_208,5,,,,,,,,,,,,,,,,
1,44,BB_208,2,,,,,,,,,,,,,,,,,BB_208,6,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-11
1,44,BB_208,3,F,,,,,2022-03-26,2022-04-02,,dead,,,,,,,2022-03-26,BB_208,7,,,,,,,2022-04-02,,,,,,,,,
1,44,BB_208,4,,,,,,,,,,,,,,,,,BB_208,8,,,,,,,,,,,,,,,,
1,44,BB_40,1,,,,,2022-03-17,,,,,,,,,,,,BB_40,5,,,,,,,,,,,,,,,,
1,44,BB_40,2,,,,,,,,,,,,,,,,,BB_40,6,,,,,,,,,,,,,,,,
1,44,BB_40,3,,,,,,,,,,,,,,,,,BB_40,7,,,,,2022-03-17,,,,,,,,,,,2022-03-17
1,44,BB_40,4,F,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,,dead,,,,,,,2022-03-11,BB_40,8,,,,,,,,,,,,,,,,
1,45,BB_43,1,,,,,,,,,,,,,,,,,BB_43,5,,,,,,,,,,,,,,,,
1,45,BB_43,2,,,,,,,,,,,,,,,,,BB_43,6,,,,,,,,,,,,,,,,
1,45,BB_43,3,,,,,,,,,,,,,,,,,BB_43,7,,,,,,,,,,,,,,,,
1,45,BB_43,4,,,,,,,,,,,,,,,,,BB_43,8,,,,,,,,,,,,,,,,
1,45,BB_74,1,,,,,,,,,,,,,,,,,BB_74,5,,,,,,,,,,,,,,,,
1,45,BB_74,2,,,,,,,,,,,,,,,,,BB_74,6,,,,,,,,,,2022-04-28,,,,,2022-04-28,
1,45,BB_74,3,,,,,,,,,,,,,,,,,BB_74,7,,,,,,,,,,,,,,,,
1,45,BB_74,4,F,,,,,,,,2022-04-22,,,,,,,,BB_74,8,,,,,,,,2022-04-08,,,,,,,,2022-04-08
1,45,BB_192,1,,,,,,,,,,,,,,,,,BB_192,5,,,,,,,,,,,,,,,,
1,45,BB_192,2,,,,,,,,,,,,,,,2022-04-28,,BB_192,6,,,,,,,,,,,,,,,,
1,45,BB_192,3,,,,,,,,,,,,,,,,,BB_192,7,,,,,,,,,,,,,,,,
1,45,BB_192,4,,,,,,,,,,,,,,,,,BB_192,8,F,,,,,,,,2022-04-22,2022-04-28,,2022-05-12,,,,2022-04-22
1,46,BB_153,1,F,,,,,,2022-04-02,2022-04-08,2022-04-22,2022-04-28,,2022-05-12,,,,2022-04-22,BB_153,5,,,,,,,,,,,,,,,,
1,46,BB_153,2,,,,,,,,,,,,,,,,,BB_153,6,,,,,,,,,,,,,,,,
1,46,BB_153,3,,,,,,,,2022-04-08,,,,,,,,,BB_153,7,,,,,,,,,,,,,,,,
1,46,BB_153,4,,,,,,,,,,,,,,,2022-04-28,,BB_153,8,,,,,,,,,,,,,,,,
1,46,BB_24,1,,,,,,,,,,,,,,,,,BB_24,5,,,,,,,,,,,,,,,,
1,46,BB_24,2,,,,,,,,,,,,,,,,,BB_24,6,,,,,,,,,,,,,,,,
1,46,BB_24,3,F,,,,,,,,,,,,,,,,BB_24,7,,,,,,,,,,,,,,,,
1,46,BB_24,4,F,,,2022-03-11,,,,,,,,,,,,2022-03-11,BB_24,8,F,,,2022-03-11,2022-03-17,,2022-04-02,,,,,,,,2022-05-04,2022-03-17
1,46,BB_127,1,,,,,,,,,,,,,,,,,BB_127,5,,,,,,,,,,,,,,,,
1,46,BB_127,2,,,,,2022-03-17,,,,,,,,,,,2022-03-17,BB_127,6,,,,,,,,,,,,,,,,
1,46,BB_127,3,,,,,,,,,,,,,,,,,BB_127,7,,,,,,,,,,,,,,,,
1,46,BB_127,4,,,,,,,,,,,,,,,,,BB_127,8,,,,,,,,,,,,,,,,
1,47,BB_30,1,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17,BB_30,5,,,,,,,,,,,,,,,,
1,47,BB_30,2,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-26,BB_30,6,,,,,,,,,,,,,,,,
1,47,BB_30,3,,,,,,,,,,,,,,,,,BB_30,7,,,,,,,,,,,,,,,,
1,47,BB_30,4,,,,,,,,,,,,,,,,,BB_30,8,,,,,,,,,,,,,,,,
1,47,BB_49,1,,,,2022-03-11,2022-03-17,,,,,,,,,,,2022-03-11,BB_49,5,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-04-08
1,47,BB_49,2,,,,,,,,,,,,,,,,,BB_49,6,,,,,2022-03-17,,,,,,,,,,,
1,47,BB_49,3,F,,,2022-03-11,2022-03-17,2022-03-26,,,,,,,,,,2022-03-26,BB_49,7,,,,,,,,,,,,,,,,
1,47,BB_49,4,,,,,,,,2022-04-08,,,,,,,,,BB_49,8,F,,,2022-03-11,2022-03-17,2022-03-26,,,,,,,,,,2022-03-11
1,47,BB_31,1,F,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-17,BB_31,5,,,,,,,,,,,,,,,,
1,47,BB_31,2,,,,,,2022-03-26,,2022-04-08,,,,,,,,,BB_31,6,,,,,2022-03-17,,,,,,,,,,,2022-03-17
1,47,BB_31,3,,,,,2022-03-17,,,,,,,,,,,,BB_31,7,,,,,,,2022-04-02,,,,,,,,2022-04-28,
1,47,BB_31,4,,,,,,,,,,,,,,,,,BB_31,8,,,,,,,,,,,,,,,,
1,48,BB_148,1,,,,,,,,,,,,,,,,,BB_148,5,,,,,,,,,,,,,,,2022-04-28,
1,48,BB_148,2,,,,,,,,,,,,,,,,,BB_148,6,,,,,,,,,,,,,,,,
1,48,BB_148,3,,,,,,,,,,,,,,,,,BB_148,7,,,,,,,,,,,,,,,,
1,48,BB_148,4,,,,,,,,,,,,,,,,,BB_148,8,,,,,,,,,,,,,,,,
1,48,BB_157,1,,,,,,2022-03-26,,,,,,,,,,,BB_157,5,,,,,,,,,,,,,,,,
1,48,BB_157,2,,,,,,,,,,,,,,,,,BB_157,6,,,,,,,,,,,,,,,,
1,48,BB_157,3,,,,,2022-03-17,2022-03-26,,,,,,,,,,,BB_157,7,F,,,,2022-03-17,,2022-04-02,2022-04-08,,,,,,,,
1,48,BB_157,4,,,,,,,,,,,,,,,,,BB_157,8,,,,,,,,,,,,,,,,
1,48,BB_205 B,1,,,,,,,,,,,,,,,,,BB_205 B,5,,,,,,,,,,,,,,,,
1,48,BB_205 B,2,,,,,,,,,,,,,,,,,BB_205 B,6,,,,,,,,,,,,,,,,
1,48,BB_205 B,3,,,,,,,,,,,,,,,,,BB_205 B,7,,,,,,,,,,,,,,,,
1,48,BB_205 B,4,,,,,,,,,,,,,,,,,BB_205 B,8,,,,,,,,,,,,,,,,
1,49,BB_181,1,,,,,,,,,,,,,,,,,BB_181,5,,,,,,,,,,,,,,,,
1,49,BB_181,2,,,,,,,,,,,,,,,,,BB_181,6,,,,,,,,,,,,,,,,
1,49,BB_181,3,,,,,,,,,,,,,,,,,BB_181,7,,,,,,,,,,,,,,,,
1,49,BB_181,4,,,,,,,,,,,,,,,,,BB_181,8,,,,,,,,,,,,,,,,
1,49,BB_88,1,,,,,,,,,,,,,,,,,BB_88,5,,,,,,,,,,,,,,,,
1,49,BB_88,2,,,,,,,,,,,,,,,,,BB_88,6,,,,,,,,,,,,,,,,
1,49,BB_88,3,,,,,,,,,,,,,,,,,BB_88,7,F,,,2022-03-11,2022-03-17,,2022-04-02,2022-04-08,2022-04-23,2022-04-28,,2022-05-12,,,,2022-03-11
1,49,BB_88,4,,,,,,,,,,,,,,,,,BB_88,8,,,,,,,,,,,,,,,,
1,49,BB_119,1,,,,,,,,,,,,,,,,,BB_119,5,,,,,,,,,,,,,,,,
1,49,BB_119,2,,,,,,,,,,,,,,,,,BB_119,6,,,,,,,,,,,,,,,,
1,49,BB_119,3,,,,,,,,,,,,,,,,,BB_119,7,,,,,,,,,,,,,,,,
1,49,BB_119,4,,,,,,,,,,,,,,,,,BB_119,8,F,,,,,,,2022-04-08,2022-04-23,,,,,,,2022-04-08
W1,50,BB_49,1,,,,,,,,,,,,,,,,,BB_49,5,F,,,,2022-03-17,,2022-04-02,2022-04-08,,,,,,,2022-04-28,2022-03-17
W1,50,BB_49,2,,,,,,,,,,,,,,,,,BB_49,6,,,,2022-03-11,2022-03-17,2022-03-26,,2022-04-08,,,,,,,,2022-03-11
W1,50,BB_49,3,F,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-04-02,BB_49,7,F,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,2022-03-11
W1,50,BB_49,4,,,,2022-03-11,2022-03-17,,,,,,,,,,,,BB_49,8,,,,,2022-03-17,2022-03-26,,2022-04-08,,,,,,,,
W1,50,BB_143,1,,,,,,,,,,,,,,,,,BB_143,5,F,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-03-26
W1,50,BB_143,2,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-04-02,BB_143,6,,,,,,,,,,,,,,,,
W1,50,BB_143,3,,,,,,,,,,,,,,,,,BB_143,7,,,,,,,,,,,,,,,,
W1,50,BB_143,4,F,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_143,8,,,,,,,2022-04-02,,,,,,,,,
W1,50,BB_161,1,,,,,,,,,,,,,,,,,BB_161,5,,,,,,,,,,,,,,,,
W1,50,BB_161,2,,,,,,,,,,,,,,,,,BB_161,6,,,,,,,,,,,,,,,,
W1,50,BB_161,3,,,,,,,,,,,,,,,,,BB_161,7,,,,,,,,,,,,,,,,
W1,50,BB_161,4,F,,,,,,,,,,,,,,,,BB_161,8,,,,,,,,,,,,,,,,
1,51,BB_80,1,,,,,,,,,,,,,,,,,BB_80,5,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17
1,51,BB_80,2,,,,,,,,,,,,,,,,,BB_80,6,,,,,,,,,,,,,,,,
1,51,BB_80,3,F,,,,,,,2022-04-08,2022-04-23,,,,,,,2022-04-08,BB_80,7,,,,,2022-03-17,,,,,,,,,,,
1,51,BB_80,4,,,,,,,,,,,,,,,,,BB_80,8,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-11
1,51,BB_140,1,,,,,,,,,,,,,,,,,BB_140,5,F,,,,,2022-03-26,,,,,,,,,,2022-03-26
1,51,BB_140,2,,,,,,,,,,,,,,,,,BB_140,6,,,,,2022-03-17,2022-03-26,,,,,,,,,,
1,51,BB_140,3,,,,,,,,2022-04-08,,,,,,,,,BB_140,7,,,,,,2022-03-26,,,,,,,,,,
1,51,BB_140,4,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17,BB_140,8,,,,,,,,,,,,,,,,
1,51,BB_158,1,,,,,,,,,,,,,,,,,BB_158,5,,,,,,,2022-04-02,,,,,,,,,2022-04-02
1,51,BB_158,2,,,,,,,,,,,,,,,,,BB_158,6,,,,,,,,,,,,,,,,
1,51,BB_158,3,,,,,,,,,,,,,,,,,BB_158,7,,,,,,,,,,,,,,,,
1,51,BB_158,4,,,,,,,,,,,,,,,,,BB_158,8,F,,,,,,,2022-04-08,2022-04-23,,,,,,,
1,52,BB_16,1,F,,,,,,2022-04-02,2022-04-08,,,,2022-05-12,,,,,BB_16,5,,,,,,,,2022-04-08,,,,,,,,
1,52,BB_16,2,,,,,,2022-03-26,,2022-04-08,,,,,,,,,BB_16,6,,,,,,,,,,,,,,,,
1,52,BB_16,3,,,,,,,,,,,,,,,,,BB_16,7,,,,,,,2022-04-02,,,,,,,,,
1,52,BB_16,4,,,,,,2022-03-26,2022-04-02,,,,,,,,,,BB_16,8,,,,,,,,,,,,,,,,
1,52,BB_216,1,,,,,,,,,,,,,,,,,BB_216,5,,,,,,,,,,,,,,,,
1,52,BB_216,2,,,,,,,,,,,,,,,,,BB_216,6,F,,,,,2022-03-26,2022-04-02,2022-04-08,2022-04-23,,,,,,,2022-03-26
1,52,BB_216,3,,,,,,,,,,,,,,,,,BB_216,7,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,
1,52,BB_216,4,,,,,,,,,,,,,,,,,BB_216,8,,,,,,,,,,,,,,,,
1,52,BB_51,1,F,,,,,,,,2022-04-23,,,,,,,2022-04-23,BB_51,5,,,,2022-03-11,2022-03-17,,2022-04-02,2022-04-08,,,,,,,,
1,52,BB_51,2,F,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-03-26,BB_51,6,F,,,,,2022-03-26,2022-04-02,2022-04-08,2022-04-23,,,,,,,2022-03-26
1,52,BB_51,3,,,,2022-03-11,2022-03-17,2022-03-26,,,,,,,,,,2022-03-11,BB_51,7,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-11
1,52,BB_51,4,,,,,,,,,,,,,,,,,BB_51,8,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-11
1,53,BB_78,1,,,,,,2022-03-26,,,,,,,2022-05-19,,,,BB_78,5,,,,,,,,,,,,,,,,
1,53,BB_78,2,,,,,2022-03-17,,2022-04-02,,,,,,,,,2022-03-17,BB_78,6,,,,,,,2022-04-02,2022-04-08,,,,,,,,
1,53,BB_78,3,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_78,7,F,,,,,2022-03-26,2022-04-02,2022-04-08,2022-04-23,2022-04-28,,,,,,2022-03-26
1,53,BB_78,4,,,,,,,2022-04-02,2022-04-08,,,,,,,2022-04-28,,BB_78,8,,,,,,,,,,,,,,,,
1,53,BB_56,1,,,,,,,,,,,,,,,,,BB_56,5,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17
1,53,BB_56,2,,,,,,,,2022-04-08,,,,,,,,,BB_56,6,,,,,,,,,,,,,,,,
1,53,BB_56,3,,,,,,,,,,,,,,,,,BB_56,7,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,
1,53,BB_56,4,F,,,,,2022-03-26,2022-04-02,,dead 4/23,,,,,,,2022-03-26,BB_56,8,,,,,,,,,,,,,,,,
1,53,BB_118,1,,,,,,,,,,,,,,,,,BB_118,5,F,,,,,,,2022-04-08,,,,,,,2022-05-04,2022-04-08
1,53,BB_118,2,,,,,,2022-03-26,,,,,,,,,,,BB_118,6,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,
