"Any count-specific notes should be left as COMMENTS or detailed thoroughly in the NOTES column at the end. Be sure to double-check the row, collection date, and fruit/seed type as you're entering data",,,,,,,TOTAL COUNTS (To be summed after all data entered),,,,,Derived,,Collection Date: 2023-05-04,,,,Collection Date: 2023-05-16,,,,Collection Date: 2023-06-01,,,,Collection Date: 2023-06-14,,,,Collection Date: 2023-NA,,,,
Sequence,Transect,Seg,Gen,Sym,Recipient,Fit_plant,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,avg_seeds_per_fruit,est_fecundity,N_CLOSED_fruit_D1,N_OPEN_fruit_D1,N_FILLED_seeds_D1,N_total_seeds_D1,N_closed_fruit_D2,N_open_fruit_D2,N_FILLED_seeds_D2,N_total_seeds_D2,N_closed_fruit_D3,N_open_fruit_D3,N_FILLED_seeds_D3,N_total_seeds_D3,N_closed_fruit_D4,N_open_fruit_D4,N_FILLED_seeds_D4,N_total_seeds_D4,N_closed_fruit_D5,N_open_fruit_D5,N_FILLED_seeds_D5,N_total_seeds_D5,notes
215,5,35R,G2,X,HR_109,5,3,5,7,7,8,2.333333333,18.66666667,3,,7,7,,5,,,,,,,,,,,,,,,
216,5,36L,G2,X,HR_032,4,1,0,4,4,1,4,4,1,,4,4,,,,,,,,,,,,,,,,,
216,5,36R,G2,X,HR_150,1,0,4,0,0,4,#DIV/0!,#DIV/0!,,,,,,,,,,4,,,,,,,,,,,
217,5,37L,G2,X,HR_018,3,2,0,0,0,2,0,0,2,,0,0,,,,,,,,,,,,,,,,,
217,5,37R,G1,-,HR_051,4,4,2,16,18,6,4,24,3,1,14,15,1,1,2,3,,,,,,,,,,,,,
218,5,38L,G1,-,HR_108,3,4,1,1,4,5,0.25,1.25,3,,1,2,1,1,0,2,,,,,,,,,,,,,
218,5,38R,G2,X,HR_193,3,2,1,0,4,3,0,0,2,1,0,4,,,,,,,,,,,,,,,,,
219,5,39L,G1,-,HR_080,3,4,2,2,3,6,0.5,3,,,,,4,2,2,3,,,,,,,,,,,,,envelope says 5/17/23
219,5,39R,G2,X,HR_001,5,1,0,0,2,1,0,0,1,,0,2,,,,,,,,,,,,,,,,,
220,5,40L,G2,X,HR_173,4,7,0,14,20,7,2,14,4,,8,13,3,,6,7,,,,,,,,,,,,,
220,5,40R,G1,-,HR_134,3,21,5,50,74,26,2.380952381,61.9047619,6,1,20,31,15,2,30,43,,2,,,,,,,,,,,
221,5,41L,G2,X,HR_131,5,3,0,10,10,3,3.333333333,10,2,,9,9,1,,1,1,,,,,,,,,,,,,
221,5,41R,G2,X,HR_028,1,7,1,4,8,8,0.5714285714,4.571428571,3,,2,5,4,1,2,3,,,,,,,,,,,,,
222,5,42L,G2,X,HR_051,5,1,1,4,5,2,4,8,1,1,4,5,,,,,,,,,,,,,,,,,
222,5,42R,G2,X,HR_038,3,8,5,18,28,13,2.25,29.25,8,,18,28,,5,,,,,,,,,,,,,,,
223,5,43L,G1,-,HR_119,3,2,1,8,9,3,4,12,2,,8,9,,1,,,,,,,,,,,,,,,
223,5,43R,G1,-,HR_123,3,3,8,11,12,11,3.666666667,40.33333333,3,,11,12,,8,,,,,,,,,,,,,,,
224,5,44L,G2,X,HR_135,5,9,2,33,38,11,3.666666667,40.33333333,7,,29,33,2,2,4,5,,,,,,,,,,,,,
224,5,44R,G1,-,HR_083,1,22,5,115,149,27,5.227272727,141.1363636,13,,105,121,9,3,10,28,,2,,,,,,,,,,,
225,5,45L,G2,X,HR_103,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
225,5,45R,G1,-,HR_161,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
226,6,1L,G2,X,HR_177,4,12,4,21,28,16,1.75,28,6,1,9,16,6,3,12,12,,,,,,,,,,,,,
226,6,1R,G1,-,HR_015,4,2,4,1,1,6,0.5,3,2,1,1,1,,3,,,,,,,,,,,,,,,
227,6,2L,G2,X,HR_123,5,7,3,7,22,10,1,10,4,3,5,15,3,,2,7,,,,,,,,,,,,,
227,6,2R,G1,-,HR_062,4,9,7,16,21,16,1.777777778,28.44444444,4,1,7,8,5,6,9,13,,,,,,,,,,,,,
228,6,3L,G2,X,HR_129,5,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
228,6,3R,G1,-,HR_056,3,6,2,13,14,8,2.166666667,17.33333333,2,,7,8,4,2,6,6,,,,,,,,,,,,,
229,6,4L,G1,-,HR_121,5,5,6,19,20,11,3.8,41.8,3,1,17,18,2,5,2,2,,,,,,,,,,,,,
229,6,4R,G2,X,HR_080,1,0,5,0,0,5,#DIV/0!,#DIV/0!,,,,,,5,,,,,,,,,,,,,,,
230,6,5L,G1,-,HR_049,4,1,0,3,5,1,3,3,1,,3,5,,,,,,,,,,,,,,,,,
230,6,5R,G2,X,HR_017,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
231,6,6L,G1,-,HR_119,4,6,1,17,25,7,2.833333333,19.83333333,6,,17,25,,1,,,,,,,,,,,,,,,
231,6,6R,G1,-,HR_051,4,15,6,27,43,21,1.8,37.8,5,3,10,19,10,3,17,24,,,,,,,,,,,,,
232,6,7L,G2,X,HR_087,5,4,3,3,5,7,0.75,5.25,2,,2,3,2,2,1,2,,1,,,,,,,,,,,
232,6,7R,G1,-,HR_107,1,16,8,61,78,24,3.8125,91.5,6,3,26,39,10,4,35,39,,1,,,,,,,,,,,
233,6,8L,G1,-,HR_026,5,1,0,0,2,1,0,0,1,,0,2,,,,,,,,,,,,,,,,,
233,6,8R,G2,X,HR_034,1,2,0,3,5,2,1.5,3,2,,3,5,,,,,,,,,,,,,,,,,
234,6,9L,G1,-,HR_061,5,1,0,0,3,1,0,0,1,,0,3,,,,,,,,,,,,,,,,,
234,6,9R,G1,-,HR_142,1,1,2,6,7,3,6,18,1,2,6,7,,,,,,,,,,,,,,,,,
235,6,10L,G2,X,HR_152,1,2,1,7,7,3,3.5,10.5,2,1,7,7,,,,,,,,,,,,,,,,,
235,6,10R,G1,-,HR_110,1,5,1,32,35,6,6.4,38.4,3,1,25,26,2,,7,9,,,,,,,,,,,,,
236,6,11L,G2,X,HR_041,4,1,1,0,1,2,0,0,1,,0,1,,1,,,,,,,,,,,,,,,
236,6,11R,G1,-,HR_182,3,2,0,5,5,2,2.5,5,2,,5,5,,,,,,,,,,,,,,,,,
237,6,12L,G1,-,HR_032,1,1,0,0,2,1,0,0,1,,0,2,,,,,,,,,,,,,,,,,
237,6,12R,G2,X,HR_118,2,2,2,8,9,4,4,16,2,,8,9,,2,,,,,,,,,,,,,,,
238,6,13L,G2,X,HR_112,2,3,1,4,7,4,1.333333333,5.333333333,3,,4,7,,1,,,,,,,,,,,,,,,"(1 seed lost for 5/4, added to count)"
239,6,14L,G2,X,HR_126,4,2,1,7,8,3,3.5,10.5,2,,7,8,,1,,,,,,,,,,,,,,,
239,6,14R,G2,X,HR_027,2,1,0,2,2,1,2,2,1,,2,2,,,,,,,,,,,,,,,,,
240,6,15L,G2,X,HR_051,4,1,1,0,1,2,0,0,1,,0,1,,1,,,,,,,,,,,,,,,
240,6,15R,G2,X,HR_142,1,1,1,0,0,2,0,0,1,1,0,0,,,,,,,,,,,,,,,,,
241,6,16L,G1,-,HR_109,5,1,0,0,1,1,0,0,1,,0,1,,,,,,,,,,,,,,,,,
241,6,16R,G1,-,HR_181,2,1,4,4,6,5,4,20,1,1,4,6,,3,,,,,,,,,,,,,,,"(1 seed lost for 5/4/23, added to count)"
242,6,17L,G2,X,HR_197,3,5,1,1,17,6,0.2,1.2,3,1,1,11,2,,0,6,,,,,,,,,,,,,
242,6,17R,G2,X,HR_071,4,1,2,1,1,3,1,3,1,1,1,1,,1,,,,,,,,,,,,,,,
243,6,18L,G1,-,HR_066,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
243,6,18R,G1,-,HR_146,5,7,1,4,41,8,0.5714285714,4.571428571,6,,2,39,1,1,2,2,,,,,,,,,,,,,
244,6,19L,G2,X,HR_012,3,2,3,2,5,5,1,5,2,2,2,5,,1,,,,,,,,,,,,,,,
244,6,19R,G2,X,HR_004,4,3,0,11,17,3,3.666666667,11,3,,11,17,,,,,,,,,,,,,,,,,
245,6,20L,G1,-,HR_016,2,6,0,14,17,6,2.333333333,14,3,,7,9,3,,7,8,,,,,,,,,,,,,
245,6,20R,G1,-,HR_059,4,3,3,2,8,6,0.6666666667,4,3,,2,8,,3,,,,,,,,,,,,,,,
246,6,21L,G1,-,HR_201,4,1,2,1,1,3,1,3,1,,1,1,,2,,,,,,,,,,,,,,,
246,6,21R,G2,X,HR_049,3,2,0,4,6,2,2,4,2,,4,6,,,,,,,,,,,,,,,,,
247,6,22L,G1,-,HR_108,5,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,2,,,,,,,,,,,,,,,
247,6,22R,G1,-,HR_195,1,2,2,4,4,4,2,8,2,,4,4,,2,,,,,,,,,,,,,,,
248,6,23L,G1,-,HR_066,2,1,1,4,7,2,4,8,1,,4,7,,1,,,,,,,,,,,,,,,
248,6,23R,G2,X,HR_119,5,4,4,10,23,8,2.5,20,4,,10,23,,4,,,,,,,,,,,,,,,
249,6,24L,G1,-,HR_072,4,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
249,6,24R,G2,X,HR_037,2,5,1,1,5,6,0.2,1.2,4,,1,5,1,1,0,0,,,,,,,,,,,,,
250,6,25L,G2,X,HR_070,2,4,0,5,8,4,1.25,5,2,,5,5,2,,0,3,,,,,,,,,,,,,
250,6,25R,G1,-,HR_072,3,2,0,7,12,2,3.5,7,,,,,2,,7,12,,,,,,,,,,,,,
251,6,26L,G1,-,HR_015,3,3,0,3,9,3,1,3,2,,3,4,1,,0,5,,,,,,,,,,,,,
251,6,26R,G2,X,HR_178,4,1,2,2,2,3,2,6,1,1,2,2,,1,,,,,,,,,,,,,,,
252,6,27L,G2,X,HR_085,5,1,0,4,4,1,4,4,1,,4,4,,,,,,,,,,,,,,,,,
252,6,27R,G1,-,HR_190,1,1,3,5,5,4,5,20,1,,5,5,,3,,,,,,,,,,,,,,,
253,6,28L,G2,X,HR_014,1,3,5,14,14,8,4.666666667,37.33333333,3,,14,14,,5,,,,,,,,,,,,,,,
253,6,28R,G1,-,HR_129,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
254,6,29L,G2,X,HR_161,4,2,4,3,7,6,1.5,9,2,1,3,7,,3,,,,,,,,,,,,,,,
254,6,29R,G2,X,HR_040,2,1,3,3,3,4,3,12,1,1,3,3,,2,,,,,,,,,,,,,,,
255,6,30L,G2,X,HR_170,5,0,2,0,0,2,#DIV/0!,#DIV/0!,,2,,,,,,,,,,,,,,,,,,,
255,6,30R,G1,-,HR_116,3,0,3,0,0,3,#DIV/0!,#DIV/0!,,3,,,,,,,,,,,,,,,,,,,
256,6,31L,G1,-,HR_058,4,4,3,8,8,7,2,14,4,,8,8,,1,,,,2,,,,,,,,,,,
256,6,31R,G2,X,HR_183,1,1,2,4,4,3,4,12,1,,4,4,,2,,,,,,,,,,,,,,,
257,6,32L,G1,-,HR_174,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
257,6,32R,G2,X,HR_057,2,5,3,16,16,8,3.2,25.6,5,,16,16,,3,,,,,,,,,,,,,,,
258,6,33L,G2,X,HR_087,4,5,7,8,10,12,1.6,19.2,2,,8,9,3,7,0,1,,,,,,,,,,,,,
258,6,33R,G2,X,HR_196,5,3,0,8,8,3,2.666666667,8,3,,8,8,,,,,,,,,,,,,,,,,
259,6,34L,G1,-,HR_004,3,1,5,2,3,6,2,12,1,,2,3,,5,,,,,,,,,,,,,,,
259,6,34R,G2,X,HR_072,1,1,1,3,3,2,3,6,1,1,3,3,,,,,,,,,,,,,,,,,
260,6,35L,G1,-,HR_025,5,2,1,2,2,3,1,3,2,,2,2,,1,,,,,,,,,,,,,,,
260,6,35R,G1,-,HR_036,2,1,1,2,2,2,2,4,1,,2,2,,1,,,,,,,,,,,,,,,
261,6,36L,G2,X,HR_016,2,3,1,6,6,4,2,8,2,,5,5,1,1,1,1,,,,,,,,,,,,,
261,6,36R,G1,-,HR_176,5,4,0,14,15,4,3.5,14,3,,12,13,1,,2,2,,,,,,,,,,,,,
262,6,37L,G1,-,HR_148,1,2,1,2,2,3,1,3,2,,2,2,,1,,,,,,,,,,,,,,,
262,6,37R,G2,X,HR_192,4,1,0,0,0,1,0,0,1,,0,0,,,,,,,,,,,,,,,,,
263,6,38L,G1,-,HR_104,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
263,6,38R,G1,-,HR_034,5,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
264,6,39L,G2,X,HR_065,3,3,4,2,2,7,0.6666666667,4.666666667,3,3,2,2,,1,,,,,,,,,,,,,,,
264,6,39R,G1,-,HR_180,4,4,1,14,15,5,3.5,17.5,2,1,8,9,2,,6,6,,,,,,,,,,,,,
265,6,40L,G1,-,HR_137,3,2,0,6,6,2,3,6,1,,4,4,1,,2,2,,,,,,,,,,,,,
265,6,40R,G1,-,HR_197,4,2,0,2,5,2,1,2,2,,2,5,,,,,,,,,,,,,,,,,
266,6,41L,G2,X,HR_064,1,13,4,34,56,17,2.615384615,44.46153846,6,3,15,31,7,1,19,25,,,,,,,,,,,,,
266,6,41R,G2,X,HR_133,1,2,1,3,4,3,1.5,4.5,2,,3,4,,1,,,,,,,,,,,,,,,
267,6,42L,G2,X,HR_101,1,3,1,6,7,4,2,8,3,,6,7,,1,,,,,,,,,,,,,,,
267,6,42R,G2,X,HR_133,2,2,0,1,2,2,0.5,1,2,,1,2,,,,,,,,,,,,,,,,,
268,6,43L,G2,X,HR_021,1,0,2,0,0,2,#DIV/0!,#DIV/0!,,1,,,,1,,,,,,,,,,,,,,,
268,6,43R,G1,-,HR_039,1,1,2,3,3,3,3,9,1,1,3,3,,1,,,,,,,,,,,,,,,
269,6,44L,G1,-,HR_057,3,2,3,5,5,5,2.5,12.5,2,,5,5,,3,,,,,,,,,,,,,,,
269,6,44R,G2,X,HR_088,3,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,,,,,2,,,,,,,,,,,
270,6,45L,G2,X,HR_139,4,3,7,4,6,10,1.333333333,13.33333333,3,1,4,6,,4,,,,2,,,,,,,,,,,
270,6,45R,G1,-,HR_113,1,5,3,21,27,8,4.2,33.6,5,1,21,27,,2,,,,,,,,,,,,,,,
274,7,1L,G2,X,HR_067,3,2,0,2,3,2,1,2,2,,2,3,,,,,,,,,,,,,,,,,
274,7,1R,G1,-,HR_149,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
275,7,2L,G1,-,HR_009,3,14,0,45,83,14,3.214285714,45,10,,34,68,4,,11,15,,,,,,,,,,,,,
275,7,2R,G1,-,HR_026,2,2,0,1,8,2,0.5,1,1,,0,4,1,,1,4,,,,,,,,,,,,,
,7,3L,G2,X,HR_066,2,3,0,19,27,3,6.333333333,19,3,,19,27,,,,,,,,,,,,,,,,,
,7,3R,G1,-,HR_054,2,4,2,9,9,6,2.25,13.5,4,,9,9,,2,,,,,,,,,,,,,,,
,7,4L,G2,X,HR_056,5,12,1,53,62,13,4.416666667,57.41666667,11,,50,59,1,1,3,3,,,,,,,,,,,,,
,7,4R,G1,-,HR_025,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,5L,G1,-,HR_020,4,6,5,13,22,11,2.166666667,23.83333333,6,,13,22,,1,,,,4,,,,,,,,,,,
,7,5R,G2,X,HR_166,5,1,0,3,5,1,3,3,1,,3,5,,,,,,,,,,,,,,,,,
,7,6L,G2,X,HR_095,5,2,0,6,8,2,3,6,2,,6,8,,,,,,,,,,,,,,,,,
,7,6R,G2,X,HR_083,1,3,0,3,3,3,1,3,3,,3,3,,,,,,,,,,,,,,,,,
,7,7L,G2,X,HR_139,3,3,0,12,13,3,4,12,3,,12,13,,,,,,,,,,,,,,,,,
,7,7R,G1,-,HR_133,4,5,0,11,14,5,2.2,11,5,,11,14,,,,,,,,,,,,,,,,,
,7,8L,G2,X,HR_014,3,3,0,6,7,3,2,6,3,,6,7,,,,,,,,,,,,,,,,,
,7,8R,G1,-,HR_092,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,9L,G1,-,HR_095,2,17,3,71,91,20,4.176470588,83.52941176,10,,47,62,7,,24,29,,3,,,,,,,,,,,
,7,9R,G1,-,HR_011,4,10,0,43,52,10,4.3,43,10,,43,52,,,,,,,,,,,,,,,,,
,7,10L,G2,X,HR_195,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,10R,G1,-,HR_080,4,9,0,24,38,9,2.666666667,24,7,,17,24,2,,7,14,,,,,,,,,,,,,
,7,11L,G2,X,HR_073,5,4,2,21,31,6,5.25,31.5,2,,12,21,2,,9,10,,,,,,2,,,,,,,
,7,11R,G2,X,HR_072,2,1,0,2,2,1,2,2,1,,2,2,,,,,,,,,,,,,,,,,
,7,12L,G2,X,HR_135,4,4,0,9,11,4,2.25,9,4,,9,11,,,,,,,,,,,,,,,,,
,7,12R,G1,-,HR_177,2,5,0,18,29,5,3.6,18,3,,11,19,2,,7,10,,,,,,,,,,,,,
,7,13L,G1,-,HR_178,1,1,0,1,5,1,1,1,1,,1,5,,,,,,,,,,,,,,,,,
,7,13R,G1,-,HR_007,2,3,0,14,15,3,4.666666667,14,3,,14,15,,,,,,,,,,,,,,,,,
,7,14L,G1,-,HR_134,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,14R,G1,-,HR_110,5,5,1,15,28,6,3,18,5,,15,28,,1,,,,,,,,,,,,,,,
,7,15L,G2,X,HR_047,5,2,0,3,6,2,1.5,3,2,,3,6,,,,,,,,,,,,,,,,,
,7,15R,G1,-,HR_136,2,1,0,1,1,1,1,1,,,,,1,,1,1,,,,,,,,,,,,,
,7,16R,G1,-,HR_014,3,4,2,6,8,6,1.5,9,2,,2,3,2,,4,5,,2,,,,,,,,,,,
,7,17L,G1,-,HR_170,2,1,0,1,3,1,1,1,1,,1,3,,,,,,,,,,,,,,,,,
,7,18L,G2,X,HR_035,1,1,1,0,0,2,0,0,,,,,,,,,,,,,1,1,0,0,,,,,
,7,19L,G1,-,HR_039,3,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,19R,G2,X,HR_050,1,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
,7,20L,G2,X,HR_150,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,21R,G1,-,HR_127,5,4,2,3,5,6,0.75,4.5,1,,0,2,3,,3,3,,2,,,,,,,,,,,
,7,22L,G1,-,HR_184,2,1,0,0,1,1,0,0,1,,0,1,,,,,,,,,,,,,,,,,
,7,22R,G1,-,HR_148,2,1,0,1,2,1,1,1,1,,1,2,,,,,,,,,,,,,,,,,
,7,23L,G1,-,HR_033,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,23R,G1,-,HR_156,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,24L,G1,-,HR_129,2,1,0,2,3,1,2,2,,,,,1,,2,3,,,,,,,,,,,,,
,7,24R,G2,X,HR_087,5,5,0,11,15,5,2.2,11,1,,1,3,4,,10,12,,,,,,,,,,,,,
,7,25L,G2,X,HR_006,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,25R,G2,X,HR_110,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,26L,G1,-,HR_087,5,1,0,3,3,1,3,3,,,,,1,,3,3,,,,,,,,,,,,,
,7,26R,G1,-,HR_173,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,27L,G2,X,HR_131,5,2,0,0,0,2,0,0,,,,,2,,0,0,,,,,,,,,,,,,
,7,27R,G1,-,HR_083,5,7,0,3,5,7,0.4285714286,3,1,,0,1,2,,1,1,4,,2,3,,,,,,,,,
,7,28L,G2,X,HR_011,1,2,1,3,5,3,1.5,4.5,1,,0,2,1,,3,3,,1,,,,,,,,,,,
,7,28R,G2,X,HR_023,1,4,0,5,8,4,1.25,5,1,,0,3,3,,5,5,,,,,,,,,,,,,
,7,29L,G2,X,HR_113,5,2,0,0,6,2,0,0,1,,0,5,1,,0,1,,,,,,,,,,,,,
,7,29R,G1,-,HR_176,3,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,30L,G2,X,HR_161,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,30R,G2,X,HR_148,5,1,0,0,5,1,0,0,1,,0,5,,,,,,,,,,,,,,,,,
,7,31L,G1,-,HR_014,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,31R,G2,X,HR_049,2,2,1,6,10,3,3,9,2,,6,10,,1,,,,,,,,,,,,,,,
,7,32L,G1,-,HR_101,1,3,2,9,11,5,3,15,3,,9,11,,2,,,,,,,,,,,,,,,
,7,32R,G2,X,HR_184,1,2,1,1,3,3,0.5,1.5,1,,0,2,1,,1,1,,1,,,,,,,,,,,
,7,33L,G1,-,HR_113,5,10,3,0,48,13,0,0,5,,0,24,5,1,0,24,,,,,,2,,,,,,,
,7,33R,G1,-,HR_161,2,2,1,1,9,3,0.5,1.5,,,,,2,1,1,9,,,,,,,,,,,,,
,7,34L,G2,X,HR_114,1,4,0,9,11,4,2.25,9,1,,1,3,3,,8,8,,,,,,,,,,,,,
,7,34R,G1,-,HR_193,4,7,0,8,18,7,1.142857143,8,3,,0,6,4,,8,12,,,,,,,,,,,,,
,7,35L,G1,-,HR_168,1,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
,7,35R,G2,X,HR_197,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,36L,G2,X,HR_057,2,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
,7,36R,G1,-,HR_088,3,4,1,14,20,5,3.5,17.5,1,,0,4,3,,14,16,,1,,,,,,,,,,,
,7,37L,G2,X,HR_059,2,4,1,10,12,5,2.5,12.5,,,,,4,,10,12,,1,,,,,,,,,,,
,7,38L,G2,X,HR_195,2,3,2,4,7,5,1.333333333,6.666666667,3,,4,7,,2,,,,,,,,,,,,,,,
,7,38R,G2,X,HR_066,4,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
,7,39L,G1,-,HR_169,2,2,0,2,4,2,1,2,1,,0,2,1,,2,2,,,,,,,,,,,,,
,7,39R,G1,-,HR_068,2,1,1,0,4,2,0,0,1,,0,4,,1,,,,,,,,,,,,,,,
,7,40L,G2,X,HR_197,4,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
,7,40R,G1,-,HR_012,3,11,1,12,27,12,1.090909091,13.09090909,11,,12,27,,1,,,,,,,,,,,,,,,
,7,41L,G2,X,HR_007,4,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,1,,,,,,,
,7,41R,G1,-,HR_040,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,42L,G2,X,HR_018,3,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,42R,G1,-,HR_159,2,1,1,3,4,2,3,6,1,,3,4,,1,,,,,,,,,,,,,,,
,7,43L,G1,-,HR_087,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,43R,G2,X,HR_129,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,44R,G1,-,HR_053,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,7,45L,G2,X,HR_059,4,1,0,0,3,1,0,0,,,,,1,,0,3,,,,,,,,,,,,,
,7,45R,G1,-,HR_183,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,8,1L,G1,-,HR_103,5,6,0,27,33,6,4.5,27,4,,20,24,2,,7,9,,,,,,,,,,,,,
,8,1R,G2,X,HR_147,2,1,3,3,3,4,3,12,1,2,3,3,,1,,,,,,,,,,,,,,,
,8,2L,G2,X,HR_011,1,2,0,6,10,2,3,6,2,,6,10,,,,,,,,,,,,,,,,,
,8,2R,G1,-,HR_001,2,5,0,13,30,5,2.6,13,5,,13,30,,,,,,,,,,,,,,,,,
,8,3L,G1,-,HR_145,2,2,0,13,14,2,6.5,13,2,,13,14,,,,,,,,,,,,,,,,,
,8,3R,G1,-,HR_114,4,1,0,0,5,1,0,0,1,,0,5,,,,,,,,,,,,,,,,,
,8,4L,G1,-,HR_109,1,5,0,10,11,5,2,10,3,,5,6,2,,5,5,,,,,,,,,,,,,
,8,4R,G2,X,HR_155,4,7,0,25,36,7,3.571428571,25,6,,25,33,1,,0,3,,,,,,,,,,,,,
,8,5L,G1,-,HR_011,3,2,1,8,9,3,4,12,2,,8,9,,1,,,,,,,,,,,,,,,
,8,6L,G2,X,HR_014,1,3,0,4,7,3,1.333333333,4,3,,4,7,,,,,,,,,,,,,,,,,
,8,6R,G1,-,HR_073,5,6,2,14,15,8,2.333333333,18.66666667,6,,14,15,,2,,,,,,,,,,,,,,,
,8,7L,G1,-,HR_046,1,5,1,7,11,6,1.4,8.4,5,1,7,11,,,,,,,,,,,,,,,,,
,8,7R,G1,-,HR_105,4,1,3,3,5,4,3,12,1,1,3,5,,2,,,,,,,,,,,,,,,
,8,8L,G1,-,HR_113,3,11,3,53,68,14,4.818181818,67.45454545,7,,42,55,4,,11,13,,3,,,,,,,,,,,
,8,8R,G2,X,HR_046,3,2,0,2,4,2,1,2,2,,2,4,,,,,,,,,,,,,,,,,
,8,9L,G2,X,HR_176,4,3,2,1,3,5,0.3333333333,1.666666667,2,,0,2,1,,1,1,,2,,,,,,,,,,,
,8,9R,G2,X,HR_001,4,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
,8,10L,G1,-,HR_079,4,5,0,4,20,5,0.8,4,5,,4,20,,,,,,,,,,,,,,,,,
,8,10R,G1,-,HR_010,5,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,,,,,2,,,,,,,,,,,
,8,11L,G2,X,HR_158,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,8,11R,G2,X,HR_183,5,0,3,0,0,3,#DIV/0!,#DIV/0!,,,,,,3,,,,,,,,,,,,,,,
,8,12L,G2,X,HR_059,3,2,1,4,8,3,2,6,2,,4,8,,1,,,,,,,,,,,,,,,
,8,12R,G2,X,HR_078,3,1,0,1,4,1,1,1,1,,1,4,,,,,,,,,,,,,,,,,
