Sequence,Location,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
205,69,R,G1,BB_081,4,,,,,,,,,,,
205,69,R,G1,BB_081,5,,,,,,,,,,,
206,69,L,G1,BB_211,1,,,,,,,,,,,
206,69,L,G1,BB_211,2,,,,,,,,,,,
206,69,L,G1,BB_211,3,,,,,,,,,,,
206,69,L,G1,BB_211,4,,,,,,,,,,,
206,69,L,G1,BB_211,5,,,,,,,,,,,
206,69,R,G1,BB_079,1,,,,,,,,,,,
206,69,R,G1,BB_079,2,,,,,,,,,,,
206,69,R,G1,BB_079,3,,,,,,,,,,,
206,69,R,G1,BB_079,4,,,,,,,,,,,
206,69,R,G1,BB_079,5,,,,,,,,,,,
207,69,L,G1,BB_054,1,,,,,,,,,,,
207,69,L,G1,BB_054,2,,,,,,,,,,,
207,69,L,G1,BB_054,3,,,,,,,,,,,
207,69,L,G1,BB_054,4,,,,,,,,,,,
207,69,L,G1,BB_054,5,,,,,,,,,,,
207,69,R,G1,BB_120,1,,,,,,,,,,,
207,69,R,G1,BB_120,2,,,,,,,,,,,
207,69,R,G1,BB_120,3,,,,,,,,,,,
207,69,R,G1,BB_120,4,,,,,,,,,,,
207,69,R,G1,BB_120,5,,,,,,,,,,,
208,70,L,G2,BB_157,1,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,2,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,3,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,4,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,5,,,,,,,,,,,NOT PLANTED
208,70,R,G2,BB_190,1,,,,,,,,,,,
208,70,R,G2,BB_190,2,,,,,,,,,,,
208,70,R,G2,BB_190,3,,,,,,,,,,,
208,70,R,G2,BB_190,4,,,,,,,,,,,
208,70,R,G2,BB_190,5,,,,,,,,,,,
209,70,L,G1,BB_046,1,,,,,,,,,,,
209,70,L,G1,BB_046,2,,,,,,,,,,,
209,70,L,G1,BB_046,3,,,,,,,,,,,
209,70,L,G1,BB_046,4,,,,,,,,,,,
209,70,L,G1,BB_046,5,,,,,,,,,,,
209,70,R,G1,BB_063,1,,,,,,,,,,,
209,70,R,G1,BB_063,2,,,,,,,,,,,
209,70,R,G1,BB_063,3,,,,,,,,,,,
209,70,R,G1,BB_063,4,,,,,,,,,,,
209,70,R,G1,BB_063,5,,,,,,,,,,,
210,70,L,G1,BB_205,1,,,,,,,,,,,
210,70,L,G1,BB_205,2,,,,,,,,,,,
210,70,L,G1,BB_205,3,,,,,,,,,,,
210,70,L,G1,BB_205,4,,,,,,,,,,,
210,70,L,G1,BB_205,5,,,,,,,,,,,
210,70,R,G1,BB_114,1,,,,,,,,,,,
210,70,R,G1,BB_114,2,,,,,,,,,,,
210,70,R,G1,BB_114,3,,,,,,,,,,,
210,70,R,G1,BB_114,4,,,,,,,,,,,
210,70,R,G1,BB_114,5,,,,,,,,,,,
211,71,L,G1,BB_002,1,,,,,,,,,,,
211,71,L,G1,BB_002,2,,,,,,,,,,,
211,71,L,G1,BB_002,3,,,,,,,,,,,
211,71,L,G1,BB_002,4,,,,,,,,,,,
211,71,L,G1,BB_002,5,,,,,,,,,,,
211,71,R,G1,BB_171,1,,,,,,,,,,,
211,71,R,G1,BB_171,2,,,,,,,,,,,
211,71,R,G1,BB_171,3,,,,,,,,,,,
211,71,R,G1,BB_171,4,,,,,,,,,,,
211,71,R,G1,BB_171,5,,,,,,,,,,,
212,71,L,G1,BB_098,1,,,,,,,,,,,
212,71,L,G1,BB_098,2,,,,,,,,,,,
212,71,L,G1,BB_098,3,,,,,,,,,,,
212,71,L,G1,BB_098,4,,,,,,,,,,,
212,71,L,G1,BB_098,5,,,,,,,,,,,
212,71,R,G2,BB_215,1,,,,,,,,,,,
212,71,R,G2,BB_215,2,,,,,,,,,,,
212,71,R,G2,BB_215,3,,,,,,,,,,,
212,71,R,G2,BB_215,4,,,,,,,,,,,
212,71,R,G2,BB_215,5,,,,,,,,,,,
213,71,L,G1,BB_097,1,,,,,,,,,,,
213,71,L,G1,BB_097,2,,,,,,,,,,,
213,71,L,G1,BB_097,3,,,,,,,,,,,
213,71,L,G1,BB_097,4,,,,,,,,,,,
213,71,L,G1,BB_097,5,,,,,,,,,,,
213,71,R,G2,BB_089,1,,,,,,,,,,,
213,71,R,G2,BB_089,2,,,,,,,,,,,
213,71,R,G2,BB_089,3,,,,,,,,,,,
213,71,R,G2,BB_089,4,,,,,,,,,,,
213,71,R,G2,BB_089,5,,,,,,,,,,,
214,72,L,G1,BB_059,1,,,,,,,,,,,
214,72,L,G1,BB_059,2,,,,,,,,,,,
214,72,L,G1,BB_059,3,,,,,,,,,,,
214,72,L,G1,BB_059,4,,,,,,,,,,,
214,72,L,G1,BB_059,5,,,,,,,,,,,
214,72,R,G1,BB_031,1,,,,,,,,,,,
214,72,R,G1,BB_031,2,,,,,,,,,,,
214,72,R,G1,BB_031,3,,,,,,,,,,,
214,72,R,G1,BB_031,4,,,,,,,,,,,
214,72,R,G1,BB_031,5,,,,,,,,,,,
215,72,L,G2,BB_139,1,,,,,,,,,,,
215,72,L,G2,BB_139,2,,,,,,,,,,,
215,72,L,G2,BB_139,3,,,,,,,,,,,
215,72,L,G2,BB_139,4,,,,,,,,,,,
215,72,L,G2,BB_139,5,,,,,,,,,,,
215,72,R,G1,BB_193,1,,,,,,,,,,,
215,72,R,G1,BB_193,2,,,,,,,,,,,
215,72,R,G1,BB_193,3,,,,,,,,,,,
215,72,R,G1,BB_193,4,,,,,,,,,,,
215,72,R,G1,BB_193,5,,,,,,,,,,,
216,72,L,G1,BB_058,1,,,,,,,,,,,
216,72,L,G1,BB_058,2,,,,,,,,,,,
216,72,L,G1,BB_058,3,,,,,,,,,,,
216,72,L,G1,BB_058,4,,,,,,,,,,,
216,72,L,G1,BB_058,5,,,,,,,,,,,
216,72,R,G2,BB_135,1,,,,,,,,,,,
216,72,R,G2,BB_135,2,,,,,,,,,,,
216,72,R,G2,BB_135,3,,,,,,,,,,,
216,72,R,G2,BB_135,4,,,,,,,,,,,
216,72,R,G2,BB_135,5,,,,,,,,,,,
217,73,L,G1,BB_134,1,,,,,,,,,,,
217,73,L,G1,BB_134,2,,,,,,,,,,,
217,73,L,G1,BB_134,3,,,,,,,,,,,
217,73,L,G1,BB_134,4,,,,,,,,,,,
217,73,L,G1,BB_134,5,,,,,,,,,,,
217,73,R,G1,BB_183,1,,,,,,,,,,,
217,73,R,G1,BB_183,2,,,,,,,,,,,
217,73,R,G1,BB_183,3,,,,,,,,,,,
217,73,R,G1,BB_183,4,,,,,,,,,,,
217,73,R,G1,BB_183,5,,,,,,,,,,,
218,73,L,G1,BB_085,1,,,,,,,,,,,
218,73,L,G1,BB_085,2,,,,,,,,,,,
218,73,L,G1,BB_085,3,,,,,,,,,,,
218,73,L,G1,BB_085,4,,,,,,,,,,,
218,73,L,G1,BB_085,5,,,,,,,,,,,
218,73,R,G2,BB_166,1,,,,,,,,,,,
218,73,R,G2,BB_166,2,,,,,,,,,,,
218,73,R,G2,BB_166,3,,,,,,,,,,,
218,73,R,G2,BB_166,4,,,,,,,,,,,
218,73,R,G2,BB_166,5,,,,,,,,,,,
219,73,L,G2,BB_058,1,,,,,,,,,,,
219,73,L,G2,BB_058,2,,,,,,,,,,,
219,73,L,G2,BB_058,3,,,,,,,,,,,
219,73,L,G2,BB_058,4,,,,,,,,,,,
219,73,L,G2,BB_058,5,,,,,,,,,,,
219,73,R,G1,BB_102,1,,,,,,,,,,,
219,73,R,G1,BB_102,2,,,,,,,,,,,
219,73,R,G1,BB_102,3,,,,,,,,,,,
219,73,R,G1,BB_102,4,,,,,,,,,,,
219,73,R,G1,BB_102,5,,,,,,,,,,,
220,74,L,G2,BB_004,1,,,,,,,,,,,
220,74,L,G2,BB_004,2,,,,,,,,,,,
220,74,L,G2,BB_004,3,,,,,,,,,,,
220,74,L,G2,BB_004,4,,,,,,,,,,,
220,74,L,G2,BB_004,5,,,,,,,,,,,
220,74,R,G2,BB_037,1,,,,,,,,,,,
220,74,R,G2,BB_037,2,,,,,,,,,,,
220,74,R,G2,BB_037,3,,,,,,,,,,,
220,74,R,G2,BB_037,4,,,,,,,,,,,
220,74,R,G2,BB_037,5,,,,,,,,,,,
221,74,L,G2,BB_146,1,,,,,,,,,,,
221,74,L,G2,BB_146,2,,,,,,,,,,,
221,74,L,G2,BB_146,3,,,,,,,,,,,
221,74,L,G2,BB_146,4,,,,,,,,,,,
221,74,L,G2,BB_146,5,,,,,,,,,,,
221,74,R,G2,BB_121,1,,,,,,,,,,,
221,74,R,G2,BB_121,2,,,,,,,,,,,
221,74,R,G2,BB_121,3,,,,,,,,,,,
221,74,R,G2,BB_121,4,,,,,,,,,,,
221,74,R,G2,BB_121,5,,,,,,,,,,,
222,74,L,G1,BB_135,1,,,,,,,,,,,
222,74,L,G1,BB_135,2,,,,,,,,,,,
222,74,L,G1,BB_135,3,,,,,,,,,,,
222,74,L,G1,BB_135,4,,,,,,,,,,,
222,74,L,G1,BB_135,5,,,,,,,,,,,
222,74,R,G1,BB_164,1,,,,,,,,,,,
222,74,R,G1,BB_164,2,,,,,,,,,,,
222,74,R,G1,BB_164,3,,,,,,,,,,,
222,74,R,G1,BB_164,4,,,,,,,,,,,
222,74,R,G1,BB_164,5,,,,,,,,,,,
223,75,L,G2,BB_058,1,,,,,,,,,,,
223,75,L,G2,BB_058,2,,,,,,,,,,,
223,75,L,G2,BB_058,3,,,,,,,,,,,
223,75,L,G2,BB_058,4,,,,,,,,,,,
223,75,L,G2,BB_058,5,,,,,,,,,,,
223,75,R,G1,BB_070,1,,,,,,,,,,,
223,75,R,G1,BB_070,2,,,,,,,,,,,
223,75,R,G1,BB_070,3,,,,,,,,,,,
223,75,R,G1,BB_070,4,,,,,,,,,,,
223,75,R,G1,BB_070,5,,,,,,,,,,,
224,75,L,G1,BB_051,1,,,,,,,,,,,
224,75,L,G1,BB_051,2,,,,,,,,,,,
224,75,L,G1,BB_051,3,,,,,,,,,,,
224,75,L,G1,BB_051,4,,,,,,,,,,,
224,75,L,G1,BB_051,5,,,,,,,,,,,
224,75,R,G1,BB_070,1,,,,,,,,,,,
224,75,R,G1,BB_070,2,,,,,,,,,,,
224,75,R,G1,BB_070,3,,,,,,,,,,,
224,75,R,G1,BB_070,4,,,,,,,,,,,
224,75,R,G1,BB_070,5,,,,,,,,,,,
225,75,L,G1,BB_161,1,,,,,,,,,,,
225,75,L,G1,BB_161,2,,,,,,,,,,,
225,75,L,G1,BB_161,3,,,,,,,,,,,
225,75,L,G1,BB_161,4,,,,,,,,,,,
225,75,L,G1,BB_161,5,,,,,,,,,,,
225,75,R,G2,BB_056,1,,,,,,,,,,,
225,75,R,G2,BB_056,2,,,,,,,,,,,
225,75,R,G2,BB_056,3,,,,,,,,,,,
225,75,R,G2,BB_056,4,,,,,,,,,,,
225,75,R,G2,BB_056,5,,,,,,,,,,,
226,76,L,G2,BB_029,1,,,,,,,,,,,
226,76,L,G2,BB_029,2,,,,,,,,,,,
226,76,L,G2,BB_029,3,,,,,,,,,,,
226,76,L,G2,BB_029,4,,,,,,,,,,,
226,76,L,G2,BB_029,5,,,,,,,,,,,
226,76,R,G1,BB_131,1,,,,,,,,,,,
226,76,R,G1,BB_131,2,,,,,,,,,,,
226,76,R,G1,BB_131,3,,,,,,,,,,,
226,76,R,G1,BB_131,4,,,,,,,,,,,
226,76,R,G1,BB_131,5,,,,,,,,,,,
227,76,L,G2,BB_179,1,,,,,,,,,,,
227,76,L,G2,BB_179,2,,,,,,,,,,,
227,76,L,G2,BB_179,3,,,,,,,,,,,
227,76,L,G2,BB_179,4,,,,,,,,,,,
227,76,L,G2,BB_179,5,,,,,,,,,,,
227,76,R,G1,BB_153,1,,,,,,,,,,,
227,76,R,G1,BB_153,2,,,,,,,,,,,
227,76,R,G1,BB_153,3,,,,,,,,,,,
227,76,R,G1,BB_153,4,,,,,,,,,,,
227,76,R,G1,BB_153,5,,,,,,,,,,,
228,76,L,G1,BB_209,1,,,,,,,,,,,
228,76,L,G1,BB_209,2,,,,,,,,,,,
228,76,L,G1,BB_209,3,,,,,,,,,,,
228,76,L,G1,BB_209,4,,,,,,,,,,,
228,76,L,G1,BB_209,5,,,,,,,,,,,
228,76,R,G1,BB_127,1,,,,,,,,,,,
228,76,R,G1,BB_127,2,,,,,,,,,,,
228,76,R,G1,BB_127,3,,,,,,,,,,,
228,76,R,G1,BB_127,4,,,,,,,,,,,
228,76,R,G1,BB_127,5,,,,,,,,,,,
229,77,L,G2,BB_150,1,,,,,,,,,,,
229,77,L,G2,BB_150,2,,,,,,,,,,,
229,77,L,G2,BB_150,3,,,,,,,,,,,
229,77,L,G2,BB_150,4,,,,,,,,,,,
229,77,L,G2,BB_150,5,,,,,,,,,,,
229,77,R,G1,BB_116,1,,,,,,,,,,,
229,77,R,G1,BB_116,2,,,,,,,,,,,
229,77,R,G1,BB_116,3,,,,,,,,,,,
229,77,R,G1,BB_116,4,,,,,,,,,,,
229,77,R,G1,BB_116,5,,,,,,,,,,,
230,77,L,G1,BB_058,1,,,,,,,,,,,
230,77,L,G1,BB_058,2,,,,,,,,,,,
230,77,L,G1,BB_058,3,,,,,,,,,,,
230,77,L,G1,BB_058,4,,,,,,,,,,,
230,77,L,G1,BB_058,5,,,,,,,,,,,
230,77,R,G1,BB_116,1,,,,,,,,,,,
230,77,R,G1,BB_116,2,,,,,,,,,,,
230,77,R,G1,BB_116,3,,,,,,,,,,,
230,77,R,G1,BB_116,4,,,,,,,,,,,
230,77,R,G1,BB_116,5,,,,,,,,,,,
231,77,L,G2,BB_147,1,,,,,,,,,,,
231,77,L,G2,BB_147,2,,,,,,,,,,,
231,77,L,G2,BB_147,3,,,,,,,,,,,
231,77,L,G2,BB_147,4,,,,,,,,,,,
231,77,L,G2,BB_147,5,,,,,,,,,,,
231,77,R,G2,BB_193,1,,,,,,,,,,,
231,77,R,G2,BB_193,2,,,,,,,,,,,
231,77,R,G2,BB_193,3,,,,,,,,,,,
231,77,R,G2,BB_193,4,,,,,,,,,,,
231,77,R,G2,BB_193,5,,,,,,,,,,,
232,78,L,G1,BB_078,1,,,,,,,,,,,
232,78,L,G1,BB_078,2,,,,,,,,,,,
232,78,L,G1,BB_078,3,,,,,,,,,,,
232,78,L,G1,BB_078,4,,,,,,,,,,,
232,78,L,G1,BB_078,5,,,,,,,,,,,
232,78,R,G2,BB_109,1,,,,,,,,,,,
232,78,R,G2,BB_109,2,,,,,,,,,,,
232,78,R,G2,BB_109,3,,,,,,,,,,,
232,78,R,G2,BB_109,4,,,,,,,,,,,
232,78,R,G2,BB_109,5,,,,,,,,,,,
233,78,L,G2,BB_146,1,,,,,,,,,,,
233,78,L,G2,BB_146,2,,,,,,,,,,,
233,78,L,G2,BB_146,3,,,,,,,,,,,
233,78,L,G2,BB_146,4,,,,,,,,,,,
233,78,L,G2,BB_146,5,,,,,,,,,,,
233,78,R,G1,BB_135,1,,,,,,,,,,,
233,78,R,G1,BB_135,2,,,,,,,,,,,
233,78,R,G1,BB_135,3,,,,,,,,,,,
233,78,R,G1,BB_135,4,,,,,,,,,,,
233,78,R,G1,BB_135,5,,,,,,,,,,,
234,78,L,G1,BB_087,1,,,,,,,,,,,
234,78,L,G1,BB_087,2,,,,,,,,,,,
234,78,L,G1,BB_087,3,,,,,,,,,,,
234,78,L,G1,BB_087,4,,,,,,,,,,,
234,78,L,G1,BB_087,5,,,,,,,,,,,
234,78,R,G2,BB_101,1,,,,,,,,,,,
234,78,R,G2,BB_101,2,,,,,,,,,,,
234,78,R,G2,BB_101,3,,,,,,,,,,,
234,78,R,G2,BB_101,4,,,,,,,,,,,
234,78,R,G2,BB_101,5,,,,,,,,,,,
235,79,L,G1,BB_077,1,,,,,,,,,,,
235,79,L,G1,BB_077,2,,,,,,,,,,,
235,79,L,G1,BB_077,3,,,,,,,,,,,
235,79,L,G1,BB_077,4,,,,,,,,,,,
235,79,L,G1,BB_077,5,,,,,,,,,,,
235,79,R,G1,BB_131,1,,,,,,,,,,,
235,79,R,G1,BB_131,2,,,,,,,,,,,
235,79,R,G1,BB_131,3,,,,,,,,,,,
235,79,R,G1,BB_131,4,,,,,,,,,,,
235,79,R,G1,BB_131,5,,,,,,,,,,,
236,79,L,G1,BB_045,1,,,,,,,,,,,
236,79,L,G1,BB_045,2,,,,,,,,,,,
236,79,L,G1,BB_045,3,,,,,,,,,,,
236,79,L,G1,BB_045,4,,,,,,,,,,,
236,79,L,G1,BB_045,5,,,,,,,,,,,
236,79,R,G1,BB_158,1,,,,,,,,,,,
236,79,R,G1,BB_158,2,,,,,,,,,,,
236,79,R,G1,BB_158,3,,,,,,,,,,,
236,79,R,G1,BB_158,4,,,,,,,,,,,
236,79,R,G1,BB_158,5,,,,,,,,,,,
237,79,L,G1,BB_095,1,,,,,,,,,,,
237,79,L,G1,BB_095,2,,,,,,,,,,,
237,79,L,G1,BB_095,3,,,,,,,,,,,
237,79,L,G1,BB_095,4,,,,,,,,,,,
237,79,L,G1,BB_095,5,,,,,,,,,,,
237,79,R,G1,BB_186,1,,,,,,,,,,,
237,79,R,G1,BB_186,2,,,,,,,,,,,
237,79,R,G1,BB_186,3,,,,,,,,,,,
237,79,R,G1,BB_186,4,,,,,,,,,,,
237,79,R,G1,BB_186,5,,,,,,,,,,,
238,80,L,G2,BB_214,1,,,,,,,,,,,
238,80,L,G2,BB_214,2,,,,,,,,,,,
238,80,L,G2,BB_214,3,,,,,,,,,,,
238,80,L,G2,BB_214,4,,,,,,,,,,,
238,80,L,G2,BB_214,5,,,,,,,,,,,
238,80,R,G2,BB_123,1,,,,,,,,,,,
238,80,R,G2,BB_123,2,,,,,,,,,,,
238,80,R,G2,BB_123,3,,,,,,,,,,,
238,80,R,G2,BB_123,4,,,,,,,,,,,
238,80,R,G2,BB_123,5,,,,,,,,,,,
239,80,L,G1,BB_003,1,,,,,,,,,,,
239,80,L,G1,BB_003,2,,,,,,,,,,,
239,80,L,G1,BB_003,3,,,,,,,,,,,
239,80,L,G1,BB_003,4,,,,,,,,,,,
239,80,L,G1,BB_003,5,,,,,,,,,,,
239,80,R,G1,BB_204,1,,,,,,,,,,,
239,80,R,G1,BB_204,2,,,,,,,,,,,
239,80,R,G1,BB_204,3,,,,,,,,,,,
239,80,R,G1,BB_204,4,,,,,,,,,,,
239,80,R,G1,BB_204,5,,,,,,,,,,,
240,80,L,G2,BB_092,1,,,,,,,,,,,
240,80,L,G2,BB_092,2,,,,,,,,,,,
240,80,L,G2,BB_092,3,,,,,,,,,,,
240,80,L,G2,BB_092,4,,,,,,,,,,,
240,80,L,G2,BB_092,5,,,,,,,,,,,
240,80,R,G2,BB_151,1,,,,,,,,,,,
240,80,R,G2,BB_151,2,,,,,,,,,,,
240,80,R,G2,BB_151,3,,,,,,,,,,,
240,80,R,G2,BB_151,4,,,,,,,,,,,
240,80,R,G2,BB_151,5,,,,,,,,,,,
241,81,L,G2,BB_079,1,,,,,,,,,,,
241,81,L,G2,BB_079,2,,,,,,,,,,,
241,81,L,G2,BB_079,3,,,,,,,,,,,
241,81,L,G2,BB_079,4,,,,,,,,,,,
241,81,L,G2,BB_079,5,,,,,,,,,,,
241,81,R,G1,BB_170,1,,,,,,,,,,,
241,81,R,G1,BB_170,2,,,,,,,,,,,
241,81,R,G1,BB_170,3,,,,,,,,,,,
241,81,R,G1,BB_170,4,,,,,,,,,,,
241,81,R,G1,BB_170,5,,,,,,,,,,,
242,81,L,G1,BB_193,1,,,,,,,,,,,
242,81,L,G1,BB_193,2,,,,,,,,,,,
242,81,L,G1,BB_193,3,,,,,,,,,,,
242,81,L,G1,BB_193,4,,,,,,,,,,,
242,81,L,G1,BB_193,5,,,,,,,,,,,
242,81,R,G1,BB_071,1,,,,,,,,,,,
242,81,R,G1,BB_071,2,,,,,,,,,,,
242,81,R,G1,BB_071,3,,,,,,,,,,,
242,81,R,G1,BB_071,4,,,,,,,,,,,
242,81,R,G1,BB_071,5,,,,,,,,,,,
243,81,L,G1,BB_049,1,,,,,,,,,,,
243,81,L,G1,BB_049,2,,,,,,,,,,,
243,81,L,G1,BB_049,3,,,,,,,,,,,
243,81,L,G1,BB_049,4,,,,,,,,,,,
243,81,L,G1,BB_049,5,,,,,,,,,,,
243,81,R,G2,BB_053,1,,,,,,,,,,,
243,81,R,G2,BB_053,2,,,,,,,,,,,
243,81,R,G2,BB_053,3,,,,,,,,,,,
243,81,R,G2,BB_053,4,,,,,,,,,,,
243,81,R,G2,BB_053,5,,,,,,,,,,,
244,82,L,G1,BB_170,1,,,,,,,,,,,
244,82,L,G1,BB_170,2,,,,,,,,,,,
244,82,L,G1,BB_170,3,,,,,,,,,,,
244,82,L,G1,BB_170,4,,,,,,,,,,,
244,82,L,G1,BB_170,5,,,,,,,,,,,
244,82,R,G1,BB_060,1,,,,,,,,,,,
244,82,R,G1,BB_060,2,,,,,,,,,,,
244,82,R,G1,BB_060,3,,,,,,,,,,,
244,82,R,G1,BB_060,4,,,,,,,,,,,
244,82,R,G1,BB_060,5,,,,,,,,,,,
245,82,L,G1,BB_040,1,,,,,,,,,,,
245,82,L,G1,BB_040,2,,,,,,,,,,,
245,82,L,G1,BB_040,3,,,,,,,,,,,
245,82,L,G1,BB_040,4,,,,,,,,,,,
245,82,L,G1,BB_040,5,,,,,,,,,,,
245,82,R,G1,BB_053,1,,,,,,,,,,,
245,82,R,G1,BB_053,2,,,,,,,,,,,
245,82,R,G1,BB_053,3,,,,,,,,,,,
245,82,R,G1,BB_053,4,,,,,,,,,,,
245,82,R,G1,BB_053,5,,,,,,,,,,,
246,82,L,G2,BB_215,1,,,,,,,,,,,
246,82,L,G2,BB_215,2,,,,,,,,,,,
246,82,L,G2,BB_215,3,,,,,,,,,,,
246,82,L,G2,BB_215,4,,,,,,,,,,,
246,82,L,G2,BB_215,5,,,,,,,,,,,
246,82,R,G2,BB_103,1,,,,,,,,,,,
246,82,R,G2,BB_103,2,,,,,,,,,,,
246,82,R,G2,BB_103,3,,,,,,,,,,,
246,82,R,G2,BB_103,4,,,,,,,,,,,
246,82,R,G2,BB_103,5,,,,,,,,,,,
247,83,L,G1,BB_056,1,,,,,,,,,,,
247,83,L,G1,BB_056,2,,,,,,,,,,,
247,83,L,G1,BB_056,3,,,,,,,,,,,
247,83,L,G1,BB_056,4,,,,,,,,,,,
247,83,L,G1,BB_056,5,,,,,,,,,,,
247,83,R,G1,BB_104,1,,,,,,,,,,,
247,83,R,G1,BB_104,2,,,,,,,,,,,
247,83,R,G1,BB_104,3,,,,,,,,,,,
247,83,R,G1,BB_104,4,,,,,,,,,,,
247,83,R,G1,BB_104,5,,,,,,,,,,,
248,83,L,G1,BB_218,1,,,,,,,,,,,
248,83,L,G1,BB_218,2,,,,,,,,,,,
248,83,L,G1,BB_218,3,,,,,,,,,,,
248,83,L,G1,BB_218,4,,,,,,,,,,,
248,83,L,G1,BB_218,5,,,,,,,,,,,
248,83,R,G2,BB_002,1,,,,,,,,,,,
248,83,R,G2,BB_002,2,,,,,,,,,,,
248,83,R,G2,BB_002,3,,,,,,,,,,,
248,83,R,G2,BB_002,4,,,,,,,,,,,
248,83,R,G2,BB_002,5,,,,,,,,,,,
249,83,L,G1,BB_031,1,,,,,,,,,,,
249,83,L,G1,BB_031,2,,,,,,,,,,,
249,83,L,G1,BB_031,3,,,,,,,,,,,
249,83,L,G1,BB_031,4,,,,,,,,,,,
249,83,L,G1,BB_031,5,,,,,,,,,,,
249,83,R,G2,BB_089,1,,,,,,,,,,,
249,83,R,G2,BB_089,2,,,,,,,,,,,
249,83,R,G2,BB_089,3,,,,,,,,,,,
249,83,R,G2,BB_089,4,,,,,,,,,,,
249,83,R,G2,BB_089,5,,,,,,,,,,,
250,84,L,G1,BB_140,1,,,,,,,,,,,
250,84,L,G1,BB_140,2,,,,,,,,,,,
250,84,L,G1,BB_140,3,,,,,,,,,,,
250,84,L,G1,BB_140,4,,,,,,,,,,,
250,84,L,G1,BB_140,5,,,,,,,,,,,
250,84,R,G1,BB_205,1,,,,,,,,,,,
250,84,R,G1,BB_205,2,,,,,,,,,,,
250,84,R,G1,BB_205,3,,,,,,,,,,,
250,84,R,G1,BB_205,4,,,,,,,,,,,
250,84,R,G1,BB_205,5,,,,,,,,,,,
251,84,L,G2,BB_104,1,,,,,,,,,,,
251,84,L,G2,BB_104,2,,,,,,,,,,,
251,84,L,G2,BB_104,3,,,,,,,,,,,
251,84,L,G2,BB_104,4,,,,,,,,,,,
251,84,L,G2,BB_104,5,,,,,,,,,,,
251,84,R,G1,BB_179,1,,,,,,,,,,,
251,84,R,G1,BB_179,2,,,,,,,,,,,
251,84,R,G1,BB_179,3,,,,,,,,,,,
251,84,R,G1,BB_179,4,,,,,,,,,,,
251,84,R,G1,BB_179,5,,,,,,,,,,,
252,84,L,G1,BB_103,1,,,,,,,,,,,
252,84,L,G1,BB_103,2,,,,,,,,,,,
252,84,L,G1,BB_103,3,,,,,,,,,,,
252,84,L,G1,BB_103,4,,,,,,,,,,,
252,84,L,G1,BB_103,5,,,,,,,,,,,
252,84,R,G1,BB_069,1,,,,,,,,,,,
252,84,R,G1,BB_069,2,,,,,,,,,,,
252,84,R,G1,BB_069,3,,,,,,,,,,,
252,84,R,G1,BB_069,4,,,,,,,,,,,
252,84,R,G1,BB_069,5,,,,,,,,,,,
253,85,L,G1,BB_042,1,,,,,,,,,,,
253,85,L,G1,BB_042,2,,,,,,,,,,,
253,85,L,G1,BB_042,3,,,,,,,,,,,
253,85,L,G1,BB_042,4,,,,,,,,,,,
253,85,L,G1,BB_042,5,,,,,,,,,,,
253,85,R,G1,BB_009,1,,,,,,,,,,,
253,85,R,G1,BB_009,2,,,,,,,,,,,
253,85,R,G1,BB_009,3,,,,,,,,,,,
253,85,R,G1,BB_009,4,,,,,,,,,,,
253,85,R,G1,BB_009,5,,,,,,,,,,,
254,85,L,G2,BB_206,1,,,,,,,,,,,
254,85,L,G2,BB_206,2,,,,,,,,,,,
254,85,L,G2,BB_206,3,,,,,,,,,,,
254,85,L,G2,BB_206,4,,,,,,,,,,,
254,85,L,G2,BB_206,5,,,,,,,,,,,
254,85,R,G1,BB_072,1,,,,,,,,,,,
254,85,R,G1,BB_072,2,,,,,,,,,,,
254,85,R,G1,BB_072,3,,,,,,,,,,,
254,85,R,G1,BB_072,4,,,,,,,,,,,
254,85,R,G1,BB_072,5,,,,,,,,,,,
255,85,L,G1,BB_139,1,,,,,,,,,,,
255,85,L,G1,BB_139,2,,,,,,,,,,,
255,85,L,G1,BB_139,3,,,,,,,,,,,
255,85,L,G1,BB_139,4,,,,,,,,,,,
255,85,L,G1,BB_139,5,,,,,,,,,,,
255,85,R,G2,BB_172,1,,,,,,,,,,,
255,85,R,G2,BB_172,2,,,,,,,,,,,
255,85,R,G2,BB_172,3,,,,,,,,,,,
255,85,R,G2,BB_172,4,,,,,,,,,,,
255,85,R,G2,BB_172,5,,,,,,,,,,,
256,86,L,G1,BB_111,1,,,,,,,,,,,
256,86,L,G1,BB_111,2,,,,,,,,,,,
256,86,L,G1,BB_111,3,,,,,,,,,,,
256,86,L,G1,BB_111,4,,,,,,,,,,,
256,86,L,G1,BB_111,5,,,,,,,,,,,
256,86,R,G2,BB_059,1,,,,,,,,,,,
256,86,R,G2,BB_059,2,,,,,,,,,,,
256,86,R,G2,BB_059,3,,,,,,,,,,,
256,86,R,G2,BB_059,4,,,,,,,,,,,
256,86,R,G2,BB_059,5,,,,,,,,,,,
257,86,L,G1,BB_027,1,,,,,,,,,,,
