Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
129,4,22,L,G1,AC_005,3,,,,,,,,,5/12/2023,,,,,,
129,4,22,L,G1,AC_005,4,,,,,,,,,,,,,,,
129,4,22,L,G1,AC_005,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
129,4,22,R,G2,AC_172,1,,,,,,,,,,,,,,,
129,4,22,R,G2,AC_172,2,,,,,,,,,,,,,,,
129,4,22,R,G2,AC_172,3,,,4/28/2023,,,,,,5/12/2023,,,,,,
129,4,22,R,G2,AC_172,4,4,,4/28/2023,5/12/2023,,,,,,,,,,6/9/2023,
129,4,22,R,G2,AC_172,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
130,4,23,L,G1,AC_188,1,,,,,,,,,,,,,,,
130,4,23,L,G1,AC_188,2,,,,,,,,,,,,,,,
130,4,23,L,G1,AC_188,3,,,,,,,,,,,,,,,
130,4,23,L,G1,AC_188,4,,,,,,,,,,,,,,,
130,4,23,L,G1,AC_188,5,,,,,,,,,,,,,,,
130,4,23,R,G1,AC_120,1,,,,,,,,,,,,,,,
130,4,23,R,G1,AC_120,2,,,,,,,,,,,,,,,
130,4,23,R,G1,AC_120,3,,,4/28/2023,,,,,,,4/28/2023,,,,,
130,4,23,R,G1,AC_120,4,,,,,,,,,,,,,,,
130,4,23,R,G1,AC_120,5,5,,4/28/2023,,5/26/2023,,,,,,,1,,6/22/2023,
131,4,24,L,G1,AC_123,1,,4/14/2023,4/28/2023,5/12/2023,,,,,,,,,,,
131,4,24,L,G1,AC_123,2,,,4/28/2023,,5/26/2023,,,,,4/28/2023,,,,,
131,4,24,L,G1,AC_123,3,,,,,,,,,,,,,,,
131,4,24,L,G1,AC_123,4,4,,4/28/2023,5/12/2023,,,,,,,,,,6/9/2023,
131,4,24,L,G1,AC_123,5,,,,,,,,,,,,,,,
131,4,24,R,G1,AC_200,1,,,,,,,,,,,,,,,
131,4,24,R,G1,AC_200,2,,,,,,,,,,,,,,,
131,4,24,R,G1,AC_200,3,,,,,,,,,,,,,,,
131,4,24,R,G1,AC_200,4,,,,,,,,,,,,,,,
131,4,24,R,G1,AC_200,5,,,,,,,,,,,,,,,
132,4,25,L,G2,AC_215,1,,,,,,,,,,,,,,,
132,4,25,L,G2,AC_215,2,,,,,,,,,,,,,,,
132,4,25,L,G2,AC_215,3,,,,,,,,,,,,,,,
132,4,25,L,G2,AC_215,4,,,,,,,,,,,,,,,
132,4,25,L,G2,AC_215,5,,,,,,,,,,,,,,,
132,4,25,R,G1,AC_130,1,,,,,,,,,,,,,,,
132,4,25,R,G1,AC_130,2,,,,,,,,,,,,,,,
132,4,25,R,G1,AC_130,3,3,,,,5/26/2023,,,,,,,,,6/9/2023,
132,4,25,R,G1,AC_130,4,,,,,,,,,,,,,,,
132,4,25,R,G1,AC_130,5,,,,,,,,,,,,,,,
133,4,26,L,G1,AC_100,1,,,4/28/2023,,,,,,,,,,,,
133,4,26,L,G1,AC_100,2,,,,,,,,,,,,,,,
133,4,26,L,G1,AC_100,3,,,,,,,,,,,,,,,
133,4,26,L,G1,AC_100,4,4,,4/28/2023,,,,,,,4/28/2023,,,,6/9/2023,
133,4,26,L,G1,AC_100,5,,,,,,,,,,,,,,,
133,4,26,R,G2,AC_051,1,,,,,,,,,,,,,,,
133,4,26,R,G2,AC_051,2,2,,4/28/2023,,,,,,,,,,,6/9/2023,
133,4,26,R,G2,AC_051,3,,,,,,,,,,,,,,,
133,4,26,R,G2,AC_051,4,,,,,,,,,,,,,,,
133,4,26,R,G2,AC_051,5,,,4/28/2023,,,,,,,,,,,,
134,4,27,L,G1,AC_208,1,,,,,,,,,,,,,,,
134,4,27,L,G1,AC_208,2,,,,,,,,,,,,,,,
134,4,27,L,G1,AC_208,3,,,,,,,,,,,,,,,
134,4,27,L,G1,AC_208,4,4,,4/28/2023,,,,,,,,,,,6/9/2023,
134,4,27,L,G1,AC_208,5,,4/14/2023,4/28/2023,5/12/2023,,,,,5/12/2023,4/14/2023,,,,,
134,4,27,R,G2,AC_040,1,,,,,,,,,5/12/2023,,,,,,
134,4,27,R,G2,AC_040,2,,4/14/2023,,,,,,,,,,,,,
134,4,27,R,G2,AC_040,3,,,,,,,,,,,,,,,
134,4,27,R,G2,AC_040,4,,,,,,,,,,,,,,,
134,4,27,R,G2,AC_040,5,5,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,6/9/2023,
135,4,28,L,G1,AC_070,1,,,,,,,,,,,,,,,
135,4,28,L,G1,AC_070,2,2,,,,,,,,,,,,,6/9/2023,
135,4,28,L,G1,AC_070,3,,,,,,,,,,,,,,,
135,4,28,L,G1,AC_070,4,,,,,,,,,,,,,,,
135,4,28,L,G1,AC_070,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
135,4,28,R,G1,AC_040,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
135,4,28,R,G1,AC_040,2,,,,5/12/2023,,,,,,,,,,,
135,4,28,R,G1,AC_040,3,3,,4/28/2023,5/12/2023,,,,,,,,,,6/9/2023,
135,4,28,R,G1,AC_040,4,,,,,,,,,,,,,,,
135,4,28,R,G1,AC_040,5,,,,,,,,,,,,,,,
136,4,29,L,G1,AC_203,1,,,,,,,,,,,,,,,Only 4 seeds planted
136,4,29,L,G1,AC_203,2,,,,,,,,,,,,,,,Only 4 seeds planted
136,4,29,L,G1,AC_203,3,3,,,,,,,,,,,,,6/9/2023,Only 4 seeds planted
136,4,29,L,G1,AC_203,4,,,,,,,,,,,,,,,Only 4 seeds planted
136,4,29,L,G1,AC_203,5,,,,,,,,,,,,,,,Only 4 seeds planted
136,4,29,R,G1,AC_216,1,,,,,,,,,,,,,,,
136,4,29,R,G1,AC_216,2,,,,,,,,,,,,,,,
136,4,29,R,G1,AC_216,3,,,,,,,,,5/12/2023,,,,,,
136,4,29,R,G1,AC_216,4,,,,,,,,,,,,,,,
136,4,29,R,G1,AC_216,5,5,4/14/2023,,,,,,,,,,,,6/9/2023,
137,4,30,L,G2,AC_143,1,,,,,,,,,,,,,,,
137,4,30,L,G2,AC_143,2,,,4/28/2023,,,,,,,,,,,,
137,4,30,L,G2,AC_143,3,,,4/28/2023,,,,,,,,,,,,
137,4,30,L,G2,AC_143,4,,,,,,,,,,,,,,,
137,4,30,L,G2,AC_143,5,5,,4/28/2023,,,,,,,,,,,,No plant 6/21
137,4,30,R,G1,AC_204,1,,,,,,,,,,,,,,,
137,4,30,R,G1,AC_204,2,,,,,,,,,,,,,,,
137,4,30,R,G1,AC_204,3,,,,,,,,,,,,,,,
137,4,30,R,G1,AC_204,4,4,,4/28/2023,,,,,,,,,,,6/21/2023,
137,4,30,R,G1,AC_204,5,,4/14/2023,,,,,,,,,,,,,
138,4,31,L,G2,AC_095,1,1,,4/28/2023,,,,,,,,,,,,No plant 6/21
138,4,31,L,G2,AC_095,2,,,,,,,,,,,,,,,
138,4,31,L,G2,AC_095,3,,,,,,,,,,,,,,,
138,4,31,L,G2,AC_095,4,,,,,,,,,,,,,,,
138,4,31,L,G2,AC_095,5,,,,,,,,,,,,,,,
138,4,31,R,G2,AC_068,1,1,,,,5/26/2023,,,,,,,,,6/9/2023,
138,4,31,R,G2,AC_068,2,,,,,,,,,,,,,,,
138,4,31,R,G2,AC_068,3,,,,,,,,,,,,,,,
138,4,31,R,G2,AC_068,4,,,,,,,,,,,,,,,
138,4,31,R,G2,AC_068,5,,,,,,,,,,,,,,,
139,4,32,L,G2,AC_179,1,,,,,,,,,,,,,,,
139,4,32,L,G2,AC_179,2,,,,,,,,,,,,,,,
139,4,32,L,G2,AC_179,3,,,,,,,,,,,,,,,
139,4,32,L,G2,AC_179,4,,,,,,,,,,,,,,,
139,4,32,L,G2,AC_179,5,5,4/14/2023,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/21/2023,
139,4,32,R,G2,AC_190,1,1,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,6/9/2023,retake if possible
139,4,32,R,G2,AC_190,2,,,,,,,,,,,,,,,
139,4,32,R,G2,AC_190,3,,,,,,,,,,,,,,,
139,4,32,R,G2,AC_190,4,,,,,,,,,,,,,,,
139,4,32,R,G2,AC_190,5,,,,,,,,,,,,,,,
140,4,33,L,G2,AC_118,1,,,,,,,,,,,,,,,
140,4,33,L,G2,AC_118,2,,,,,,,,,,,,,,,
140,4,33,L,G2,AC_118,3,3,4/14/2023,4/28/2023,,,,,,,,,,,6/9/2023,male sterile
140,4,33,L,G2,AC_118,4,,,,,,,,,,,,,,,
140,4,33,L,G2,AC_118,5,,4/14/2023,4/28/2023,5/12/2023,,,,,5/12/2023,4/14/2023,,,,,
140,4,33,R,G2,AC_064,1,,,,,,,,,,,,,,,
140,4,33,R,G2,AC_064,2,,,,,,,,,,,,,,,
140,4,33,R,G2,AC_064,3,3,,4/28/2023,,,,,,,,,,,6/9/2023,
140,4,33,R,G2,AC_064,4,,,,,,,,,,,,,,,
140,4,33,R,G2,AC_064,5,,,,,5/26/2023,,,,,,,,,,
141,4,34,L,G2,AC_147,1,1,,4/28/2023,,,,,,,4/28/2023,,,,6/9/2023,
141,4,34,L,G2,AC_147,2,,,,,,,,,,,,,,,
141,4,34,L,G2,AC_147,3,,,,,,,,,,,,,,,
141,4,34,L,G2,AC_147,4,,,,,,,,,,,,,,,
141,4,34,L,G2,AC_147,5,,,,,,,,,,,,,,,
141,4,34,R,G2,AC_131,1,,,,,,,,,,,,,,,
141,4,34,R,G2,AC_131,2,,,,,,,,,,,,,,,
141,4,34,R,G2,AC_131,3,3,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,6/9/2023,
141,4,34,R,G2,AC_131,4,,,,,,,,,,,,,,,
141,4,34,R,G2,AC_131,5,,,4/28/2023,,,,,,,,,,,,
142,4,35,L,G1,AC_094,1,,,,,,,,,,,,,,,
142,4,35,L,G1,AC_094,2,,,,,,,,,,,,,,,
142,4,35,L,G1,AC_094,3,,,,,,,,,,,,,,,
142,4,35,L,G1,AC_094,4,,,,,,,,,,,,,,,
142,4,35,L,G1,AC_094,5,,,,,,,,,,,,,,,
142,4,35,R,G1,AC_062,1,,,,,,,,,,,,,,,
142,4,35,R,G1,AC_062,2,,,,,,,,,,,,,,,
142,4,35,R,G1,AC_062,3,3,,,,,,,,,,,,,,
142,4,35,R,G1,AC_062,4,,,,,,,,,,,,,,,
142,4,35,R,G1,AC_062,5,,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,6/9/2023,
143,4,36,L,G2,AC_159A,1,,,,,,,,,,,,,,,
143,4,36,L,G2,AC_159A,2,,,,,,,,,,,,,,,
143,4,36,L,G2,AC_159A,3,,,,,,,,,,,,,,,
143,4,36,L,G2,AC_159A,4,,,4/28/2023,,,,,,,,,,,,
143,4,36,L,G2,AC_159A,5,5,,4/28/2023,,,,,,,4/28/2023,,,,6/9/2023,
143,4,36,R,G2,AC_159B,1,,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,,
143,4,36,R,G2,AC_159B,2,,,4/28/2023,,,,,,,,,,,,
143,4,36,R,G2,AC_159B,3,,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,,
143,4,36,R,G2,AC_159B,4,,,4/28/2023,,,,,,,,,,,,
143,4,36,R,G2,AC_159B,5,5,,4/28/2023,,,,,,,,,,,6/9/2023,
144,5,1,L,G1,AC_109,1,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
144,5,1,L,G1,AC_109,2,2,,,5/12/2023,5/26/2023,,,,,5/12/2023,4,1,,6/22/2023,
144,5,1,L,G1,AC_109,3,,,,5/12/2023,,,,,,,,,,,
144,5,1,L,G1,AC_109,4,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
144,5,1,L,G1,AC_109,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
144,5,1,R,G1,AC_153,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,2,,,,
144,5,1,R,G1,AC_153,2,,,,5/12/2023,5/26/2023,,,,,,,,,6/22/2023,
144,5,1,R,G1,AC_153,3,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
144,5,1,R,G1,AC_153,4,,,,5/12/2023,5/26/2023,,,,,,,,,,
144,5,1,R,G1,AC_153,5,,,,5/12/2023,,,,,,,,,,,
145,5,2,L,G1,AC_200,1,,,,,,,,,5/12/2023,,,,,,
145,5,2,L,G1,AC_200,2,,,,5/12/2023,5/26/2023,,,,,,,,,,
145,5,2,L,G1,AC_200,3,,,,,,,,,,,,,,,
145,5,2,L,G1,AC_200,4,,,,5/12/2023,5/26/2023,,,,,,,,,,
145,5,2,L,G1,AC_200,5,5,,,5/12/2023,,,,,,5/12/2023,2,,,6/9/2023,
145,5,2,R,G1,AC_171,1,,,,,,,,,,,,,,,
145,5,2,R,G1,AC_171,2,2,,,5/12/2023,5/26/2023,6/9/2023,,,,5/12/2023,1,,,6/22/2023,
145,5,2,R,G1,AC_171,3,,,,,,,,,,,,,,,
145,5,2,R,G1,AC_171,4,,,,,,,,,,,,,,,
145,5,2,R,G1,AC_171,5,,,,,,,,,,,,,,,
146,5,3,L,G2,AC_128,1,,,,5/12/2023,,,,,,,,,,,
146,5,3,L,G2,AC_128,2,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,Removed as fitness plant although originally marked. 5 is the fitness plant
146,5,3,L,G2,AC_128,3,,,,,,,,,,,,,,,
146,5,3,L,G2,AC_128,4,,,,5/12/2023,,,,,5/12/2023,,,,,,
146,5,3,L,G2,AC_128,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,2,,,6/22/2023,two fitness sticks?
146,5,3,R,G2,AC_046,1,,,,5/12/2023,,,,,5/12/2023,,,,,,
146,5,3,R,G2,AC_046,2,2,,,5/12/2023,5/26/2023,,,,,5/12/2023,1,1,,6/22/2023,
146,5,3,R,G2,AC_046,3,,,,,,,,,,,,,,,
146,5,3,R,G2,AC_046,4,,,,,,,,,,,,,,,
146,5,3,R,G2,AC_046,5,,,,5/12/2023,5/26/2023,,,,,,,,,,
147,5,4,L,G1,AC_058,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
147,5,4,L,G1,AC_058,2,2,,,5/12/2023,5/26/2023,,,,5/12/2023,5/12/2023,1,,,6/22/2023,
147,5,4,L,G1,AC_058,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
147,5,4,L,G1,AC_058,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
147,5,4,L,G1,AC_058,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
147,5,4,R,G1,AC_195,1,,,,,,,,,,,,,,,
147,5,4,R,G1,AC_195,2,,,,,,,,,,,,,,,
147,5,4,R,G1,AC_195,3,,,,,,,,,,,,,,,
147,5,4,R,G1,AC_195,4,,,,,,,,,,,,,,,
147,5,4,R,G1,AC_195,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,1,,,6/9/2023,
148,5,5,L,G2,AC_208,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
148,5,5,L,G2,AC_208,2,,,,,,,,,,,,,,,
148,5,5,L,G2,AC_208,3,,,,,,,,,,,,,,,
148,5,5,L,G2,AC_208,4,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
148,5,5,L,G2,AC_208,5,5,,4/28/2023,5/12/2023,,,,,,5/12/2023,1,,,6/9/2023,
148,5,5,R,G2,AC_178,1,,,,,,,,,,,,,,,
148,5,5,R,G2,AC_178,2,,,,,,,,,,,,,,,
148,5,5,R,G2,AC_178,3,,,,,,,,,,,,,,,
148,5,5,R,G2,AC_178,4,,,,,,,,,,,,,,,
148,5,5,R,G2,AC_178,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,2,1,,6/22/2023,
149,5,6,L,G1,AC_192,1,,,,,,,,,,,,,,,
149,5,6,L,G1,AC_192,2,,,,,,,,,,,,,,,
149,5,6,L,G1,AC_192,3,,,,,,,,,,,,,,,
149,5,6,L,G1,AC_192,4,,,,,,,,,,,,,,,
149,5,6,L,G1,AC_192,5,,,,,,,,,,,,,,,
149,5,6,R,G2,AC_010,1,,,,,,,,,,,,,,,
149,5,6,R,G2,AC_010,2,,,,,,,,,,,,,,,
149,5,6,R,G2,AC_010,3,,,,5/12/2023,,,,,5/12/2023,,,,,,
149,5,6,R,G2,AC_010,4,,,,,,,,,,,,,,,
149,5,6,R,G2,AC_010,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,5/12/2023,2,,,6/22/2023,
150,5,7,L,G1,AC_068,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
150,5,7,L,G1,AC_068,2,2,,,5/12/2023,5/26/2023,,,,,,0,,,6/22/2023,
150,5,7,L,G1,AC_068,3,,,,5/12/2023,5/26/2023,,,,,,,,,,
150,5,7,L,G1,AC_068,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
150,5,7,L,G1,AC_068,5,,,,,,,,,,,,,,,
150,5,7,R,G2,AC_188,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
150,5,7,R,G2,AC_188,2,2,,,,,,,,,,,,,5/26/2023,
150,5,7,R,G2,AC_188,3,,,,5/12/2023,,,,,5/12/2023,,,,,,
150,5,7,R,G2,AC_188,4,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
150,5,7,R,G2,AC_188,5,,,,,,,,,,,,,,,
151,5,8,L,G1,AC_206,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
151,5,8,L,G1,AC_206,2,,,,,,,,,,,,,,,
151,5,8,L,G1,AC_206,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
151,5,8,L,G1,AC_206,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
151,5,8,L,G1,AC_206,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,0,,,6/9/2023,
151,5,8,R,G2,AC_032,1,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
151,5,8,R,G2,AC_032,2,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
151,5,8,R,G2,AC_032,3,,,,5/12/2023,,,,,,,,,,,
151,5,8,R,G2,AC_032,4,4,,,,,,,,,,,,,,
151,5,8,R,G2,AC_032,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
152,5,9,L,G2,AC_111,1,1,,4/28/2023,,,,,,,4/28/2023,0,,,,
152,5,9,L,G2,AC_111,2,,,,,,,,,,,,,,,
152,5,9,L,G2,AC_111,3,,,,,,,,,,,,,,,
152,5,9,L,G2,AC_111,4,,,,,,,,,,,,,,,
152,5,9,L,G2,AC_111,5,,,,,,,,,,,,,,,
152,5,9,R,G1,AC_056,1,,,,,,,,,,,,,,,
152,5,9,R,G1,AC_056,2,,,,,,,,,,,,,,,
152,5,9,R,G1,AC_056,3,,,,,,,,,,,,,,,
152,5,9,R,G1,AC_056,4,4,,4/28/2023,,,,,,,4/28/2023,0,,,6/9/2023,
152,5,9,R,G1,AC_056,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
153,5,10,L,G1,AC_217,1,,,4/28/2023,,,,,,,,,,,,
153,5,10,L,G1,AC_217,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
153,5,10,L,G1,AC_217,3,3,,4/28/2023,5/12/2023,,,,,,,0,,,5/26/2023,
153,5,10,L,G1,AC_217,4,,,,,,,,,,,,,,,
153,5,10,L,G1,AC_217,5,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
153,5,10,R,G1,AC_064,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
153,5,10,R,G1,AC_064,2,,,4/28/2023,,,,,,,,,,,,
153,5,10,R,G1,AC_064,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
153,5,10,R,G1,AC_064,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
153,5,10,R,G1,AC_064,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,1,,,6/9/2023,
154,5,11,L,G2,AC_064,1,,,,,,,,,,,,,,,
154,5,11,L,G2,AC_064,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
154,5,11,L,G2,AC_064,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,1,,,6/9/2023,
154,5,11,L,G2,AC_064,4,,,,,,,,,,,,,,,
154,5,11,L,G2,AC_064,5,,,,,,,,,,,,,,,
154,5,11,R,G1,AC_070,1,,,,,,,,,,,,,,,
154,5,11,R,G1,AC_070,2,2,,4/28/2023,5/12/2023,,,,,,,2,,,6/9/2023,
154,5,11,R,G1,AC_070,3,,,,5/12/2023,,,,,,,,,,,
154,5,11,R,G1,AC_070,4,,,,,,,,,,,,,,,
154,5,11,R,G1,AC_070,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
155,5,12,L,G2,AC_055,1,,,,,,,,,,,,,,,
155,5,12,L,G2,AC_055,2,,,,,,,,,,,,,,,
155,5,12,L,G2,AC_055,3,,,,,,,,,,,,,,,
155,5,12,L,G2,AC_055,4,,,,,,,,,,,,,,,
155,5,12,L,G2,AC_055,5,,,,,,,,,,,,,,,
155,5,12,R,G1,AC_142,1,,,,,,,,,,,,,,,
155,5,12,R,G1,AC_142,2,,,,,,,,,,,,,,,
155,5,12,R,G1,AC_142,3,3,,4/28/2023,,,,,,,4/28/2023,0,,,,
155,5,12,R,G1,AC_142,4,,,,,,,,,,,,,,,
155,5,12,R,G1,AC_142,5,,,,,,,,,,,,,,,
156,5,13,L,G2,AC_153,1,,,,,,,,,,,,,,,
156,5,13,L,G2,AC_153,2,2,,,5/12/2023,,,,,,,,,,5/26/2023,collected on 5-26 posthumusely made fitness plan
156,5,13,L,G2,AC_153,3,,,,,,,,,,,,,,,
156,5,13,L,G2,AC_153,4,,,,,,,,,,,,,,,
156,5,13,L,G2,AC_153,5,,,,,,,,,,,,,,,
156,5,13,R,G1,AC_051,1,,,,,,,,,,,,,,,
156,5,13,R,G1,AC_051,2,,,,,,,,,,,,,,,
156,5,13,R,G1,AC_051,3,,,,,,,,,,,,,,,
156,5,13,R,G1,AC_051,4,,,,,,,,,,,,,,,
156,5,13,R,G1,AC_051,5,,,,,,,,,,,,,,,
157,5,14,L,G2,AC_128,1,,,,,,,,,,,,,,,
157,5,14,L,G2,AC_128,2,2,,4/28/2023,,,,,,,,0,,,,
157,5,14,L,G2,AC_128,3,,,,,,,,,,,,,,,
157,5,14,L,G2,AC_128,4,,,,,,,,,,,,,,,
157,5,14,L,G2,AC_128,5,,,,,,,,,,,,,,,
157,5,14,R,G1,AC_040,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
157,5,14,R,G1,AC_040,2,2,,,5/12/2023,,,,,,,0,,,6/9/2023,
157,5,14,R,G1,AC_040,3,,,,,,,,,,,,,,,
157,5,14,R,G1,AC_040,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
157,5,14,R,G1,AC_040,5,,,,5/12/2023,,,,,,,,,,,
158,5,15,L,G1,AC_104,1,1,,,5/12/2023,,,,,,,0,,,5/26/2023,
158,5,15,L,G1,AC_104,2,,,4/28/2023,,,,,,,,,,,,
158,5,15,L,G1,AC_104,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
158,5,15,L,G1,AC_104,4,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
158,5,15,L,G1,AC_104,5,,,,,,,,,,,,,,,
158,5,15,R,G1,AC_005,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
158,5,15,R,G1,AC_005,2,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
158,5,15,R,G1,AC_005,3,3,,4/28/2023,,,,,,,,0,,,5/26/2023,
158,5,15,R,G1,AC_005,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
158,5,15,R,G1,AC_005,5,,,,,,,,,,,,,,,
159,5,16,L,G1,AC_030,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,1,,,6/9/2023,
159,5,16,L,G1,AC_030,2,,,,,,,,,,,,,,,
159,5,16,L,G1,AC_030,3,,,,5/12/2023,,,,,,,,,,,
159,5,16,L,G1,AC_030,4,,,,5/12/2023,,,,,5/12/2023,,,,,,
159,5,16,L,G1,AC_030,5,,,,,,,,,,,,,,,
159,5,16,R,G2,AC_048,1,,,,,,,,,,,,,,,
159,5,16,R,G2,AC_048,2,,,,,,,,,,,,,,,
159,5,16,R,G2,AC_048,3,,,,,,,,,,,,,,,
159,5,16,R,G2,AC_048,4,,,,,,,,,,,,,,,
159,5,16,R,G2,AC_048,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,2,,,6/9/2023,
160,5,17,L,G1,AC_144,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,1,,,6/9/2023,retake if possible
160,5,17,L,G1,AC_144,2,,,4/28/2023,,,,,,5/12/2023,,,,,,
160,5,17,L,G1,AC_144,3,,,4/28/2023,,,,,,,,,,,,
160,5,17,L,G1,AC_144,4,,,,,,,,,,,,,,,
160,5,17,L,G1,AC_144,5,,,4/28/2023,,,,,,,,,,,,
160,5,17,R,G1,AC_213,1,,,,,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,2,,,,,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,3,,,,,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,4,4,,,5/12/2023,,,,,,,,,,6/9/2023,Only 4 seeds planted
160,5,17,R,G1,AC_213,5,,,,,,,,,,,,,,,Only 4 seeds planted
161,5,18,L,G1,AC_115,1,,,,,,,,,,,,,,,
161,5,18,L,G1,AC_115,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
161,5,18,L,G1,AC_115,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,4,,,6/9/2023,
161,5,18,L,G1,AC_115,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
161,5,18,L,G1,AC_115,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
161,5,18,R,G2,AC_090,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
161,5,18,R,G2,AC_090,2,2,,,,,,,,,,0,,,5/26/2023,
161,5,18,R,G2,AC_090,3,,,,,,,,,,,,,,,
161,5,18,R,G2,AC_090,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
161,5,18,R,G2,AC_090,5,,,,,,,,,,,,,,,
162,5,19,L,G2,AC_109,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
162,5,19,L,G2,AC_109,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
162,5,19,L,G2,AC_109,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
162,5,19,L,G2,AC_109,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,2,,,6/9/2023,
162,5,19,L,G2,AC_109,5,,,,,,,,,,,,,,,
162,5,19,R,G1,AC_090,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
162,5,19,R,G1,AC_090,2,,,,5/12/2023,,,,,,,,,,,
162,5,19,R,G1,AC_090,3,,,,,,,,,,,,,,,
162,5,19,R,G1,AC_090,4,4,,4/28/2023,5/12/2023,,,,,,,1,,,6/9/2023,
162,5,19,R,G1,AC_090,5,,,,,,,,,,,,,,,
