Block,Location = Point,Recipient = ID,Plant,URL of JPEG of Flower,Date_Flower_Photo_Taken_yr-mo-day,Number of Anthers,Corolla area (mm^2),Maximum corolla diameter (mm),Measurement Notes,URL of JPEG of Rosette,Date_Rosette_Photo_Taken_yr-mo-day,Rosette Diameter (mm) (when available),Rosette Radius (center to tip of farthest extruding leaf),Units,Notes
2,91,BB_049,3,,,,,,,,,,,,
2,91,BB_049,4,,,,,,,,,,,,
2,91,BB_049,5,,,,,,,,,,,,
2,91,BB_049,6,,,,,,,,,,,,
2,91,BB_049,7,,,,,,,,,,,,
2,91,BB_049,8,,,,,,,,,,,,
2,91,BB_007,1,,,,,,,,,,,,
2,91,BB_007,2,https://drive.google.com/file/d/1XGBBXBbb0WCyF4DCS4GY_J-1kXhs2Toz/view?usp=sharing,2022-04-02,,38.038,7.91,REMOVE - folded ,https://drive.google.com/file/d/1XLnw6GJ9SE41y9kbIn_3FIc-X8SNMhWs/view?usp=sharing,2022-04-02,,,,
2,91,BB_007,3,,,,,,,,,,,,
2,91,BB_007,4,,,,,,,,,,,,
2,91,BB_007,5,,,,,,,,,,,,
2,91,BB_007,6,,,,,,,,,,,,
2,91,BB_007,7,,,,,,,,,,,,
2,91,BB_007,8,,,,,,,,,,,,
2,91,BB_070,1,,,,,,,,,,,,
2,91,BB_070,2,,,,,,,,,,,,
2,91,BB_070,3,,,,,,,,,,,,
2,91,BB_070,4,,,,,,,,,,,,
2,91,BB_070,5,,,,,,,,,,,,
2,91,BB_070,6,,,,,,,,,,,,
2,91,BB_070,7,,,,,,,,,,,,
2,91,BB_070,8,,,,,,,,,,,,
2,92,BB_010,1,,,,,,,,,,,,
2,92,BB_010,2,,,,,,,,,,,,
2,92,BB_010,3,,,,,,,,,,,,
2,92,BB_010,4,,,,,,,,,,,,
2,92,BB_010,5,,,,,,,,,,,,
2,92,BB_010,6,,,,,,,https://drive.google.com/file/d/1XD-Wifepwxeau4Od7-OAmntwr59HwUDO/view?usp=sharing,2022-04-01,,,,
2,92,BB_010,7,,,,,,,,,,,,
2,92,BB_010,8,,,,,,,https://drive.google.com/file/d/1tE8Avqw40Q8V-QZf-oJ47bjfRpYqwsl5/view?usp=sharing,2022-03-25,,,,
2,92,BB_117,1,,,,,,,,,,,,
2,92,BB_117,2,,,,,,,,,,,,
2,92,BB_117,3,,,,,,,,,,,,
2,92,BB_117,4,,,,,,,,,,,,
2,92,BB_117,5,,,,,,,,,,,,
2,92,BB_117,6,,,,,,,,,,,,
2,92,BB_117,7,,,,,,,,,,,,
2,92,BB_117,8,,,,,,,,,,,,
2,92,BB_160,1,,,,,,,,,,,,
2,92,BB_160,2,,,,,,,,,,,,
2,92,BB_160,3,,,,,,,,,,,,
2,92,BB_160,4,,,,,,,,,,,,
2,92,BB_160,5,,,,,,,,,,,,
2,92,BB_160,6,,,,,,,,,,,,
2,92,BB_160,7,,,,,,,,,,,,
2,92,BB_160,8,,,,,,,,,,,,
2,92,BB_080,1,,,,,,,,,,,,
2,92,BB_080,2,,,,,,,,,,,,
2,92,BB_080,3,,,,,,,,,,,,
2,92,BB_080,4,,,,,,,,,,,,
2,92,BB_080,5,,,,,,,,,,,,
2,92,BB_080,6,,,,,,,,,,,,
2,92,BB_080,7,,,,,,,,,,,,
2,92,BB_080,8,,,,,,,,,,,,
2,93,BB_132,1,,,,,,,,,,,,
2,93,BB_132,2,,,,,,,,,,,,
2,93,BB_132,3,,,,,,,,,,,,
2,93,BB_132,4,,,,,,,,,,,,
2,93,BB_132,5,,,,,,,,,,,,
2,93,BB_132,6,,,,,,,,,,,,
2,93,BB_132,7,,,,,,,,,,,,
2,93,BB_132,8,,,,,,,,,,,,
2,93,BB_138,1,,,,,,,,,,,,
2,93,BB_138,2,,,,,,,https://drive.google.com/file/d/1X2vRhXAimlSgLqErtP0hl17RreUFFICV/view?usp=sharing,2022-04-01,,,,
2,93,BB_138,3,https://drive.google.com/file/d/1WuUDHeCzofUujZsSKMuSLemzfTs7kKo0/view?usp=sharing,2022-04-02,,129.89,14.14,,https://drive.google.com/file/d/1X1ZwbGSjW1pOKECUJAnKWzCGD2sr8J3w/view?usp=sharing,2022-04-02,,,,
2,93,BB_138,4,,,,,,,,,,,,
2,93,BB_138,5,,,,,,,,,,,,
2,93,BB_138,6,,,,,,,,,,,,
2,93,BB_138,7,,,,,,,,,,,,
2,93,BB_138,8,,,,,,,,,,,,
2,93,BB_172,1,,,,,,,,,,,,
2,93,BB_172,2,,,,,,,,,,,,
2,93,BB_172,3,,,,,,,,,,,,
2,93,BB_172,4,,,,,,,,,,,,
2,93,BB_172,5,,,,,,,,,,,,
2,93,BB_172,6,,,,,,,,,,,,
2,93,BB_172,7,,,,,,,,,,,,
2,93,BB_172,8,,,,,,,,,,,,
2,93,BB_004,1,,,,,,,,,,,,
2,93,BB_004,2,,,,,,,,,,,,
2,93,BB_004,3,,,,,,,,,,,,
2,93,BB_004,4,,,,,,,,,,,,
2,93,BB_004,5,,,,,,,,,,,,
2,93,BB_004,6,,,,,,,,,,,,
2,93,BB_004,7,,,,,,,,,,,,
2,93,BB_004,8,,,,,,,,,,,,
2,94,BB_101,1,,,,,,,,,,,,
2,94,BB_101,2,,,,,,,,,,,,
2,94,BB_101,3,,,,,,,,,,,,
2,94,BB_101,4,,,,,,,,,,,,
2,94,BB_101,5,,,,,,,,,,,,
2,94,BB_101,6,,,,,,,,,,,,
2,94,BB_101,7,,,,,,,https://drive.google.com/file/d/1WVSDR994E_obqWTHmEHTHmiNqyKw-io6/view?usp=sharing,2022-04-02,,,,
2,94,BB_101,8,,,,,,,,,,,,
2,94,BB_013,1,,,,,,,,,,,,
2,94,BB_013,2,,,,,,,,,,,,
2,94,BB_013,3,,,,,,,,,,,,
2,94,BB_013,4,,,,,,,https://drive.google.com/file/d/1cAoaF8hoWfSyFmXSqo7Zky_sJaEPv5e4/view?usp=sharing,2022-03-18,,,,
2,94,BB_013,5,,,,,,,,,,,,
2,94,BB_013,6,,,,,,,,,,,,
2,94,BB_013,7,,,,,,,,,,,,
2,94,BB_013,8,,,,,,,,,,,,
2,94,BB_094,1,,,,,,,,,,,,
2,94,BB_094,2,,,,,,,,,,,,
2,94,BB_094,3,,,,,,,https://drive.google.com/file/d/1tBGfYkZVdTnvpT8Cd-nTGTe_eewYEcIk/view?usp=sharing,2022-03-25,,,,
2,94,BB_094,4,,,,,,,,,,,,
2,94,BB_094,5,https://drive.google.com/file/d/1ZcLISznlM2jkG-opdNjG3W0I-6ZVvCKF/view?usp=sharing,2022-03-18,,133.352,13.44,,https://drive.google.com/file/d/1kPHVNmDAl5gu1tw-A6-WXYS7QVqJ_V1e/view?usp=sharing,2022-03-18,,,,
2,94,BB_094,6,https://drive.google.com/file/d/1WtjgZcnMvK4frPpd1-l_kIMjD7LmhhgG/view?usp=sharing,2022-04-02,,178.795,16.49,,https://drive.google.com/file/d/1tDFj8G8g3qKqIiy8D2MVMrk4V1ZdLrL6/view?usp=sharing,2022-03-25,,,,
2,94,BB_094,7,,,,,,,,,,,,
2,94,BB_094,8,,,,,,,,,,,,
2,95,BB_201,1,,,,,,,,,,,,
2,95,BB_201,2,,,,,,,,,,,,
2,95,BB_201,3,,,,,,,,,,,,
2,95,BB_201,4,,,,,,,,,,,,
2,95,BB_201,5,,,,,,,,,,,,
2,95,BB_201,6,,2022-03-04,,,,,https://drive.google.com/file/d/1GYGHSjVU4zjGBjnai0KE-ElRVlMWl35f/view?usp=sharing,2022-03-04,,,,
2,95,BB_201,7,,,,,,,,,,,,
2,95,BB_201,8,,,,,,,,,,,,
2,95,BB_063,1,,,,,,,,,,,,
2,95,BB_063,2,,,,,,,,,,,,
2,95,BB_063,3,,,,,,,,,,,,
2,95,BB_063,4,,,,,,,,,,,,
2,95,BB_063,5,,,,,,,,,,,,
2,95,BB_063,6,,,,,,,,,,,,
2,95,BB_063,7,,,,,,,,,,,,
2,95,BB_063,8,,,,,,,,,,,,
2,95,BB_088,1,,,,,,,,,,,,
2,95,BB_088,2,,,,,,,,,,,,
2,95,BB_088,3,,,,,,,,,,,,
2,95,BB_088,4,,,,,,,,,,,,
2,95,BB_088,5,,,,,,,,,,,,
2,95,BB_088,6,,,,,,,,,,,,
2,95,BB_088,7,,,,,,,,,,,,
2,95,BB_088,8,,,,,,,,,,,,
2,96,BB_200,1,,,,,,,,,,,,
2,96,BB_200,2,,,,,,,,,,,,
2,96,BB_200,3,,,,,,,,,,,,
2,96,BB_200,4,,,,,,,,,,,,
2,96,BB_200,5,,,,,,,,,,,,
2,96,BB_200,6,,,,,,,,,,,,
2,96,BB_200,7,,,,,,,,,,,,
2,96,BB_200,8,,,,,,,,,,,,
2,96,BB_205 B,1,,,,,,,,,,,,
2,96,BB_205 B,2,,,,,,,,,,,,
2,96,BB_205 B,3,,,,,,,,,,,,
2,96,BB_205 B,4,,,,,,,,,,,,
2,96,BB_205 B,5,,,,,,,,,,,,
2,96,BB_205 B,6,,,,,,,,,,,,
2,96,BB_205 B,7,,,,,,,,,,,,
2,96,BB_205 B,8,,,,,,,,,,,,
2,96,BB_044,1,https://drive.google.com/file/d/1t1n_fE9C499cG7ktJGLSZ-FjHbHQiHh_/view?usp=sharing,2022-03-25,,213.976,16.98,,https://drive.google.com/file/d/1b0xyda863s4VQsbleLdnONKTon3KtbwD/view?usp=sharing,2022-03-18,,,,
2,96,BB_044,2,,,,,,,,,,,,
2,96,BB_044,3,https://drive.google.com/file/d/1WTl-zvJjlgCAd-eWSzve9Lvg_rh8FXi5/view?usp=sharing,2022-04-02,,388.665,24.42,,https://drive.google.com/file/d/1WOnIICe7sE0dTHdjILS7PFGlOUSWmvkY/view?usp=sharing,2022-04-02,,,,
2,96,BB_044,4,,,,,,,,,,,,
2,96,BB_044,5,,,,,,,,,,,,
2,96,BB_044,6,,,,,,,,,,,,
2,96,BB_044,7,,,,,,,,,,,,
2,96,BB_044,8,,,,,,,,,,,,
2,96,BB_098,1,,,,,,,,,,,,
2,96,BB_098,2,,,,,,,,,,,,
2,96,BB_098,3,,,,,,,,,,,,
2,96,BB_098,4,,,,,,,,,,,,
2,96,BB_098,5,,,,,,,,,,,,
2,96,BB_098,6,,,,,,,,,,,,
2,96,BB_098,7,,,,,,,,,,,,
2,96,BB_098,8,,,,,,,,,,,,
2,97,BB_190,1,,,,,,,,,,,,
2,97,BB_190,2,,,,,,,,,,,,
2,97,BB_190,3,,,,,,,,,,,,
2,97,BB_190,4,,,,,,,,,,,,
2,97,BB_190,5,,,,,,,,,,,,
2,97,BB_190,6,,,,,,,,,,,,
2,97,BB_190,7,,,,,,,,,,,,
2,97,BB_190,8,,,,,,,,,,,,
2,97,BB_060,1,https://drive.google.com/file/d/1t0bLkKUX05rGmJLDOXN5Uuu_-BPuFNSR/view?usp=sharing,2022-03-25,,304.803,21.22,,https://drive.google.com/file/d/1D8nlHe555fE0P1vDtEjWhbU9Dy4d2ul3/view?usp=sharing,2022-03-04,,,,
2,97,BB_060,2,,,,,,,,,,,,
2,97,BB_060,3,,,,,,,,,,,,
2,97,BB_060,4,,,,,,,,,,,,
2,97,BB_060,5,,,,,,,,,,,,
2,97,BB_060,6,,,,,,,,,,,,
2,97,BB_060,7,,,,,,,,,,,,
2,97,BB_060,8,,,,,,,,,,,,
2,97,BB_071,1,https://drive.google.com/file/d/1WGUYdclArc-2On40bDxMCvPJNwmsnMEb/view?usp=sharing,2022-04-02,,56.704,8.88,REMOVE - crumpled,https://drive.google.com/file/d/1WNleQ9o3BOGzkMAJNll-LSbC4hmxDT2_/view?usp=sharing,2022-04-02,,,,
2,97,BB_071,2,,,,,,,,,,,,
2,97,BB_071,3,,,,,,,,,,,,
2,97,BB_071,4,,,,,,,,,,,,
2,97,BB_071,5,,,,,,,,,,,,
2,97,BB_071,6,,,,,,,,,,,,
2,97,BB_071,7,,,,,,,,,,,,
2,97,BB_071,8,,,,,,,,,,,,
2,98,BB_110,1,,,,,,,,,,,,
2,98,BB_110,2,,,,,,,,,,,,
2,98,BB_110,3,,,,,,,,,,,,
2,98,BB_110,4,,,,,,,,,,,,
2,98,BB_110,5,https://drive.google.com/file/d/1g6o7601w7oOQcsTTLGhMDBaLJjXgHRA_/view?usp=sharing,2022-03-18,,288.573,20.97,,,,,,,
2,98,BB_110,6,,,,,,,,,,,,
2,98,BB_110,7,,,,,,,,,,,,
2,98,BB_110,8,,,,,,,,,,,,
2,98,BB_086,1,https://drive.google.com/file/d/1d4i_3I5Gc7HI39cRbtAxgiDBQFk5l-VT/view?usp=sharing,2022-03-18,,266.121,22.87,,https://drive.google.com/file/d/1oZ2dy9qubg_MdLWAY0Seb0l4MZRwIlxW/view?usp=sharing,2022-03-18,,,,
2,98,BB_086,2,,,,,,,,,,,,
2,98,BB_086,3,https://drive.google.com/file/d/1x3f2J-gluBfkcxpgft6KDODoyCwCjSUA/view?usp=sharing,2022-04-08,,140.685,13.88,,https://drive.google.com/file/d/1x3wdmENwV4m_eSVhfZ5gf4tQulqIgj7N/view?usp=sharing,2022-04-08,,,,
2,98,BB_086,4,,,,,,,,,,,,
2,98,BB_086,5,,,,,,,,,,,,
2,98,BB_086,6,,,,,,,,,,,,
2,98,BB_086,7,https://drive.google.com/file/d/1syyQwDEG_VF_c6T4U1IJuVdK6X6Hx6A4/view?usp=sharing ,2022-03-25,,330.506,21.54,,https://drive.google.com/file/d/1sj3_3WS09E31upIHGuAQpX5Zm4K6rDnY/view?usp=sharing,2022-03-25,,,,
2,98,BB_086,8,,,,,,,https://drive.google.com/file/d/1hCKkVbg_dobpdkBsFpMSPmmCsZcU3JiI/view?usp=sharing,2022-03-18,,,,
2,99,BB_192,1,,,,,,,,,,,,
2,99,BB_192,2,https://drive.google.com/file/d/1saUYz1_GhlqyFKAe7RbIcBLYJiCtyTLr/view?usp=sharing,2022-03-25,,257.727,22.3,,https://drive.google.com/file/d/1se7-4m7QeMWonCQvU-9qrOQI3sIudnDl/view?usp=sharing,2022-03-25,,,,
2,99,BB_192,3,,,,,,,,,,,,
2,99,BB_192,4,,,,,,,,,,,,
2,99,BB_192,5,,,,,,,https://drive.google.com/file/d/1wyH0ogEyZSBcivOe9hD0p_tPobdbR1Oe/view?usp=sharing,2022-04-08,,,,
2,99,BB_192,6,,,,,,,,,,,,
2,99,BB_192,7,,,,,,,,,,,,
2,99,BB_192,8,,,,,,,,,,,,
2,99,BB_205 A,1,,,,,,,,,,,,
2,99,BB_205 A,2,,,,,,,,,,,,
2,99,BB_205 A,3,,,,,,,,,,,,
2,99,BB_205 A,4,,,,,,,,,,,,
2,99,BB_205 A,5,,,,,,,,,,,,
2,99,BB_205 A,6,https://drive.google.com/file/d/1WApyzHkwx9YLgLaqVQs852cB54emyf9m/view?usp=sharing,2022-04-02,,286.699,22.25,,https://drive.google.com/file/d/1a4dSqc-CC2kP_w5KrLR2Sm4I0mr7re3p/view?usp=sharing,2022-03-18,,,,
2,99,BB_205 A,7,,,,,,,,,,,,
2,99,BB_205 A,8,,,,,,,,,,,,
2,99,BB_035,1,,,,,,,,,,,,
2,99,BB_035,2,,,,,,,,,,,,
2,99,BB_035,3,,,,,,,,,,,,
2,99,BB_035,4,,,,,,,,,,,,
2,99,BB_035,5,,2022-04-08,,,,,,,,,,
2,99,BB_035,6,,,,,,,,,,,,
2,99,BB_035,7,,,,,,,,,,,,
2,99,BB_035,8,,,,,,,,,,,,
2,99,BB_059,1,,,,,,,,,,,,
2,99,BB_059,2,,,,,,,,,,,,
2,99,BB_059,3,,,,,,,,,,,,
2,99,BB_059,4,,,,,,,,,,,,
2,99,BB_059,5,,,,,,,,,,,,
2,99,BB_059,6,,,,,,,,,,,,
2,99,BB_059,7,,,,,,,,,,,,
2,99,BB_059,8,,,,,,,,,,,,
2,101,BB_021,1,,,,,,,,,,,,
2,101,BB_021,2,,,,,,,,,,,,
2,101,BB_021,3,,,,,,,,,,,,
2,101,BB_021,4,https://drive.google.com/file/d/1ftKlNTT5bXLifPM3WgPOax1TNv5RqQy-/view?usp=sharing,2022-03-18,,260.167,19.9,,https://drive.google.com/file/d/1mMbdzJhIfjMjh-keheb7HTgCjqwMtowu/view?usp=sharing,2022-03-18,,,,
2,101,BB_021,5,,,,,,,,,,,,
2,101,BB_021,6,,,,,,,,,,,,
2,101,BB_021,7,,,,,,,,,,,,
2,101,BB_021,8,,,,,,,,,,,,
2,101,BB_074,1,,,,,,,,,,,,
2,101,BB_074,2,,,,,,,,,,,,
2,101,BB_074,3,,,,,,,,,,,,
2,101,BB_074,4,,,,,,,,,,,,
2,101,BB_074,5,,,,,,,,,,,,
2,101,BB_074,6,,,,,,,,,,,,
2,101,BB_074,7,,,,,,,,,,,,
2,101,BB_074,8,,,,,,,,,,,,
2,101,BB_097,1,,,,,,,,,,,,
2,101,BB_097,2,,,,,,,,,,,,
2,101,BB_097,3,,,,,,,,,,,,
2,101,BB_097,4,,,,,,,,,,,,
2,101,BB_097,5,,,,,,,,,,,,
2,101,BB_097,6,,,,,,,,,,,,
2,101,BB_097,7,,,,,,,,,,,,
2,101,BB_097,8,,,,,,,,,,,,
2,102,BB_183,1,,,,,,,,,,,,
2,102,BB_183,2,,,,,,,,,,,,
2,102,BB_183,3,,,,,,,,,,,,
2,102,BB_183,4,,,,,,,https://drive.google.com/file/d/1sP116tXXFpVh_bGXvSFTVMLYC1Hgym0M/view?usp=sharing,2022-03-26,,,,
2,102,BB_183,5,,,,,,,,,,,,
2,102,BB_183,6,,,,,,,,,,,,
2,102,BB_183,7,,,,,,,,,,,,
2,102,BB_183,8,,,,,,,,,,,,
2,102,BB_034,1,,,,,,,,,,,,
2,102,BB_034,2,,,,,,,,,,,,
2,102,BB_034,3,,,,,,,,,,,,
2,102,BB_034,4,,,,,,,,,,,,
2,102,BB_034,5,,,,,,,,,,,,
2,102,BB_034,6,,,,,,,,,,,,
2,102,BB_034,7,,,,,,,,,,,,
2,102,BB_034,8,,,,,,,,,,,,
2,102,BB_089,1,,,,,,,,,,,,
2,102,BB_089,2,,,,,,,,,,,,
2,102,BB_089,3,,,,,,,,,,,,
2,102,BB_089,4,,,,,,,,,,,,
2,102,BB_089,5,,,,,,,,,,,,
2,102,BB_089,6,,,,,,,,,,,,
2,102,BB_089,7,,,,,,,,,,,,
2,102,BB_089,8,,,,,,,,,,,,
2,103,BB_181,1,,,,,,,,,,,,
2,103,BB_181,2,,,,,,,https://drive.google.com/file/d/1-kw25_4NP8t35hIE4hUPpyUVKeT5VWN9/view?usp=sharing,2022-04-23,,,,
2,103,BB_181,3,,,,,,,,,,,,
2,103,BB_181,4,,,,,,,,,,,,
2,103,BB_181,5,,,,,,,,,,,,
2,103,BB_181,6,,,,,,,,,,,,
2,103,BB_181,7,,,,,,,,,,,,
2,103,BB_181,8,,,,,,,,,,,,
2,103,BB_215,1,,,,,,,,,,,,
2,103,BB_215,2,,,,,,,https://drive.google.com/file/d/1JtrclyAUqCj6h7m90pgcnQpyG8r3F-Pg/view?usp=sharing,2022-04-29,,,,
2,103,BB_215,3,,,,,,,https://drive.google.com/file/d/1eH4YaLCaZcyEphMS4dWz1x2vBgPdk5nt/view?usp=sharing,2022-03-18,,,,
2,103,BB_215,4,,,,,,,,,,,,
2,103,BB_215,5,,,,,,,https://drive.google.com/file/d/1rCjpXVRQlHx8V9R79Ck08bqf1zpjtvMg/view?usp=sharing,2022-03-18,,,,
2,103,BB_215,6,,,,,,,,,,,,
2,103,BB_215,7,,,,,,,,,,,,
2,103,BB_215,8,,,,,,,https://drive.google.com/file/d/1sCiGG0zWCadumN2l5gOpQTcDaJYcgxXk/view?usp=sharing,2022-03-26,,,,
2,103,BB_030,1,,,,,,,,,,,,
2,103,BB_030,2,,,,,,,,,,,,
2,103,BB_030,3,,,,,,,,,,,,
2,103,BB_030,4,,,,,,,,,,,,
2,103,BB_030,5,,,,,,,,,,,,
2,103,BB_030,6,,,,,,,https://drive.google.com/file/d/1-kTV0Zf5gIS-u4Ii4QNtN-AC6XLyvItS/view?usp=sharing,2022-04-23,,,,
2,103,BB_030,7,,,,,,,,,,,,
2,103,BB_030,8,,,,,,,,,,,,
2,103,BB_054,1,,,,,,,,,,,,
2,103,BB_054,2,,,,,,,,,,,,
2,103,BB_054,3,,,,,,,,,,,,
2,103,BB_054,4,https://drive.google.com/file/d/1Vk_K8VMl5v77sco63ReChA4IsG9llsMw/view?usp=sharing,2022-04-02,,600.148,31.41,,https://drive.google.com/file/d/1VeUarHpSYfU20ifnSGI-XUDFXKpqxDFZ/view?usp=sharing,2022-04-02,,,,
2,103,BB_054,5,,,,,,,,,,,,
2,103,BB_054,6,,,,,,,,,,,,
2,103,BB_054,7,https://drive.google.com/file/d/1wnZM4ZJzOXnXuBooeZBt6UPKHPazqxYq/view?usp=sharing,2022-04-08,,286.35,20.98,,https://drive.google.com/file/d/1woLpTL11qjnqnA-xOSxV8VSFcty89Fkn/view?usp=sharing,2022-04-08,,,,
2,103,BB_054,8,,,,,,,,,,,,
2,104,BB_170,1,,,,,,,https://drive.google.com/file/d/1VIk75WkqsFqzXFqOZfd7dc_RqFLA5xgX/view?usp=sharing,2022-4-2,,,,
2,104,BB_170,2,,,,,,,,,,,,
2,104,BB_170,3,https://drive.google.com/file/d/1wav-ml2WSnRCbNk7vbhG_WnFQeFwUSci/view?usp=sharing,2022-04-08,,332.953,23.11,,https://drive.google.com/file/d/1wiU6Jv1a9ev69W82-6riOc1g1ZQwZQ-F/view?usp=sharing,2022-04-08,,,,
2,104,BB_170,4,,,,,,,,,,,,
2,104,BB_170,5,,,,,,,,,,,,
2,104,BB_170,6,,,,,,,,,,,,
2,104,BB_170,7,,,,,,,,,,,,
2,104,BB_170,8,,,,,,,,,,,,
2,104,BB_046,1,,,,,,,,,,,,
2,104,BB_046,2,,,,,,,,,,,,
2,104,BB_046,3,,,,,,,,,,,,
2,104,BB_046,4,https://drive.google.com/file/d/1VeCBahhZBtoXTf_nMHbChaSAljEzhSHU/view?usp=sharing,2022-04-02,,339.55,22.752,,https://drive.google.com/file/d/1VchNbJzXHjUd3dNdErYOKAHAgw9ID3xw/view?usp=sharing,2022-04-02,,,,
2,104,BB_046,5,,,,,,,,,,,,
2,104,BB_046,6,,,,,,,,,,,,
2,104,BB_046,7,https://drive.google.com/file/d/1VX5eIN2DjdMK3nqiiLO9-QyFni-0_sM6/view?usp=sharing,2022-04-02,,455.386,27.193,,https://drive.google.com/file/d/1VV8X0AArZVtb8966-r-I5rGPRcR5SoOu/view?usp=sharing,2022-04-02,,,,
2,104,BB_046,8,,,,,,,,,,,,
2,104,BB_048,1,,,,,,,,,,,,
2,104,BB_048,2,,,,,,,,,,,,
2,104,BB_048,3,,,,,,,,,,,,
2,104,BB_048,4,https://drive.google.com/file/d/1abotLZoj8E3JHubdWkiMm9NgDOOEFnlE/view?usp=sharing,2022-04-23,,136.049,17.82,,https://drive.google.com/file/d/1adHa7EmwS-gwhTDtKFuqLi6-8Ou-SNcb/view?usp=sharing,2022-04-23,,,,
2,104,BB_048,5,,,,,,,,,,,,
2,104,BB_048,6,,,,,,,,,,,,
2,104,BB_048,7,,,,,,,,,,,,
2,104,BB_048,8,,,,,,,,,,,,
2,105,BB_123,1,,,,,,,,,,,,
2,105,BB_123,2,,,,,,,,,,,,
2,105,BB_123,3,https://drive.google.com/file/d/1VI1StDoD-wzdHSw568Ej9vGfjgiF59oU/view?usp=sharing,2022-04-02,,635.065,29.427,,https://drive.google.com/file/d/1VBNwQCFeqx7ufgXjXRJ6BGXfsdoBsQ2h/view?usp=sharing,2022-04-02,,,,
2,105,BB_123,4,,,,,,,,,,,,
2,105,BB_123,5,,,,,,,,,,,,
2,105,BB_123,6,,,,,,,,,,,,
2,105,BB_123,7,,,,,,,https://drive.google.com/file/d/1VAy8HIQFrirhxK4rd5piaSHrOJU89M_M/view?usp=sharing,2022-04-02,,,,
2,105,BB_123,8,,,,,,,https://drive.google.com/file/d/1sBuI_8bd7Aur9Eda6WDV1sGZkjub6LB_/view?usp=sharing,2022-03-26,,,,
3,106,BB_103,1,,,,,,,https://drive.google.com/file/d/1qAfH62ZVOhCWUMFpGvzhe60Z67_XZ-v7/view?usp=sharing,2022-03-18,,,,
3,106,BB_103,2,,,,,,,https://drive.google.com/file/d/1ktFLa7GzehJ4gj-PkRzG_rjg2lDC1UbJ/view?usp=sharing,2022-03-18,,,,
3,106,BB_103,3,,,,,,,,,,,,
3,106,BB_103,4,,,,,,,,,,,,
3,106,BB_103,5,https://drive.google.com/file/d/1UvqL7iUmlm5UODkS02OV7E-c2aLvglGK/view?usp=sharing,2022-04-02,,,34.51,crumpled,https://drive.google.com/file/d/1UfZVnjvXWZv9ij-y6TpRk5TZ6FhgFeU8/view?usp=sharing,2022-04-02,,,,
3,106,BB_103,6,,,,,,,,,,,,
3,106,BB_103,7,,,,,,,,,,,,
3,106,BB_103,8,,,,,,,,,,,,
3,106,BB_071,1,,,,,,,https://drive.google.com/file/d/1jj_x2JwQal4IIFsluL59J5nqpElGyens/view?usp=sharing,2022-03-18,,,,
3,106,BB_071,2,https://drive.google.com/file/d/1rxVD5YPVaXfJwA0AwxKNp88XYQ2zT83D/view?usp=sharing,2022-03-26,,201.25,20.112,REMOVE - folded,https://drive.google.com/file/d/1s5S_m1JjYMPONjPif54ytkPK6QYOMDaM/view?usp=sharing,2022-03-26,,,,
3,106,BB_071,3,https://drive.google.com/file/d/1VAcyEYR3VZUSCIIP5taCinxyBSn9MqZK/view?usp=sharing,2022-04-02,,181.245,17.699,,https://drive.google.com/file/d/1V4yOek3IuBtvUNRI64ApkrEU6HZWODeP/view?usp=sharing,2022-04-02,,,,
3,106,BB_071,4,,,,,,,,,,,,
3,106,BB_071,5,,,,,,,,,,,,
3,106,BB_071,6,,,,,,,,,,,,
3,106,BB_071,7,,,,,,,,,,,,
3,106,BB_071,8,https://drive.google.com/file/d/1V4luAg9yh4s56jM5MEZwEsYDtZ5qSmRr/view?usp=sharing,2022-04-02,,41.916,8.963,,https://drive.google.com/file/d/1V0BPZz00wCY8P7M7WWWLC4EPgenvzSZq/view?usp=sharing,2022-04-02,,,,
3,107,BB_159,1,,,,,,,,,,,,
3,107,BB_159,2,,,,,,,,,,,,
3,107,BB_159,3,,,,,,,,,,,,
3,107,BB_159,4,,,,,,,,,,,,
3,107,BB_159,5,,,,,,,,,,,,
3,107,BB_159,6,,,,,,,,,,,,
3,107,BB_159,7,,,,,,,,,,,,
3,107,BB_159,8,,,,,,,,,,,,
3,107,BB_181,1,,,,,,,,,,,,
3,107,BB_181,2,,,,,,,,,,,,
3,107,BB_181,3,,,,,,,,,,,,
3,107,BB_181,4,,,,,,,,,,,,
3,107,BB_181,5,,,,,,,,,,,,
3,107,BB_181,6,,,,,,,,,,,,
3,107,BB_181,7,,,,,,,,,,,,
3,107,BB_181,8,,,,,,,,,,,,
3,107,BB_020,1,,,,,,,,,,,,
3,107,BB_020,2,,,,,,,,,,,,
3,107,BB_020,3,,,,,,,,,,,,
3,107,BB_020,4,,,,,,,,,,,,
3,107,BB_020,5,,,,,,,,,,,,
3,107,BB_020,6,,,,,,,https://drive.google.com/file/d/1ckLJUYmtkP7BWpNXW7ebk7YMyGpYS7PS/view?usp=sharing,2022-03-18,,,,
3,107,BB_020,7,,,,,,,,,,,,
3,107,BB_020,8,,,,,,,https://drive.google.com/file/d/1beahxRl2URsj-0WItyvFQOWeAT6qkMB1/view?usp=sharing,2022-03-18,,,,
3,107,BB_072,1,,,,,,,,,,,,
3,107,BB_072,2,,,,,,,,,,,,
3,107,BB_072,3,,,,,,,,,,,,
3,107,BB_072,4,,,,,,,,,,,,
3,107,BB_072,5,,,,,,,,,,,,
3,107,BB_072,6,,,,,,,,,,,,
3,107,BB_072,7,,,,,,,,,,,,
