Transect,Sequence,Recipient,Plant_ID,URL of JPEG of Flower,Date_Flower_Photo_Taken_yr-mo-day,Corolla Diameter,Units,Corolla Area,Units,measurement notes,URL of JPEG of Rosette,Date_Rosette_Photo_Taken_yr-mo-day,(paste here),,,,,,Rosette Diameter (mm),Rosette Radius (center to tip of farthest extruding leaf),Units,Notes,,Area of smallest polygon that encloses leaf tips and rosette (mm^2)
5,887,AC_218,4,,,,,,,,,,,,,,,,,,,,,
5,888,AC_218,5,,,,,,,,,,,,,,,,,,,,,
5,888,AC_218,6,https://drive.google.com/file/d/1KIpHzog9g2O3TE_1E2Rar1kGC5PGhQKE/view?usp=sharing,2022-05-22,23.666,mm,303.034,0,,,,,,,,,,,, ,,,
5,889,AC_218,7,,,,,,,,,,,,,,,,,,,,,
5,889,AC_218,8,,,,,,,,,,,,,,,,,,,,,
5,890,AC_218,9,,,,,,,,,,,,,,,,,,,,,
5,890,AC_218,10,,,,,,,,,,,,,,,,,,,,,
5,891,AC_100,1,,,,,,,,,,,,,,,,,,,,,
5,891,AC_100,2,,,,,,,,,,,,,,,,,,,,,
5,892,AC_100,3,,,,,,,,,,,,,,,,,,,,,
5,892,AC_100,4,,,,,,,,,,,,,,,,,,,,,
5,893,AC_100,5,,,,,,,,,,,,,,,,,,,,,
5,893,AC_100,6,,,,,,,,,,,,,,,,,,,,,
5,894,AC_100,7,,,,,,,,,,,,,,,,,,,,,
5,894,AC_100,8,,,,,,,,,,,,,,,,,,,,,
5,895,AC_100,9,,,,,,,,,,,,,,,,,,,,,
5,895,AC_100,10,,,,,,,,,,,,,,,,,,,,,
6,896,AC_52,1,,,,,,,,,,,,,,,,,,,,,
6,896,AC_52,2,,,,,,,,,,,,,,,,,,,,,
6,897,AC_52,3,,,,,,,,,,,,,,,,,,,,,
6,897,AC_52,4,,,,,,,,,,,,,,,,,,,,,
6,898,AC_52,5,,,,,,,,,,,,,,,,,,,,,
6,898,AC_52,6,https://drive.google.com/file/d/1nLaXKIZUnirhB6hOgl6Lk_awYB9L3b1g/view?usp=sharing,2022-05-03,18.193,mm,189.699,0,,https://drive.google.com/file/d/1nYj5YBnprkx_GZYu3rPcYNyZkjbC8woA/view?usp=sharing,2022-05-03,,,,,,,?,?,,,,
6,899,AC_52,7,,,,,,,,,,,,,,,,,,,,,
6,899,AC_52,8,,,,,,,,,,,,,,,,,,,,,
6,900,AC_52,9,,,,,,,,,,,,,,,,,,,,,
6,900,AC_52,10,,,,,,,,,,,,,,,,,,,,,
6,901,AC_94,1,,,,,,,,,,,,,,,,,,,,,
6,901,AC_94,2,,,,,,,,,,,,,,,,,,,,,
6,902,AC_94,3,,,,,,,,,,,,,,,,,,,,,
6,902,AC_94,4,,,,,,,,,,,,,,,,,,,,,
6,903,AC_94,5,https://drive.google.com/file/d/1nYj5YBnprkx_GZYu3rPcYNyZkjbC8woA/view?usp=sharing,2022-05-03,26.392,mm,375.646,0,,https://drive.google.com/file/d/1nGfGaPFdYZqkOaSll-RFjXdi1rLn7rxq/view?usp=sharing,2022-05-03,,,,,,,21.34,13.43, mm,,,
6,903,AC_94,6,,,,,,,,,,,,,,,,,,,,,
6,904,AC_94,7,,,,,,,,,,,,,,,,,,,,,
6,904,AC_94,8,,,,,,,,,,,,,,,,,,,,,
6,905,AC_94,9,,,,,,,,,,,,,,,,,,,,,
6,905,AC_94,10,,,,,,,,,,,,,,,,,,,,,
6,906,AC_120,1,,,,,,,,,,,,,,,,,,,,,
6,906,AC_120,2,,,,,,,,,,,,,,,,,,,,,
6,907,AC_120,3,,,,,,,,,,,,,,,,,,,,,
6,907,AC_120,4,https://drive.google.com/file/d/1nAcJpNBRaBAbjKyWX0Xh1PrpB3Yg07UA/view?usp=sharing,2022-05-03,22.17,mm,331.015,0,,https://drive.google.com/file/d/1nNT3JeetlJPR1qz6E-6RBh_MKcp19iS7/view?usp=sharing,2022-05-03,,,,,,,30.275,20.245, mm,,,
6,908,AC_120,5,,,,,,,,,,,,,,,,,,,,,
6,908,AC_120,6,,,,,,,,,,,,,,,,,,,,,
6,909,AC_120,7,,,,,,,,,,,,,,,,,,,,,
6,909,AC_120,8,,,,,,,,,,,,,,,,,,,,,
6,910,AC_120,9,,,,,,,,,,,,,,,,,,,,,
6,910,AC_120,10,,,,,,,,,,,,,,,,,,,,,
6,911,AC_190,1,,,,,,,,,,,,,,,,,,,,,
6,911,AC_190,2,,,,,,,,,,,,,,,,,,,,,
6,912,AC_190,3,https://drive.google.com/file/d/1mxjca76X3aulx28gnkVSwmM_o5mEev4B/view?usp=sharing,2022-05-03,20.29,mm,246.829,0,,https://drive.google.com/file/d/1n5EPbgurFEqx7Jsuh7x4VqTWS38zst12/view?usp=sharing,2022-05-03,,,,,,,40.154,21.44, mm,,,
6,912,AC_190,4,,,,,,,,,,,,,,,,,,,,,
6,913,AC_190,5,,,,,,,,,,,,,,,,,,,,,
6,913,AC_190,6,,,,,,,,,,,,,,,,,,,,,
6,914,AC_190,7,https://drive.google.com/file/d/1msftQOZmwvE7L07akiGNE5tkCCFXutcf/view?usp=sharing,2022-05-03,23.232,mm,314.394,0,,https://drive.google.com/file/d/1mvHLQ_k9HK2aLArmxFZwaAiRAbZsuzYf/view?usp=sharing,2022-05-03,,,,,,,42.516,28.57, mm,,,
6,914,AC_190,8,,,,,,,,,,,,,,,,,,,,,
6,915,AC_190,9,,,,,,,,https://drive.google.com/file/d/1mrQtBMj5S29N3ff3f4B87_VvR9VFlAsT/view?usp=sharing,2022-05-03,,,,,,,,,,,,
6,915,AC_190,10,,,,,,,,,,,,,,,,,,,,,
6,916,AC_208,1,https://drive.google.com/file/d/1mlCPHd6_ahLu81vS4aUqJckr5-Iw6TkG/view?usp=sharing,2022-05-03,22.808,mm,308.941,0,,https://drive.google.com/file/d/1mnxu37z7swG-bzMXtrxDuNWYPGlTzS71/view?usp=sharing,2022-05-03,,,,,,,26.395,18.237, mm,,,
6,916,AC_208,2,,,,,,,,,,,,,,,,,,,,,
6,917,AC_208,3,,,,,,,,,,,,,,,,,,,,,
6,917,AC_208,4,,,,,,,,https://drive.google.com/file/d/1mjN_aBFvpiW33s88Rd0wnRsBodQ0s4Zd/view?usp=sharing,2022-05-03,,,,,,,,,,,,
6,918,AC_208,5,,,,,,,,,,,,,,,,,,,,,
6,918,AC_208,6,,,,,,,,,,,,,,,,,,,,,
6,919,AC_208,7,,,,,,,,,,,,,,,,,,,,,
6,919,AC_208,8,https://drive.google.com/file/d/1metpJ6fwKEIrM-VGH_JbmPDFNDnjjtKy/view?usp=sharing,2022-05-03,22.469,mm,277.013,0,,https://drive.google.com/file/d/1mgNXIQFDvW0HqtJ0kF4BzImfA9GinIEj/view?usp=sharing,2022-05-03,,,,,,,44.147,23.484, mm,,,
6,920,AC_208,9,,,,,,,,,,,,,,,,,,,,,
6,920,AC_208,10,,,,,,,,,,,,,,,,,,,,,
6,921,AC_95,1,,,,,,,,,,,,,,,,,,,,,
6,921,AC_95,2,,,,,,,,,,,,,,,,,,,,,
6,922,AC_95,3,,,,,,,,,,,,,,,,,,,,,
6,922,AC_95,4,,,,,,,,,,,,,,,,,,,,,
6,923,AC_95,5,,,,,,,,,,,,,,,,,,,,,
6,923,AC_95,6,https://drive.google.com/file/d/1mYCOMUOQj1W7YLDIPRQVhGqUAcfwPDQo/view?usp=sharing,2022-05-03,21.658,mm,297.177,0,,https://drive.google.com/file/d/1m_3QWF4DbZgMpX-Ri1JdfiNVW523XCCA/view?usp=sharing,2022-05-03,,,,,,,69.453,38.311, mm,,,
6,924,AC_95,7,https://drive.google.com/file/d/1kE2o7-ZsKBUbL0-24F3NN5smmVHxDZu6/view?usp=sharing,2022-04-21,19.227,mm,253.337,0,,https://drive.google.com/file/d/1jzf2QJ11QvSbGQeko2bQyqNXH_fxEzr5/view?usp=sharing,2022-04-21,,,,,,,59.393,31.198, mm,,,
6,924,AC_95,8,https://drive.google.com/file/d/1k6PkM-IoyG-VV1CXi6rD3a-JBs_xarWz/view?usp=sharing,2022-04-21,18.24,mm,229.093,0,,https://drive.google.com/file/d/1k7HRNbjSXdCAzwaQZdwk1noT8ImddTLT/view?usp=sharing,2022-04-21,,,,,,,32.972,17.682, mm,,,
6,925,AC_95,9,,,,,,,,,,,,,,,,,,,,,
6,925,AC_95,10,,,,,,,,,,,,,,,,,,,,,
6,926,AC_189,1,,,,,,,,,,,,,,,,,,,,,
6,926,AC_189,2,,,,,,,,,,,,,,,,,,,,,
6,927,AC_189,3,https://drive.google.com/file/d/1k5mVo4d-qdFD37NBx4WnDBTJLi8Eozzi/view?usp=sharing,2022-04-21,25.462,mm,405.238,0,,https://drive.google.com/file/d/1k-WYMkA-u4W9WK2CCSbP2QPFQCyP0Pxc/view?usp=sharing,2022-04-21,,,,,,,74.843,45.584, mm,,,
6,927,AC_189,4,https://drive.google.com/file/d/1mDAUDJ0DPVMrlAIaFV6NNhgyq7DAS5ef/view?usp=sharing,2022-05-03,24.021,mm,377.698,0,,https://drive.google.com/file/d/1mJEtLRUMEtpwGzjNHWY44YyD-HTQEZpG/view?usp=sharing,2022-05-03,,,,,,,25.649,15.272, mm,,,
6,928,AC_189,5,https://drive.google.com/file/d/1lx_66b90mrSYwvn6ORNfRcUfG1HKrlC8/view?usp=sharing,2022-05-03,24.502,mm,346.265,0,,https://drive.google.com/file/d/1m5keAtkiqyg_7Fczsa6oFr78gs66f7OG/view?usp=sharing,2022-05-03,,,,,,,51.044,30.082, mm,,,
6,928,AC_189,6,https://drive.google.com/file/d/1kPxJIyHUMvQYR6zO_Gpqfm8nX6dNBcx4/view?usp=sharing,2022-04-21,22.832,mm,340.421,0,,https://drive.google.com/file/d/1kQGHJvOGzgUz_YHT03sVbifZCtUg0Y73/view?usp=sharing,2022-04-21,,,,,,,52.241,31.021, mm,,,
6,929,AC_189,7,,,,,,,,,,,,,,,,,,,,,
6,929,AC_189,8,,,,,,,,,,,,,,,,,,,,,
6,930,AC_189,9,,,,,,,,,,,,,,,,,,,,,
6,930,AC_189,10,https://drive.google.com/file/d/1kIcv5SO5dLQx1R84PboSNqkdJ2XyA_Nt/view?usp=sharing,2022-04-21,25.637,mm,382.59,0,,https://drive.google.com/file/d/1kHdeQ9SQz-zoXFjgqNZGAZu4Ljb-HCWb/view?usp=sharing,2022-04-21,,,,,,,63.095,33.755, mm,,,
6,931,AC_199,1,,,,,,,,,,,,,,,,,,,,,
6,931,AC_199,2,,,,,,,,,,,,,,,,,,,,,
6,932,AC_199,3,,,,,,,,,,,,,,,,,,,,,
6,932,AC_199,4,,,,,,,,,,,,,,,,,,,,,
6,933,AC_199,5,https://drive.google.com/file/d/1lqmTFdPaw0onQ82kkpfhUq2TivZbEHCC/view?usp=sharing,2022-05-03,23.065,mm,340.745,,,https://drive.google.com/file/d/1ltUuqcgNtjw-xPmNozFRASymnej9R7a1/view?usp=sharing,2022-05-03,,,,,,,89.149,45.65, mm,,,
6,933,AC_199,6,https://drive.google.com/file/d/1k_WLBOGAIuaVfdjRztPS_I7aiyed-Nit/view?usp=sharing,2022-04-21,24.32,mm,390.732,0,,https://drive.google.com/file/d/1kbJ04lpj78yCafFhfTY8uphZ1cE05eZx/view?usp=sharing,2022-04-21,,,,,,,59.776,31.441, mm,,,
6,934,AC_199,7,https://drive.google.com/file/d/1kY5KNZpzXHohvVoWqAEXilkbZzv0Gh2E/view?usp=sharing,2022-04-21,22.941,mm,326.53,0,,https://drive.google.com/file/d/1kYMu3Jl-nUPz-f_sKwhq6ye1PZG0dGaG/view?usp=sharing,2022-04-21,,,,,,,63.907,35.336, mm,,,
6,934,AC_199,8,,,,,,,,,,,,,,,,,,,,,
6,935,AC_199,9,,,,,,,,,,,,,,,,,,,,,
6,935,AC_199,10,https://drive.google.com/file/d/1kqcOzYjqJXmJGLUSz9K8NpsBvLpyBv3w/view?usp=sharing,2022-04-21,23.357,mm,331.421,0,,https://drive.google.com/file/d/1kpVCxMRkz_OxuhNGMgOQqiz7ZHgkSqfL/view?usp=sharing,2022-04-21,,,,,,,61.98,33.59, mm,,,
6,936,AC_195,1,https://drive.google.com/file/d/1kfaCY254eithQhrW-uCmD_GrAIr5pdkv/view?usp=sharing,2022-04-21,17.915,mm,203.282,0,,https://drive.google.com/file/d/1kpDCuIxXV_9W1b3vwcDEnTZ2hWvrJk1L/view?usp=sharing,2022-04-21,,,,,,,60.479,32.7,mm,,,
6,936,AC_195,2,,,,,,,,,,,,,,,,,,,,,
6,937,AC_195,3,,,,,,,,,,,,,,,,,,,,,
6,937,AC_195,4,https://drive.google.com/file/d/1l7wpwjG9f8BwwNNWBWVInhVNZznvWRTp/view?usp=sharing,2022-04-21,21.376,mm,278.625,0,,https://drive.google.com/file/d/1kd-GQXsVH90O8LYw2GvKYbqsN3PsZf4X/view?usp=sharing,2022-04-21,,,,,,,40.427,21.351,mm,,,
6,938,AC_195,5,,,,,,,,,,,,,,,,,,,,,
6,938,AC_195,6,,,,,,,,,,,,,,,,,,,,,
6,939,AC_195,7,,,,,,,,,,,,,,,,,,,,,
6,939,AC_195,8,,,,,,,,,,,,,,,,,,,,,
6,940,AC_195,9,,,,,,,,,,,,,,,,,,,,,
6,940,AC_195,10,,,,,,,,,,,,,,,,,,,,,
6,941,AC_142,1,,,,,,,,,,,,,,,,,,,,,
6,941,AC_142,2,https://drive.google.com/file/d/1lXeW14-L-zmi3v51ffFEDMGYElKZ-dYg/view?usp=sharing,2022-05-03,18.615,mm,217.261,0,,https://drive.google.com/file/d/1lni0Y5xjFgX6pudoYR7Q_YA2TO-C2fn_/view?usp=sharing,2022-05-03,,,,,,,9.114,6.696,mm,,,
6,942,AC_142,3,,,,,,,,,,,,,,,,,,,,,
6,942,AC_142,4,,,,,,,,,,,,,,,,,,,,,
6,943,AC_142,5,,,,,,,,,,,,,,,,,,,,,
6,943,AC_142,6,,,,,,,,,,,,,,,,,,,,,
6,944,AC_142,7,,,,,,,,,,,,,,,,,,,,,
6,944,AC_142,8,,,,,,,,,,,,,,,,,,,,,
6,945,AC_142,9,,,,,,,,,,,,,,,,,,,,,
6,945,AC_142,10,,,,,,,,,,,,,,,,,,,,,
6,946,AC_15,1,,,,,,,,,,,,,,,,,,,,,
6,946,AC_15,2,,,,,,,,,,,,,,,,,,,,,
6,947,AC_15,3,https://drive.google.com/file/d/1l0qmO4BIZMIJmoZ1fPwYMHRfJwJyKaLC/view?usp=sharing,2022-04-21,25.449,mm,384.256,0,,https://drive.google.com/file/d/1l78VNNJzWaUReCNS3GBmLPUo-cOq52gK/view?usp=sharing,2022-04-21,,,,,,,42.223,21.693,mm,,,
6,947,AC_15,4,https://drive.google.com/file/d/1ygQctgZLtzg4TLyzNtVVDPEuX4_kLkHO/view?usp=sharing,2022-05-13,17.238,mm,193.462,0,,https://drive.google.com/file/d/1lM95r584wPNY9yClDAyf6bN7AnfnU5cV/view?usp=sharing,2022-05-03,,,,,,,28.496,15.359,mm,,,
6,948,AC_15,5,,,,,,,,,,,,,,,,,,,,,
6,948,AC_15,6,,,,,,,,,,,,,,,,,,,,,
6,949,AC_15,7,,,,,,,,,,,,,,,,,,,,,
6,949,AC_15,8,,,,,,,,,,,,,,,,,,,,,
6,950,AC_15,9,,,,,,,,,,,,,,,,,,,,,
6,950,AC_15,10,,,,,,,,,,,,,,,,,,,,,
6,951,AC_38,1,,,,,,,,,,,,,,,,,,,,,
6,951,AC_38,2,,,,,,,,,,,,,,,,,,,,,
6,952,AC_38,3,,,,,,,,,,,,,,,,,,,,,
6,952,AC_38,4,,,,,,,,,,,,,,,,,,,,,
6,953,AC_38,5,https://drive.google.com/file/d/1krJuG8q4Bb7Lp-t_0VFmWJ3NnzAx6Si1/view?usp=sharing,2022-04-21,21.239,mm,266.704,0,,https://drive.google.com/file/d/1kwNINuqP4ww0a4V8g9O5U_PbeD16qdqK/view?usp=sharing,2022-04-21,,,,,,,46.205,24.062,mm,,,
6,953,AC_38,6,,,,,,,,,,,,,,,,,,,,,
6,954,AC_38,7,,,,,,,,,,,,,,,,,,,,,
6,954,AC_38,8,,,,,,,,,,,,,,,,,,,,,
6,955,AC_38,9,,,,,,,,,,,,,,,,,,,,,
6,955,AC_38,10,,,,,,,,,,,,,,,,,,,,,
6,956,AC_168,1,,,,,,,,,,,,,,,,,,,,,
6,956,AC_168,2,,,,,,,,https://drive.google.com/file/d/1IAwftG7tVRXaCzyucUuNmAP7F1pgtOQ6/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,957,AC_168,3,,,,,,,,https://drive.google.com/file/d/1lWdhAlS0qsH_NnPimthH4Ydp90TMaLLR/view?usp=sharing,2022-04-21,,,,,,,,,,,,
6,957,AC_168,4,,,,,,,,,,,,,,,Note that flower photo was taken twice. Any reason? Which one to use?,,,,,,
6,958,AC_168,5,,,,,,,,,,,,,,,,,,,,,
6,958,AC_168,6,,,,,,,,,,,,,,,,,,,,,
6,959,AC_168,7,,,,,,,,,,,,,,,,,,,,,
6,959,AC_168,8,,,,,,,,,,,,,,,,,,,,,
6,960,AC_168,9,,,,,,,,,,,,,,,,,,,,,
6,960,AC_168,10,https://drive.google.com/file/d/1OQZdWx5A6PAiBdTrCob9wwY6HVOgmiRl/view?usp=sharing,2022-04-09,17.984,mm,178.793,0,,https://drive.google.com/file/d/1c3ESsdUhYQZr15HiXYI5atqGx2NiqlMq/view?usp=sharing,2022-04-09,,,,,,,61.408,34.525,mm,,,
6,961,AC_81,1,https://drive.google.com/file/d/19-mMHXK0EMYzYWULAzpibyi-F8MkV7Jg/view?usp=sharing,2022-04-09,19.492,mm,213.07,0,,https://drive.google.com/file/d/1wFQXcT7-d1CWaqSOtkFl9JC5qBnf7O48/view?usp=sharing,2022-04-09,,,,,,,63.271,37.518,mm,,,
6,961,AC_81,2,https://drive.google.com/file/d/1lSK7biTPMklAnXwQNDuY2W7Kos3bc9HW/view?usp=sharing,2022-04-21,20.532,mm,240.011,0,,https://drive.google.com/file/d/1lSS1WXA-GjIBZ8lNb8mjyYjcg-Ty_iX-/view?usp=sharing,2022-04-21,,,,,,,34.806,19.042,mm,,,
6,962,AC_81,3,,,,,,,,,,,,,,,,,,,,,
6,962,AC_81,4,,,,,,,,,,,,,,,,,,,,,
6,963,AC_81,5,,,,,,,,,,,,,,,,,,,,,
6,963,AC_81,6,,,,,,,,https://drive.google.com/file/d/15et990IoMupnTBNRIH0x32YC-4BWJOpE/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,964,AC_81,7,https://drive.google.com/file/d/1lMrIvGrfFJx_A04wl4cKMGn9P8VfrOV9/view?usp=sharing,2022-04-21,22.81,mm,298.186,0,,https://drive.google.com/file/d/1lO3H3x_RdxsmSTosnMWGZzrH1XGUzgzs/view?usp=sharing,2022-04-21,,,,,,,70.104,37.935,mm,,,
6,964,AC_81,8,https://drive.google.com/file/d/1laZB3WUV8jweE-_gm9XYTLkJybwK5N4V/view?usp=sharing,2022-04-21,18.532,mm,,,furled,https://drive.google.com/file/d/1lWr_sQOKSLWS17weiPCbKQ69WOGmN7pT/view?usp=sharing,2022-04-21,,,,,,,41.45,20.932,mm,,,
6,965,AC_81,9,,,,,,,,,,,,,,,,,,,,,
6,965,AC_81,10,,,,,,,,,,,,,,,,,,,,,
6,966,AC_51,1,https://drive.google.com/file/d/1mVSsqOyTjj1oFmYFxO9WSGNuV9npj5Az/view?usp=sharing,2022-04-09,19.174,mm,229.171,0,,https://drive.google.com/file/d/1a79-of862mALh7DbNgTFoC-y2ZL5XR6Q/view?usp=sharing,2022-04-09,,,,,,,24.546,14.781,mm,,,
6,966,AC_51,2,,,,,,,,,,,,,,,,,,,,,
6,967,AC_51,3,https://drive.google.com/file/d/1lu1symcbBnQwyxxURVJm2Ax587iwWQl6/view?usp=sharing,2022-04-21,19.554,mm,224.151,,,https://drive.google.com/file/d/1lbBgLYdQG027cz3lLpq6pCTcvdhHMr_g/view?usp=sharing,2022-04-21,,,,,,,16.429,10.08,mm,,,
6,967,AC_51,4,,,,,,,,,,,,,,,,,,,,,
6,968,AC_51,5,,,,,,,,,,,,,,,,,,,,,
6,968,AC_51,6,,,,,,,,,,,,,,,,,,,,,
6,969,AC_51,7,,,,,,,,,,,,,,,,,,,,,
6,969,AC_51,8,,,,,,,,,,,,,,,,,,,,,
6,970,AC_51,9,,,,,,,,https://drive.google.com/file/d/1beW90vc5OLtQuy7orrf96FFTSlXZx_3H/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,970,AC_51,10,,,,,,,,,,,,,,,,,,,,,
6,971,AC_205,1,,,,,,,,,,,,,,,,,,,,,
6,971,AC_205,2,,,,,,,,,,,,,,,,,,,,,
6,972,AC_205,3,,,,,,,,,,,,,,,,,,,,,
6,972,AC_205,4,,,,,,,,,,,,,,,,,,,,,
6,973,AC_205,5,https://drive.google.com/file/d/13YiIBO5Ao77e5aMMtPTWB_c11b_mQ4pA/view?usp=sharing,2022-04-09,21.065,mm,,,herbivory,https://drive.google.com/file/d/1Gnfg2LsMALfmjuErQC-grhu3WURAH9Ci/view?usp=sharing,2022-04-09,,,,,,,38.954,19.492,mm,,,
6,973,AC_205,6,,,,,,,,,,,,,,,,,,,,,
6,974,AC_205,7,,,,,,,,,,,,,,,,,,,,,
6,974,AC_205,8,,,,,,,,,,,,,,,,,,,,,
6,975,AC_205,9,,,,,,,,,,,,,,,,,,,,,
6,975,AC_205,10,,,,,,,,,,,,,,,,,,,,,
6,976,AC_66,1,,,,,,,,,,,,,,,,,,,,,
6,976,AC_66,2,,,,,,,,,,,,,,,,,,,,,
6,977,AC_66,3,,,,,,,,,,,,,,,,,,,,,
6,977,AC_66,4,,,,,,,,,,,,,,,,,,,,,
6,978,AC_66,5,,,,,,,,,,,,,,,,,,,,,
6,978,AC_66,6,https://drive.google.com/file/d/1lefno5bh6HrmUAVyj5pr8yy_DJhm5xte/view?usp=sharing,2022-04-21,19.603,mm,237.629,0,,https://drive.google.com/file/d/1louwQ-Bkj-5NT9ILR6f9YIeoAAzIyvOb/view?usp=sharing,2022-04-21,,,,,,,19.032,10.099,mm,,,
6,979,AC_66,7,,,,,,,,,,,,,,,,,,,,,
6,979,AC_66,8,,,,,,,,,,,,,,,,,,,,,
6,980,AC_66,9,,,,,,,,,,,,,,,,,,,,,
6,980,AC_66,10,,,,,,,,,,,,,,,,,,,,,
6,981,AC_181,1,,,,,,,,https://drive.google.com/file/d/1LUR3kwi5DVsP80ABoEVEQJJKLo9jhQnB/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,981,AC_181,2,,,,,,,,,,,,,,,,,,,,,
6,982,AC_181,3,,,,,,,,,,,,,,,,,,,,,
6,982,AC_181,4,https://drive.google.com/file/d/1lwyOtYQlNMsBF5-HCl8Ca4QHt6KSMieZ/view?usp=sharing,2022-04-21,15.185,mm,,,folded,https://drive.google.com/file/d/1lzJt2H_tBYPwKGW6AxWXUbzZoouVG6hD/view?usp=sharing,2022-04-21,,,,,,,17.325,9.186,mm,,,
6,983,AC_181,5,,,,,,,,,,,,,,,,,,,,,
6,983,AC_181,6,,,,,,,,,,,,,,,,,,,,,
6,984,AC_181,7,https://drive.google.com/file/d/1dZqcHV9sz63ipljuNu6MEwAiIjXPstAg/view?usp=sharing,2022-04-09,18.5,mm,228.475,0,,https://drive.google.com/file/d/1afx_NMsudDRmVGhaO-8UG5JaQEO4XbIU/view?usp=sharing,2022-04-09,,,,,,,46.688,25.983,mm,,,
6,984,AC_181,8,,,,,,,,,,,,,,,,,,,,,
6,985,AC_181,9,,,,,,,,,,,,,,,,,,,,,
6,985,AC_181,10,,,,,,,,,,,,,,,,,,,,,
6,986,AC_193,1,,,,,,,,,,,,,,,,,,,,,
6,986,AC_193,2,,,,,,,,,,,,,,,,,,,,,
6,987,AC_193,3,,,,,,,,,,,,,,,,,,,,,
6,987,AC_193,4,,,,,,,,,,,,,,,,,,,,,
6,988,AC_193,5,,,,,,,,,,,,,,,,,,,,,
6,988,AC_193,6,,,,,,,,,,,,,,,,,,,,,
6,989,AC_193,7,,,,,,,,,,,,,,,,,,,,,
6,989,AC_193,8,https://drive.google.com/file/d/1m4Vz1zGKgG8RnvO7951gNAjmkepJeyfr/view?usp=sharing,2022-04-21,19.532,mm,249.55,0,,https://drive.google.com/file/d/1mCBxtBMuOwP2PcWGJtLV0pH8nfhTF5zE/view?usp=sharing,2022-04-21,,,,,,,24.742,12.808,mm,leaf raised off ground,,
6,990,AC_193,9,https://drive.google.com/file/d/15STD45lVN9qkW63uZlpN5-LuqBYrWVl2/view?usp=sharing,2022-04-09,20.564,mm,275.203,0,,https://drive.google.com/file/d/1GM0g2-jVIEBGAS1TgGY3yuTwZ5mLtzUQ/view?usp=sharing,2022-04-09,,,,,,,32.134,16.099,mm,,,
6,990,AC_193,10,,,,,,,,https://drive.google.com/file/d/1__EM0gxG_ftwXOAo7qnMeoXdM-iyrYiK/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,991,AC_75,1,,,,,,,,,,,,,,,,,,,,,
6,991,AC_75,2,,,,,,,,,,,,,,,,,,,,,
6,992,AC_75,3,https://drive.google.com/file/d/1mVIZAG1H7olZS2p1wHpD6Nv_d4mjct0W/view?usp=sharing,2022-04-21,18.234,mm,178.005,0,,https://drive.google.com/file/d/1m39TF6eNbfvB8tzgC3gw6AOi_a5Cdp11/view?usp=sharing,2022-04-21,,,,,,,27.815,14.771,mm,,,
6,992,AC_75,4,https://drive.google.com/file/d/1wGWVNCKRfOlagutHuebBLD7kKnLkzmLM/view?usp=sharing,2022-04-09,,mm,,,rosette photo,https://drive.google.com/file/d/1wGWVNCKRfOlagutHuebBLD7kKnLkzmLM/view?usp=sharing,2022-04-09,,,,,,,44.305,24.546,mm,,,
6,993,AC_75,5,,,,,,,,,,,,,,,,,,,,,
6,993,AC_75,6,,,,,,,,,,,,,,,,,,,,,
6,994,AC_75,7,,,,,,,,,,,,,,,,,,,,,
6,994,AC_75,8,,,,,,,,https://drive.google.com/file/d/1M5xKB_Xs5s05hwrZI0XEWk6KJLiVor_3/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,995,AC_75,9,,,,,,,,https://drive.google.com/file/d/1RyM3TFwmIEvLmTHmQnVKmeGAlTuGosVE/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,995,AC_75,10,,,,,,,,https://drive.google.com/file/d/16C7gX9ylOTTHeoNMrgl0lO-2kpZ8N6kh/view?usp=sharing,2022-04-09,,,,,,,,,,,,
6,996,AC_74,1,,,,,,,,,,,,,,,,,,,,,
6,996,AC_74,2,,,,,,,,,,,,,,,,,,,,,
6,997,AC_74,3,,,,,,,,,,,,,,,,,,,,,
6,997,AC_74,4,,,,,,,,,,,,,,,,,,,,,
6,998,AC_74,5,https://drive.google.com/file/d/10p3BG5s9vPF3xT6EtAGtbfbTRfl-mf3k/view?usp=sharing,2022-04-09,16.235,mm,172.93,0,,https://drive.google.com/file/d/15Xm1EXAhuLye0-G0C9FBi0MOmyu3KB-d/view?usp=sharing,2022-04-09,,,,,,,38.84,21.027,mm,,,
6,998,AC_74,6,,,,,,,,,,,,,,,,,,,,,
6,999,AC_74,7,https://drive.google.com/file/d/1z_UJgLazEOMhZMBSIIKX2oN3OJH3pMg5/view?usp=sharing,2022-04-09,17.661,mm,197.802,0,,https://drive.google.com/file/d/1og4_VJKubhczh5M8AaH6CiTLZVlApxTa/view?usp=sharing,2022-04-09,,,,,,,26.611,14.733,mm,,,
6,999,AC_74,8,,,,,,,,,,,,,,,,,,,,,
6,1000,AC_74,9,,,,,,,,,,,,,,,,,,,,,
6,1000,AC_74,10,,,,,,,,,,,,,,,,,,,,,
